mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
810.25,3945373,316.115128,316.115024,-0.105,-0.332,C12 H18 N3 O7  ,12,18,3,7,0,
580.27,15448993,316.119049,316.119046,-0.003,-0.009,C17 H18 N O5   ,17,18,1,5,0,
696.39,2836413,316.151439,316.151409,-0.030,-0.096,C13 H22 N3 O6  ,13,22,3,6,0,
682.26,2887617,316.155385,316.155432,0.046,0.147,C18 H22 N O4   ,18,22,1,4,0,
587.10,4240046,316.997340,316.997276,-0.064,-0.202,C11 H9 O9 S    ,11,9,0,9,1,
376.03,9563851,317.030364,317.030291,-0.073,-0.231,C15 H9 O8      ,15,9,0,8,0,
85.49,31207118,317.033665,317.033662,-0.003,-0.008,C12 H13 O8 S   ,12,13,0,8,1,
737.28,3459797,317.041632,317.041524,-0.107,-0.339,C14 H9 N2 O7   ,14,9,2,7,0,
596.87,11144920,317.044849,317.044895,0.047,0.147,C11 H13 N2 O7 S,11,13,2,7,1,
93.62,20123372,317.066696,317.066676,-0.019,-0.061,C16 H13 O7     ,16,13,0,7,0,
543.21,9443064,317.081277,317.081281,0.004,0.012,C12 H17 N2 O6 S,12,17,2,6,1,
196.11,61894400,317.091146,317.091177,0.031,0.097,C10 H21 O9 S   ,10,21,0,9,1,
639.70,11022088,317.099067,317.099039,-0.028,-0.087,C12 H17 N2 O8  ,12,17,2,8,0,
91.81,25931532,317.103077,317.103062,-0.015,-0.047,C17 H17 O6     ,17,17,0,6,0,
386.50,37367584,317.124158,317.124191,0.034,0.106,C14 H21 O8     ,14,21,0,8,0,
69.77,92188456,317.135424,317.135425,0.001,0.002,C13 H21 N2 O7  ,13,21,2,7,0,
83.42,23588652,317.139458,317.139447,-0.011,-0.034,C18 H21 O5     ,18,21,0,5,0,
511.43,9049903,317.142810,317.142818,0.009,0.028,C15 H25 O5 S   ,15,25,0,5,1,
553.12,16678719,317.160543,317.160577,0.033,0.105,C15 H25 O7     ,15,25,0,7,0,
-1000.00,10768204,317.175870,317.175833,-0.037,-0.117,C19 H25 O4     ,19,25,0,4,0,
-1000.00,4976479,317.196944,317.196962,0.019,0.059,C16 H29 O6     ,16,29,0,6,0,
677.10,2848832,318.025665,318.025540,-0.125,-0.394,C14 H8 N O8    ,14,8,1,8,0,
347.65,9945667,318.028875,318.028911,0.036,0.112,C11 H12 N O8 S ,11,12,1,8,1,
650.58,3118668,318.038572,318.038294,-0.279,-0.876,C22 H8 N S     ,22,8,1,0,1,
287.32,13095520,318.061911,318.061925,0.014,0.044,C15 H12 N O7   ,15,12,1,7,0,
571.06,16982628,318.065241,318.065296,0.055,0.174,C12 H16 N O7 S ,12,16,1,7,1,
736.96,5890667,318.073187,318.073159,-0.028,-0.089,C14 H12 N3 O6  ,14,12,3,6,0,
854.35,4275822,318.076453,318.076530,0.077,0.243,C11 H16 N3 O6 S,11,16,3,6,1,
821.18,5892721,318.080554,318.080553,-0.001,-0.003,C16 H16 N O4 S ,16,16,1,4,1,
777.82,2662006,318.086318,318.086426,0.107,0.338,C9 H20 N O9 S  ,9,20,1,9,1,
62.18,23007872,318.098312,318.098311,-0.001,-0.003,C16 H16 N O6   ,16,16,1,6,0,
554.56,14504596,318.119393,318.119440,0.047,0.147,C13 H20 N O8   ,13,20,1,8,0,
574.08,10613409,318.134682,318.134696,0.014,0.044,C17 H20 N O5   ,17,20,1,5,0,
583.16,9419435,318.145892,318.145930,0.037,0.117,C16 H20 N3 O4  ,16,20,3,4,0,
681.82,4620980,318.155843,318.155826,-0.017,-0.055,C14 H24 N O7   ,14,24,1,7,0,
580.49,5653932,319.009537,319.009555,0.018,0.057,C14 H7 O9      ,14,7,0,9,0,
317.61,6383023,319.012962,319.012927,-0.036,-0.112,C11 H11 O9 S   ,11,11,0,9,1,
298.42,5051831,319.022546,319.022309,-0.237,-0.742,C22 H7 O S     ,22,7,0,1,1,
175.92,18220492,319.045976,319.045941,-0.035,-0.109,C15 H11 O8     ,15,11,0,8,0,
138.21,25425360,319.049329,319.049312,-0.017,-0.054,C12 H15 O8 S   ,12,15,0,8,1,
742.99,7681494,319.057207,319.057174,-0.033,-0.102,C14 H11 N2 O7  ,14,11,2,7,0,
491.18,10051032,319.058972,319.058695,-0.277,-0.869,C23 H11 S      ,23,11,0,0,1,
595.71,6137305,319.060383,319.060545,0.162,0.508,C11 H15 N2 O7 S,11,15,2,7,1,
573.77,21099998,319.067052,319.067070,0.018,0.057,C12 H15 O10    ,12,15,0,10,0,
67.28,36492780,319.082343,319.082326,-0.017,-0.052,C16 H15 O7     ,16,15,0,7,0,
633.75,30160374,319.093555,319.093560,0.005,0.014,C15 H15 N2 O6  ,15,15,2,6,0,
736.76,3941881,319.096584,319.096931,0.347,1.088,C12 H19 N2 O6 S,12,19,2,6,1,
638.25,18560512,319.103426,319.103456,0.029,0.092,C13 H19 O9     ,13,19,0,9,0,
639.09,5708296,319.113158,319.112839,-0.319,-1.000,C24 H15 O      ,24,15,0,1,0,
781.55,4040201,319.114826,319.114689,-0.137,-0.429,C12 H19 N2 O8  ,12,19,2,8,0,
73.38,43054604,319.118721,319.118712,-0.010,-0.030,C17 H19 O6     ,17,19,0,6,0,
734.85,2798122,319.151083,319.151075,-0.009,-0.027,C13 H23 N2 O7  ,13,23,2,7,0,
21.29,30422574,319.155103,319.155097,-0.006,-0.018,C18 H23 O5     ,18,23,0,5,0,
711.77,4697648,319.158438,319.158469,0.030,0.095,C15 H27 O5 S   ,15,27,0,5,1,
141.44,15398464,319.176204,319.176227,0.023,0.071,C15 H27 O7     ,15,27,0,7,0,
531.38,10798670,319.191516,319.191483,-0.033,-0.103,C19 H27 O4     ,19,27,0,4,0,
358.98,9212226,320.041237,320.041190,-0.048,-0.149,C14 H10 N O8   ,14,10,1,8,0,
634.49,8700229,320.044637,320.044561,-0.076,-0.237,C11 H14 N O8 S ,11,14,1,8,1,
644.64,3800398,320.054277,320.053944,-0.334,-1.042,C22 H10 N S    ,22,10,1,0,1,
76.56,30824802,320.077579,320.077575,-0.003,-0.010,C15 H14 N O7   ,15,14,1,7,0,
496.57,14006629,320.080947,320.080946,-0.000,-0.001,C12 H18 N O7 S ,12,18,1,7,1,
670.97,15079788,320.088852,320.088809,-0.043,-0.136,C14 H14 N3 O6  ,14,14,3,6,0,
733.40,8587637,320.098700,320.098705,0.004,0.014,C12 H18 N O9   ,12,18,1,9,0,
79.25,27695490,320.113943,320.113961,0.018,0.055,C16 H18 N O6   ,16,18,1,6,0,
607.86,14346637,320.125193,320.125194,0.001,0.003,C15 H18 N3 O5  ,15,18,3,5,0,
601.14,12179861,320.135112,320.135090,-0.021,-0.067,C13 H22 N O8   ,13,22,1,8,0,
301.01,9449891,320.150290,320.150346,0.056,0.176,C17 H22 N O5   ,17,22,1,5,0,
620.27,11594157,320.161608,320.161580,-0.028,-0.087,C16 H22 N3 O4  ,16,22,3,4,0,
312.81,10448046,321.025235,321.025205,-0.030,-0.093,C14 H9 O9      ,14,9,0,9,0,
567.16,6841521,321.028607,321.028577,-0.031,-0.096,C11 H13 O9 S   ,11,13,0,9,1,
771.29,2895032,321.036467,321.036439,-0.028,-0.088,C13 H9 N2 O8   ,13,9,2,8,0,
527.34,6982842,321.038236,321.037959,-0.276,-0.861,C22 H9 O S     ,22,9,0,1,1,
134.52,43711696,321.061607,321.061591,-0.016,-0.051,C15 H13 O8     ,15,13,0,8,0,
333.33,21765330,321.064956,321.064962,0.006,0.018,C12 H17 O8 S   ,12,17,0,8,1,
680.77,23633112,321.072815,321.072824,0.009,0.028,C14 H13 N2 O7  ,14,13,2,7,0,
657.62,10009818,321.074627,321.074345,-0.282,-0.880,C23 H13 S      ,23,13,0,0,1,
785.54,4650204,321.076977,321.076847,-0.129,-0.403,C19 H13 O5     ,19,13,0,5,0,
700.76,9266401,321.082643,321.082720,0.078,0.242,C12 H17 O10    ,12,17,0,10,0,
31.59,57326832,321.097988,321.097976,-0.012,-0.036,C16 H17 O7     ,16,17,0,7,0,
562.43,14384370,321.101354,321.101348,-0.007,-0.020,C13 H21 O7 S   ,13,21,0,7,1,
665.97,37453048,321.109214,321.109210,-0.004,-0.012,C15 H17 N2 O6  ,15,17,2,6,0,
732.95,7668994,321.119126,321.119106,-0.020,-0.063,C13 H21 O9     ,13,21,0,9,0,
24.88,56425744,321.134372,321.134362,-0.010,-0.032,C17 H21 O6     ,17,21,0,6,0,
165.92,20421914,321.145598,321.145595,-0.003,-0.009,C16 H21 N2 O5  ,16,21,2,5,0,
613.44,8451362,321.155417,321.155491,0.074,0.231,C14 H25 O8     ,14,25,0,8,0,
14.51,35069232,321.170754,321.170747,-0.006,-0.019,C18 H25 O5     ,18,25,0,5,0,
-1000.00,10706256,321.207117,321.207133,0.016,0.050,C19 H29 O4     ,19,29,0,4,0,
289.75,20676676,322.056849,322.056840,-0.009,-0.028,C14 H12 N O8   ,14,12,1,8,0,
794.31,4480072,322.060132,322.060211,0.079,0.246,C11 H16 N O8 S ,11,16,1,8,1,
597.53,3982416,322.069923,322.069594,-0.329,-1.020,C22 H12 N S    ,22,12,1,0,1,
336.00,38912100,322.093228,322.093225,-0.003,-0.008,C15 H16 N O7   ,15,16,1,7,0,
572.42,10453096,322.096464,322.096597,0.133,0.412,C12 H20 N O7 S ,12,20,1,7,1,
631.78,21143662,322.104428,322.104459,0.031,0.096,C14 H16 N3 O6  ,14,16,3,6,0,
740.15,4855928,322.114371,322.114355,-0.016,-0.050,C12 H20 N O9   ,12,20,1,9,0,
424.52,21946502,322.129623,322.129611,-0.013,-0.039,C16 H20 N O6   ,16,20,1,6,0,
504.73,16072847,322.140799,322.140844,0.046,0.142,C15 H20 N3 O5  ,15,20,3,5,0,
403.08,8536993,323.023035,323.023097,0.062,0.193,C14 H11 O7 S   ,14,11,0,7,1,
216.40,22651826,323.040875,323.040856,-0.019,-0.060,C14 H11 O9     ,14,11,0,9,0,
636.21,8031156,323.044213,323.044227,0.014,0.042,C11 H15 O9 S   ,11,15,0,9,1,
753.30,7693243,323.052104,323.052089,-0.015,-0.046,C13 H11 N2 O8  ,13,11,2,8,0,
621.61,6980541,323.053846,323.053610,-0.236,-0.731,C22 H11 O S    ,22,11,0,1,1,
633.32,5274559,323.056192,323.056112,-0.080,-0.248,C18 H11 O6     ,18,11,0,6,0,
84.26,66962384,323.077255,323.077241,-0.014,-0.042,C15 H15 O8     ,15,15,0,8,0,
629.39,14214101,323.080621,323.080612,-0.009,-0.028,C12 H19 O8 S   ,12,19,0,8,1,
697.32,32752604,323.088463,323.088474,0.012,0.036,C14 H15 N2 O7  ,14,15,2,7,0,
571.50,8098782,323.090334,323.089995,-0.339,-1.049,C23 H15 S      ,23,15,0,0,1,
186.81,90784752,323.113642,323.113627,-0.015,-0.047,C16 H19 O7     ,16,19,0,7,0,
777.40,9260021,323.116961,323.116998,0.037,0.114,C13 H23 O7 S   ,13,23,0,7,1,
678.18,38814716,323.124870,323.124860,-0.010,-0.031,C15 H19 N2 O6  ,15,19,2,6,0,
10.79,73450512,323.150024,323.150012,-0.012,-0.037,C17 H23 O6     ,17,23,0,6,0,
719.18,13468700,323.161274,323.161245,-0.028,-0.088,C16 H23 N2 O5  ,16,23,2,5,0,
739.57,8789027,323.168597,323.168639,0.043,0.132,C18 H27 O3 S   ,18,27,0,3,1,
13.08,25830450,323.186397,323.186398,0.000,0.000,C18 H27 O5     ,18,27,0,5,0,
710.70,4867126,323.189782,323.189769,-0.013,-0.042,C15 H31 O5 S   ,15,31,0,5,1,
158.86,5835860,323.222724,323.222783,0.059,0.183,C19 H31 O4     ,19,31,0,4,0,
579.31,5400344,324.018265,324.018346,0.081,0.251,C13 H10 N O7 S ,13,10,1,7,1,
616.16,6809384,324.036135,324.036104,-0.030,-0.093,C13 H10 N O9   ,13,10,1,9,0,
779.21,3461931,324.039540,324.039476,-0.064,-0.197,C10 H14 N O9 S ,10,14,1,9,1,
628.39,16295737,324.054715,324.054732,0.017,0.053,C14 H14 N O6 S ,14,14,1,6,1,
370.09,29402952,324.072500,324.072490,-0.010,-0.032,C14 H14 N O8   ,14,14,1,8,0,
600.48,3596116,324.085590,324.085244,-0.346,-1.068,C22 H14 N S    ,22,14,1,0,1,
732.29,2980694,324.087865,324.087746,-0.119,-0.368,C18 H14 N O5   ,18,14,1,5,0,
773.17,4174691,324.102373,324.102351,-0.023,-0.070,C14 H18 N3 O4 S,14,18,3,4,1,
667.57,39765864,324.108864,324.108875,0.011,0.035,C15 H18 N O7   ,15,18,1,7,0,
722.88,19908466,324.120133,324.120109,-0.024,-0.074,C14 H18 N3 O6  ,14,18,3,6,0,
670.28,11122579,324.156509,324.156494,-0.014,-0.044,C15 H22 N3 O5  ,15,22,3,5,0,
678.45,3754922,324.181647,324.181647,-0.000,-0.000,C17 H26 N O5   ,17,26,1,5,0,
-1000.00,4371078,325.002351,325.002362,0.010,0.032,C13 H9 O8 S    ,13,9,0,8,1,
699.68,4478627,325.035347,325.035376,0.030,0.091,C17 H9 O7      ,17,9,0,7,0,
470.63,17803942,325.038747,325.038747,0.001,0.002,C14 H13 O7 S   ,14,13,0,7,1,
63.93,45271732,325.056507,325.056506,-0.001,-0.003,C14 H13 O9     ,14,13,0,9,0,
576.27,5477049,325.059837,325.059877,0.040,0.122,C11 H17 O9 S   ,11,17,0,9,1,
741.44,14584512,325.067713,325.067739,0.026,0.079,C13 H13 N2 O8  ,13,13,2,8,0,
776.64,4123329,325.069573,325.069260,-0.314,-0.965,C22 H13 O S    ,22,13,0,1,1,
720.58,7238339,325.071709,325.071762,0.053,0.164,C18 H13 O6     ,18,13,0,6,0,
50.20,108022488,325.092902,325.092891,-0.011,-0.035,C15 H17 O8     ,15,17,0,8,0,
667.07,48057056,325.104107,325.104124,0.018,0.054,C14 H17 N2 O7  ,14,17,2,7,0,
353.16,181193440,325.111483,325.111518,0.036,0.110,C16 H21 O5 S   ,16,21,0,5,1,
48.95,104123128,325.129297,325.129277,-0.020,-0.062,C16 H21 O7     ,16,21,0,7,0,
688.21,29010688,325.140511,325.140510,-0.001,-0.002,C15 H21 N2 O6  ,15,21,2,6,0,
345.19,132467464,325.147875,325.147904,0.029,0.089,C17 H25 O4 S   ,17,25,0,4,1,
10.13,52103960,325.165677,325.165662,-0.015,-0.045,C17 H25 O6     ,17,25,0,6,0,
713.95,7443233,325.176902,325.176895,-0.006,-0.019,C16 H25 N2 O5  ,16,25,2,5,0,
565.21,21343016,325.184262,325.184289,0.028,0.085,C18 H29 O3 S   ,18,29,0,3,1,
36.13,19147576,325.202046,325.202048,0.001,0.005,C18 H29 O5     ,18,29,0,5,0,
521.60,11841053,326.034027,326.033996,-0.031,-0.095,C13 H12 N O7 S ,13,12,1,7,1,
717.84,4570672,326.055063,326.055126,0.063,0.192,C10 H16 N O9 S ,10,16,1,9,1,
726.71,4158011,326.067070,326.067011,-0.059,-0.181,C17 H12 N O6   ,17,12,1,6,0,
568.27,16637502,326.070372,326.070382,0.010,0.031,C14 H16 N O6 S ,14,16,1,6,1,
34.53,40291916,326.088116,326.088140,0.024,0.073,C14 H16 N O8   ,14,16,1,8,0,
587.17,25816664,326.099369,326.099373,0.005,0.015,C13 H16 N3 O7  ,13,16,3,7,0,
722.67,6192731,326.103417,326.103396,-0.021,-0.064,C18 H16 N O5   ,18,16,1,5,0,
738.78,6729310,326.106688,326.106767,0.079,0.242,C15 H20 N O5 S ,15,20,1,5,1,
552.45,26570350,326.124512,326.124526,0.014,0.042,C15 H20 N O7   ,15,20,1,7,0,
679.61,17428088,326.135711,326.135759,0.048,0.147,C14 H20 N3 O6  ,14,20,3,6,0,
649.21,6870681,326.172124,326.172144,0.020,0.062,C15 H24 N3 O5  ,15,24,3,5,0,
336.27,3919240,327.014681,327.014641,-0.040,-0.123,C16 H7 O8      ,16,7,0,8,0,
78.85,10903947,327.017994,327.018012,0.018,0.054,C13 H11 O8 S   ,13,11,0,8,1,
600.91,5443989,327.029294,327.029245,-0.049,-0.150,C12 H11 N2 O7 S,12,11,2,7,1,
576.07,8274345,327.051067,327.051026,-0.041,-0.125,C17 H11 O7     ,17,11,0,7,0,
368.18,54415788,327.054405,327.054397,-0.008,-0.024,C14 H15 O7 S   ,14,15,0,7,1,
640.93,14295477,327.065634,327.065631,-0.003,-0.010,C13 H15 N2 O6 S,13,15,2,6,1,
76.65,82989496,327.072132,327.072156,0.023,0.071,C14 H15 O9     ,14,15,0,9,0,
689.27,31347142,327.083358,327.083389,0.031,0.094,C13 H15 N2 O8  ,13,15,2,8,0,
709.48,3697095,327.085246,327.084910,-0.337,-1.029,C22 H15 O S    ,22,15,0,1,1,
338.12,15303113,327.087394,327.087412,0.018,0.054,C18 H15 O6     ,18,15,0,6,0,
630.81,45027788,327.090768,327.090783,0.015,0.044,C15 H19 O6 S   ,15,19,0,6,1,
788.85,4232676,327.117851,327.117924,0.073,0.224,C26 H15        ,26,15,0,0,0,
621.52,45961700,327.119746,327.119775,0.028,0.086,C14 H19 N2 O7  ,14,19,2,7,0,
581.01,10228201,327.123748,327.123797,0.049,0.151,C19 H19 O5     ,19,19,0,5,0,
322.98,132305392,327.127146,327.127168,0.023,0.069,C16 H23 O5 S   ,16,23,0,5,1,
685.68,13750790,327.156160,327.156160,-0.000,-0.001,C15 H23 N2 O6  ,15,23,2,6,0,
290.07,72438288,327.163524,327.163554,0.030,0.093,C17 H27 O4 S   ,17,27,0,4,1,
18.83,27185692,327.181327,327.181312,-0.015,-0.046,C17 H27 O6     ,17,27,0,6,0,
28.23,15217213,327.217738,327.217698,-0.041,-0.124,C18 H31 O5     ,18,31,0,5,0,
311.31,6733059,328.013364,328.013261,-0.103,-0.313,C12 H10 N O8 S ,12,10,1,8,1,
705.59,3846433,328.046309,328.046275,-0.034,-0.104,C16 H10 N O7   ,16,10,1,7,0,
550.61,21624100,328.049648,328.049646,-0.001,-0.004,C13 H14 N O7 S ,13,14,1,7,1,
530.26,7165230,328.060921,328.060880,-0.041,-0.126,C12 H14 N3 O6 S,12,14,3,6,1,
670.64,19256628,328.067405,328.067405,-0.000,-0.001,C13 H14 N O9   ,13,14,1,9,0,
841.25,3670333,328.078643,328.078638,-0.005,-0.015,C12 H14 N3 O8  ,12,14,3,8,0,
656.94,3231551,328.080279,328.080159,-0.120,-0.367,C21 H14 N O S  ,21,14,1,1,1,
709.03,8629569,328.082632,328.082661,0.028,0.087,C17 H14 N O6   ,17,14,1,6,0,
664.44,22459716,328.086002,328.086032,0.029,0.090,C14 H18 N O6 S ,14,18,1,6,1,
641.86,6159694,328.097277,328.097265,-0.011,-0.035,C13 H18 N3 O5 S,13,18,3,5,1,
566.85,31667540,328.103806,328.103790,-0.015,-0.047,C14 H18 N O8   ,14,18,1,8,0,
778.21,3155292,328.113008,328.113173,0.165,0.504,C25 H14 N      ,25,14,1,0,0,
616.68,11343198,328.114978,328.115024,0.045,0.138,C13 H18 N3 O7  ,13,18,3,7,0,
714.08,4118879,328.116753,328.116544,-0.208,-0.635,C22 H18 N S    ,22,18,1,0,1,
708.81,6745442,328.119026,328.119046,0.020,0.062,C18 H18 N O5   ,18,18,1,5,0,
648.55,12604798,328.151373,328.151409,0.036,0.110,C14 H22 N3 O6  ,14,22,3,6,0,
709.93,3088770,328.155442,328.155432,-0.011,-0.032,C19 H22 N O4   ,19,22,1,4,0,
577.30,4014485,328.176613,328.176561,-0.051,-0.157,C16 H26 N O6   ,16,26,1,6,0,
318.85,7284849,328.997222,328.997276,0.054,0.165,C12 H9 O9 S    ,12,9,0,9,1,
504.44,6985871,329.030267,329.030291,0.024,0.073,C16 H9 O8      ,16,9,0,8,0,
91.95,25671826,329.033645,329.033662,0.017,0.050,C13 H13 O8 S   ,13,13,0,8,1,
262.86,6115483,329.043352,329.043045,-0.307,-0.932,C24 H9 S       ,24,9,0,0,1,
586.78,9312412,329.044891,329.044895,0.005,0.014,C12 H13 N2 O7 S,12,13,2,7,1,
589.33,9676975,329.066699,329.066676,-0.023,-0.070,C17 H13 O7     ,17,13,0,7,0,
318.86,84400304,329.070043,329.070047,0.005,0.015,C14 H17 O7 S   ,14,17,0,7,1,
514.37,16292028,329.081237,329.081281,0.044,0.133,C13 H17 N2 O6 S,13,17,2,6,1,
166.59,94984384,329.087780,329.087806,0.026,0.078,C14 H17 O9     ,14,17,0,9,0,
674.56,20347084,329.099064,329.099039,-0.025,-0.077,C13 H17 N2 O8  ,13,17,2,8,0,
122.01,24500432,329.103066,329.103062,-0.004,-0.012,C18 H17 O6     ,18,17,0,6,0,
574.45,42686676,329.106425,329.106433,0.007,0.023,C15 H21 O6 S   ,15,21,0,6,1,
660.77,19945690,329.114282,329.114295,0.013,0.039,C17 H17 N2 O5  ,17,17,2,5,0,
544.32,36100332,329.135421,329.135425,0.004,0.011,C14 H21 N2 O7  ,14,21,2,7,0,
467.11,16333040,329.139424,329.139447,0.023,0.070,C19 H21 O5     ,19,21,0,5,0,
630.03,16365811,329.142809,329.142818,0.009,0.028,C16 H25 O5 S   ,16,25,0,5,1,
715.01,7796986,329.150679,329.150681,0.001,0.004,C18 H21 N2 O4  ,18,21,2,4,0,
600.49,9234705,329.175819,329.175833,0.014,0.042,C20 H25 O4     ,20,25,0,4,0,
28.36,12552483,329.196986,329.196962,-0.024,-0.071,C17 H29 O6     ,17,29,0,6,0,
-1000.00,3982660,329.233424,329.233348,-0.076,-0.231,C18 H33 O5     ,18,33,0,5,0,
213.11,12004362,330.028960,330.028911,-0.049,-0.148,C12 H12 N O8 S ,12,12,1,8,1,
317.66,8635432,330.061952,330.061925,-0.026,-0.079,C16 H12 N O7   ,16,12,1,7,0,
74.87,24919082,330.065273,330.065296,0.023,0.071,C13 H16 N O7 S ,13,16,1,7,1,
666.96,4553781,330.076522,330.076530,0.008,0.025,C12 H16 N3 O6 S,12,16,3,6,1,
718.84,2926654,330.086290,330.086426,0.136,0.413,C10 H20 N O9 S ,10,20,1,9,1,
757.30,4314181,330.094296,330.094288,-0.008,-0.025,C12 H16 N3 O8  ,12,16,3,8,0,
624.66,16305224,330.098239,330.098311,0.072,0.218,C17 H16 N O6   ,17,16,1,6,0,
724.45,3047518,330.122609,330.122811,0.202,0.613,C11 H24 N O8 S ,11,24,1,8,1,
785.57,5010533,330.130661,330.130674,0.012,0.037,C13 H20 N3 O7  ,13,20,3,7,0,
627.51,9657449,330.134667,330.134696,0.030,0.090,C18 H20 N O5   ,18,20,1,5,0,
689.07,3371164,330.192153,330.192211,0.058,0.175,C16 H28 N O6   ,16,28,1,6,0,
178.90,10669945,331.012895,331.012927,0.031,0.094,C12 H11 O9 S   ,12,11,0,9,1,
702.55,4023175,331.028263,331.028183,-0.080,-0.243,C16 H11 O6 S   ,16,11,0,6,1,
289.36,13041559,331.045916,331.045941,0.025,0.077,C16 H11 O8     ,16,11,0,8,0,
123.88,26107802,331.049322,331.049312,-0.010,-0.030,C13 H15 O8 S   ,13,15,0,8,1,
732.24,5300129,331.057157,331.057174,0.017,0.052,C15 H11 N2 O7  ,15,11,2,7,0,
203.14,11526052,331.060490,331.060545,0.055,0.167,C12 H15 N2 O7 S,12,15,2,7,1,
772.35,4738996,331.078272,331.078304,0.032,0.095,C12 H15 N2 O9  ,12,15,2,9,0,
150.18,22134712,331.082306,331.082326,0.020,0.060,C17 H15 O7     ,17,15,0,7,0,
562.33,27705274,331.085647,331.085698,0.050,0.152,C14 H19 O7 S   ,14,19,0,7,1,
582.08,9246660,331.096895,331.096931,0.036,0.109,C13 H19 N2 O6 S,13,19,2,6,1,
33.40,53911500,331.103475,331.103456,-0.019,-0.057,C14 H19 O9     ,14,19,0,9,0,
580.34,16834516,331.114693,331.114689,-0.004,-0.011,C13 H19 N2 O8  ,13,19,2,8,0,
69.70,27271128,331.118679,331.118712,0.033,0.100,C18 H19 O6     ,18,19,0,6,0,
524.93,23961562,331.122017,331.122083,0.066,0.200,C15 H23 O6 S   ,15,23,0,6,1,
319.18,23994338,331.129925,331.129945,0.020,0.060,C17 H19 N2 O5  ,17,19,2,5,0,
91.51,62660596,331.151084,331.151075,-0.010,-0.029,C14 H23 N2 O7  ,14,23,2,7,0,
233.98,25518072,331.155099,331.155097,-0.001,-0.005,C19 H23 O5     ,19,23,0,5,0,
718.91,8337411,331.166268,331.166331,0.063,0.190,C18 H23 N2 O4  ,18,23,2,4,0,
303.67,12865547,331.176216,331.176227,0.011,0.033,C16 H27 O7     ,16,27,0,7,0,
136.72,19644440,331.191505,331.191483,-0.022,-0.066,C20 H27 O4     ,20,27,0,4,0,
-1000.00,4021292,331.212484,331.212612,0.128,0.387,C17 H31 O6     ,17,31,0,6,0,
595.73,6224627,332.008261,332.008175,-0.086,-0.259,C11 H10 N O9 S ,11,10,1,9,1,
558.13,6554385,332.041158,332.041190,0.032,0.096,C15 H10 N O8   ,15,10,1,8,0,
231.76,16585491,332.044576,332.044561,-0.015,-0.045,C12 H14 N O8 S ,12,14,1,8,1,
210.98,19694384,332.077544,332.077575,0.031,0.093,C16 H14 N O7   ,16,14,1,7,0,
241.12,14365492,332.080907,332.080946,0.040,0.120,C13 H18 N O7 S ,13,18,1,7,1,
841.71,6122306,332.096174,332.096203,0.029,0.087,C17 H18 N O4 S ,17,18,1,4,1,
692.33,14164804,332.098723,332.098705,-0.018,-0.054,C13 H18 N O9   ,13,18,1,9,0,
653.94,4559687,332.101867,332.102076,0.209,0.630,C10 H22 N O9 S ,10,22,1,9,1,
125.31,24281938,332.113941,332.113961,0.020,0.059,C17 H18 N O6   ,17,18,1,6,0,
426.21,25912164,332.135111,332.135090,-0.021,-0.063,C14 H22 N O8   ,14,22,1,8,0,
731.01,8698738,332.150383,332.150346,-0.037,-0.111,C18 H22 N O5   ,18,22,1,5,0,
674.38,6318972,332.161454,332.161580,0.126,0.380,C17 H22 N3 O4  ,17,22,3,4,0,
541.94,8777344,333.025216,333.025205,-0.011,-0.032,C15 H9 O9      ,15,9,0,9,0,
377.03,13342339,333.028563,333.028577,0.014,0.041,C12 H13 O9 S   ,12,13,0,9,1,
745.71,3448458,333.036429,333.036439,0.009,0.028,C14 H9 N2 O8   ,14,9,2,8,0,
409.24,6180492,333.038301,333.037959,-0.341,-1.025,C23 H9 O S     ,23,9,0,1,1,
122.25,26314400,333.061598,333.061591,-0.007,-0.022,C16 H13 O8     ,16,13,0,8,0,
157.41,21710500,333.064954,333.064962,0.008,0.025,C13 H17 O8 S   ,13,17,0,8,1,
688.28,15885994,333.072781,333.072824,0.043,0.130,C15 H13 N2 O7  ,15,13,2,7,0,
278.27,14304940,333.074650,333.074345,-0.305,-0.916,C24 H13 S      ,24,13,0,0,1,
612.07,7691950,333.076051,333.076195,0.144,0.433,C12 H17 N2 O7 S,12,17,2,7,1,
573.65,29984436,333.082700,333.082720,0.020,0.061,C13 H17 O10    ,13,17,0,10,0,
77.15,40576704,333.097997,333.097976,-0.020,-0.061,C17 H17 O7     ,17,17,0,7,0,
378.55,26330820,333.101343,333.101348,0.004,0.013,C14 H21 O7 S   ,14,21,0,7,1,
252.17,37594828,333.109184,333.109210,0.026,0.079,C16 H17 N2 O6  ,16,17,2,6,0,
607.33,6672093,333.128748,333.128489,-0.259,-0.777,C25 H17 O      ,25,17,0,1,0,
658.90,7853790,333.130345,333.130339,-0.006,-0.017,C13 H21 N2 O8  ,13,21,2,8,0,
64.62,46474976,333.134383,333.134362,-0.021,-0.063,C18 H21 O6     ,18,21,0,6,0,
143.31,20670188,333.145595,333.145595,0.000,0.001,C17 H21 N2 O5  ,17,21,2,5,0,
283.54,34703108,333.170742,333.170747,0.005,0.015,C19 H25 O5     ,19,25,0,5,0,
18.52,19638050,333.207087,333.207133,0.046,0.138,C20 H29 O4     ,20,29,0,4,0,
