mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
-1000.00,7676501,475.051764,475.051814,0.051,0.106,C21 H15 O13    ,21,15,0,13,0,
643.83,7676501,475.051764,475.051301,-0.463,-0.974,C34 H7 N2 O2   ,34,7,2,2,0,
585.90,5624407,475.055190,475.055185,-0.004,-0.009,C18 H19 O13 S  ,18,19,0,13,1,
590.74,5624407,475.055190,475.054672,-0.517,-1.089,C31 H11 N2 O2 S,31,11,2,2,1,
683.09,5624407,475.055190,475.055324,0.134,0.282,C39 H7         ,39,7,0,0,0,
97.90,20738666,475.088225,475.088200,-0.025,-0.053,C22 H19 O12    ,22,19,0,12,0,
236.56,14418540,475.091508,475.091058,-0.450,-0.948,C32 H15 N2 O S ,32,15,2,1,1,
282.46,14418540,475.091508,475.091571,0.063,0.132,C19 H23 O12 S  ,19,23,0,12,1,
485.80,18010742,475.109194,475.108816,-0.378,-0.795,C32 H15 N2 O3  ,32,15,2,3,0,
505.87,18010742,475.109194,475.109329,0.135,0.284,C19 H23 O14    ,19,23,0,14,0,
675.44,6185593,475.111735,475.112187,0.452,0.952,C29 H19 N2 O3 S,29,19,2,3,1,
66.41,28086912,475.124576,475.124585,0.009,0.019,C23 H23 O11    ,23,23,0,11,0,
98.82,28086912,475.124576,475.124072,-0.504,-1.061,C36 H15 N2     ,36,15,2,0,0,
427.86,13058690,475.127684,475.127443,-0.241,-0.506,C33 H19 N2 S   ,33,19,2,0,1,
484.11,13058690,475.127684,475.127956,0.272,0.573,C20 H27 O11 S  ,20,27,0,11,1,
135.84,34149016,475.161025,475.160971,-0.054,-0.114,C24 H27 O10    ,24,27,0,10,0,
483.86,9323160,475.163966,475.164342,0.376,0.791,C21 H31 O10 S  ,21,31,0,10,1,
105.65,29078188,475.197417,475.197356,-0.060,-0.127,C25 H31 O9     ,25,31,0,9,0,
514.00,7152306,475.208239,475.208590,0.350,0.737,C24 H31 N2 O8  ,24,31,2,8,0,
468.25,19387074,475.233728,475.233742,0.013,0.028,C26 H35 O8     ,26,35,0,8,0,
370.85,11514583,475.270205,475.270127,-0.078,-0.164,C27 H39 O7     ,27,39,0,7,0,
263.34,9409723,476.083352,476.082936,-0.417,-0.875,C34 H10 N3 O   ,34,10,3,1,0,
328.21,9409723,476.083352,476.083449,0.096,0.202,C21 H18 N O12  ,21,18,1,12,0,
105.97,14370001,476.119781,476.119321,-0.460,-0.965,C35 H14 N3     ,35,14,3,0,0,
165.14,14370001,476.119781,476.119834,0.053,0.112,C22 H22 N O11  ,22,22,1,11,0,
660.83,4723923,476.123232,476.123205,-0.027,-0.056,C19 H26 N O11 S,19,26,1,11,1,
98.80,20608216,476.130981,476.131067,0.087,0.182,C21 H22 N3 O10 ,21,22,3,10,0,
436.37,16221421,476.167489,476.167453,-0.036,-0.075,C22 H26 N3 O9  ,22,26,3,9,0,
625.44,5633267,476.177100,476.176836,-0.264,-0.555,C33 H22 N3 O   ,33,22,3,1,0,
665.36,5633267,476.177100,476.177349,0.249,0.522,C20 H30 N O12  ,20,30,1,12,0,
557.71,3458809,476.188424,476.188582,0.158,0.332,C19 H30 N3 O11 ,19,30,3,11,0,
429.76,10081532,476.192677,476.192605,-0.072,-0.151,C24 H30 N O9   ,24,30,1,9,0,
625.54,7879939,476.203913,476.203839,-0.074,-0.156,C23 H30 N3 O8  ,23,30,3,8,0,
-1000.00,5005035,477.030970,477.031079,0.108,0.227,C20 H13 O14    ,20,13,0,14,0,
625.68,5005035,477.030970,477.030566,-0.405,-0.848,C33 H5 N2 O3   ,33,5,2,3,0,
179.21,14907136,477.067463,477.067464,0.001,0.002,C21 H17 O13    ,21,17,0,13,0,
625.18,14907136,477.067463,477.066951,-0.512,-1.073,C34 H9 N2 O2   ,34,9,2,2,0,
621.33,6846210,477.070499,477.070322,-0.177,-0.371,C31 H13 N2 O2 S,31,13,2,2,1,
624.44,6846210,477.070499,477.070835,0.336,0.705,C18 H21 O13 S  ,18,21,0,13,1,
710.17,6846210,477.070499,477.070974,0.475,0.995,C39 H9         ,39,9,0,0,0,
520.72,5359368,477.080389,477.080218,-0.170,-0.357,C29 H17 O5 S   ,29,17,0,5,1,
91.63,31667990,477.103893,477.103850,-0.043,-0.091,C22 H21 O12    ,22,21,0,12,0,
381.91,12588823,477.107040,477.106708,-0.332,-0.696,C32 H17 N2 O S ,32,17,2,1,1,
431.82,12588823,477.107040,477.107221,0.181,0.379,C19 H25 O12 S  ,19,25,0,12,1,
635.74,3475225,477.109434,477.109210,-0.224,-0.469,C28 H17 N2 O6  ,28,17,2,6,0,
690.87,3475225,477.109434,477.109723,0.289,0.606,C15 H25 O17    ,15,25,0,17,0,
48.84,42178348,477.140252,477.140235,-0.017,-0.035,C23 H25 O11    ,23,25,0,11,0,
415.36,10237741,477.143168,477.143093,-0.074,-0.156,C33 H21 N2 S   ,33,21,2,0,1,
474.96,10237741,477.143168,477.143606,0.439,0.919,C20 H29 O11 S  ,20,29,0,11,1,
341.88,15832882,477.151514,477.151469,-0.045,-0.094,C22 H25 N2 O10 ,22,25,2,10,0,
53.12,42489664,477.176613,477.176621,0.007,0.015,C24 H29 O10    ,24,29,0,10,0,
578.28,7771975,477.187923,477.187854,-0.069,-0.144,C23 H29 N2 O9  ,23,29,2,9,0,
51.65,33249110,477.213028,477.213006,-0.022,-0.046,C25 H33 O9     ,25,33,0,9,0,
338.37,12024157,478.099122,478.099099,-0.023,-0.049,C21 H20 N O12  ,21,20,1,12,0,
757.76,4606815,478.102491,478.102470,-0.021,-0.044,C18 H24 N O12 S,18,24,1,12,1,
580.32,5521774,478.129192,478.129611,0.419,0.876,C29 H20 N O6   ,29,20,1,6,0,
605.36,5521774,478.129192,478.128959,-0.233,-0.487,C21 H24 N3 O8 S,21,24,3,8,1,
190.95,17193330,478.135549,478.135484,-0.065,-0.136,C22 H24 N O11  ,22,24,1,11,0,
563.66,16759161,478.146748,478.146718,-0.030,-0.063,C21 H24 N3 O10 ,21,24,3,10,0,
611.64,4033922,478.162145,478.161974,-0.171,-0.358,C25 H24 N3 O7  ,25,24,3,7,0,
536.79,10955150,478.183136,478.183103,-0.033,-0.068,C22 H28 N3 O9  ,22,28,3,9,0,
590.08,5490083,478.219497,478.219489,-0.008,-0.017,C23 H32 N3 O8  ,23,32,3,8,0,
386.13,4016562,478.244802,478.244641,-0.161,-0.336,C25 H36 N O8   ,25,36,1,8,0,
189.39,24582976,478.928626,478.928189,-0.437,-0.913,C6 H7 O25      ,6,7,0,25,0,
316.23,8457092,479.046773,479.046729,-0.044,-0.092,C20 H15 O14    ,20,15,0,14,0,
112.48,30464920,479.083107,479.083114,0.007,0.014,C21 H19 O13    ,21,19,0,13,0,
135.00,30464920,479.083107,479.082601,-0.506,-1.056,C34 H11 N2 O2  ,34,11,2,2,0,
591.58,8598426,479.085932,479.085972,0.040,0.083,C31 H15 N2 O2 S,31,15,2,2,1,
736.71,9116575,479.094259,479.094348,0.089,0.186,C20 H19 N2 O12 ,20,19,2,12,0,
52.30,55204780,479.119501,479.119500,-0.002,-0.003,C22 H23 O12    ,22,23,0,12,0,
104.89,55204780,479.119501,479.118987,-0.515,-1.074,C35 H15 N2 O   ,35,15,2,1,0,
645.49,10128303,479.122018,479.122358,0.340,0.709,C32 H19 N2 O S ,32,19,2,1,1,
250.98,19430324,479.130726,479.130733,0.008,0.016,C21 H23 N2 O11 ,21,23,2,11,0,
62.39,59874244,479.155930,479.155885,-0.044,-0.093,C23 H27 O11    ,23,27,0,11,0,
261.05,16178121,479.167195,479.167119,-0.076,-0.158,C22 H27 N2 O10 ,22,27,2,10,0,
663.23,5780430,479.174310,479.174513,0.202,0.422,C24 H31 O8 S   ,24,31,0,8,1,
625.25,5344214,479.188725,479.188248,-0.477,-0.995,C19 H31 N2 O12 ,19,31,2,12,0,
90.28,49421272,479.192286,479.192271,-0.015,-0.031,C24 H31 O10    ,24,31,0,10,0,
88.14,28441580,479.228657,479.228656,-0.001,-0.002,C25 H35 O9     ,25,35,0,9,0,
224.69,14052354,479.265049,479.265042,-0.007,-0.015,C26 H39 O8     ,26,39,0,8,0,
-1000.00,4977687,479.301622,479.301427,-0.195,-0.407,C27 H43 O7     ,27,43,0,7,0,
571.69,3612109,480.060819,480.060605,-0.214,-0.445,C20 H18 N O11 S,20,18,1,11,1,
562.83,4042195,480.071915,480.071838,-0.077,-0.161,C19 H18 N3 O10 S,19,18,3,10,1,
447.58,8420823,480.078274,480.077850,-0.424,-0.882,C33 H10 N3 O2  ,33,10,3,2,0,
523.55,8420823,480.078274,480.078363,0.090,0.186,C20 H18 N O13  ,20,18,1,13,0,
277.97,16686572,480.114781,480.114749,-0.032,-0.067,C21 H22 N O12  ,21,22,1,12,0,
793.29,3528174,480.118418,480.118120,-0.298,-0.621,C18 H26 N O12 S,18,26,1,12,1,
672.13,11910642,480.126148,480.125982,-0.165,-0.344,C20 H22 N3 O11 ,20,22,3,11,0,
634.54,3793405,480.144434,480.144609,0.175,0.365,C21 H26 N3 O8 S,21,26,3,8,1,
307.48,17202688,480.151096,480.150621,-0.475,-0.989,C35 H18 N3     ,35,18,3,0,0,
352.73,17202688,480.151096,480.151134,0.038,0.079,C22 H26 N O11  ,22,26,1,11,0,
266.92,13274631,480.162367,480.162368,0.000,0.000,C21 H26 N3 O10 ,21,26,3,10,0,
496.82,6596112,480.177671,480.177624,-0.047,-0.098,C25 H26 N3 O7  ,25,26,3,7,0,
707.22,5662236,480.198710,480.198753,0.043,0.090,C22 H30 N3 O9  ,22,30,3,9,0,
538.41,8830499,480.211935,480.211507,-0.428,-0.891,C30 H30 N3 O S ,30,30,3,1,1,
419.65,6684203,480.223971,480.223905,-0.066,-0.137,C24 H34 N O9   ,24,34,1,9,0,
218.26,18808842,481.062320,481.062379,0.059,0.122,C20 H17 O14    ,20,17,0,14,0,
222.70,18808842,481.062320,481.061866,-0.455,-0.945,C33 H9 N2 O3   ,33,9,2,3,0,
62.03,50192416,481.098781,481.098764,-0.016,-0.034,C21 H21 O13    ,21,21,0,13,0,
582.10,8699936,481.101354,481.101622,0.268,0.558,C31 H17 N2 O2 S,31,17,2,2,1,
732.38,12492837,481.110072,481.109998,-0.074,-0.154,C20 H21 N2 O12 ,20,21,2,12,0,
52.59,72556592,481.135170,481.135150,-0.021,-0.043,C22 H25 O12    ,22,25,0,12,0,
315.91,16334905,481.146415,481.146383,-0.032,-0.067,C21 H25 N2 O11 ,21,25,2,11,0,
93.53,59449416,481.171498,481.171535,0.037,0.077,C23 H29 O11    ,23,29,0,11,0,
109.55,59449416,481.171498,481.171022,-0.476,-0.989,C36 H21 N2     ,36,21,2,0,0,
574.14,8073294,481.182703,481.182769,0.066,0.137,C22 H29 N2 O10 ,22,29,2,10,0,
634.77,6914130,481.189875,481.190163,0.288,0.598,C24 H33 O8 S   ,24,33,0,8,1,
144.20,37412956,481.207892,481.207921,0.029,0.060,C24 H33 O10    ,24,33,0,10,0,
151.37,18538610,481.244449,481.244306,-0.142,-0.295,C25 H37 O9     ,25,37,0,9,0,
484.01,3596853,482.039822,482.039870,0.048,0.099,C19 H16 N O12 S,19,16,1,12,1,
540.18,3596853,482.039822,482.039356,-0.465,-0.965,C32 H8 N3 O S  ,32,8,3,1,1,
596.44,3701311,482.057925,482.057628,-0.298,-0.617,C19 H16 N O14  ,19,16,1,14,0,
692.11,4305481,482.076327,482.076255,-0.072,-0.149,C20 H20 N O11 S,20,20,1,11,1,
321.75,12771923,482.093972,482.093500,-0.472,-0.979,C33 H12 N3 O2  ,33,12,3,2,0,
578.95,12771923,482.093972,482.094013,0.041,0.085,C20 H20 N O13  ,20,20,1,13,0,
697.75,4122204,482.109344,482.109269,-0.075,-0.155,C24 H20 N O10  ,24,20,1,10,0,
576.52,5601892,482.123989,482.123874,-0.115,-0.239,C20 H24 N3 O9 S,20,24,3,9,1,
336.73,17760872,482.130377,482.129886,-0.491,-1.019,C34 H16 N3 O   ,34,16,3,1,0,
391.38,17760872,482.130377,482.130399,0.022,0.046,C21 H24 N O12  ,21,24,1,12,0,
621.52,10789486,482.141629,482.141632,0.003,0.006,C20 H24 N3 O11 ,20,24,3,11,0,
668.23,3455096,482.160229,482.160259,0.030,0.063,C21 H28 N3 O8 S,21,28,3,8,1,
512.96,13795964,482.166742,482.166271,-0.471,-0.976,C35 H20 N3     ,35,20,3,0,0,
567.23,13795964,482.166742,482.166784,0.042,0.088,C22 H28 N O11  ,22,28,1,11,0,
493.40,9648771,482.178067,482.178018,-0.049,-0.103,C21 H28 N3 O10 ,21,28,3,10,0,
247.97,10642059,482.193386,482.193274,-0.112,-0.233,C25 H28 N3 O7  ,25,28,3,7,0,
678.28,8479377,482.203114,482.203170,0.056,0.116,C23 H32 N O10  ,23,32,1,10,0,
474.21,3681957,482.239649,482.239555,-0.093,-0.193,C24 H36 N O9   ,24,36,1,9,0,
-1000.00,3396633,482.899894,482.899472,-0.422,-0.873,C12 H3 O19 S   ,12,3,0,19,1,
-1000.00,3382366,483.023978,483.023885,-0.093,-0.193,C19 H15 O13 S  ,19,15,0,13,1,
622.47,3382366,483.023978,483.024024,0.045,0.094,C40 H3         ,40,3,0,0,0,
393.50,8119400,483.041549,483.041643,0.094,0.195,C19 H15 O15    ,19,15,0,15,0,
624.78,8119400,483.041549,483.041130,-0.419,-0.867,C32 H7 N2 O4   ,32,7,2,4,0,
85.19,34120828,483.078014,483.078029,0.015,0.031,C20 H19 O14    ,20,19,0,14,0,
108.72,34120828,483.078014,483.077516,-0.498,-1.031,C33 H11 N2 O3  ,33,11,2,3,0,
616.27,5915774,483.080405,483.080887,0.482,0.998,C30 H15 N2 O3 S,30,15,2,3,1,
522.68,6163589,483.093252,483.092772,-0.480,-0.993,C37 H11 N2     ,37,11,2,0,0,
591.76,6163589,483.093252,483.093285,0.033,0.069,C24 H19 O11    ,24,19,0,11,0,
79.24,63218832,483.114464,483.114414,-0.050,-0.103,C21 H23 O13    ,21,23,0,13,0,
667.33,8340627,483.116820,483.117272,0.453,0.937,C31 H19 N2 O2 S,31,19,2,2,1,
725.26,11183255,483.125637,483.125648,0.011,0.023,C20 H23 N2 O12 ,20,23,2,12,0,
639.04,7574682,483.130100,483.129671,-0.430,-0.889,C25 H23 O10    ,25,23,0,10,0,
278.10,12891293,483.135508,483.135031,-0.477,-0.988,C31 H19 N2 O4  ,31,19,2,4,0,
295.46,12891293,483.135508,483.135544,0.036,0.074,C18 H27 O15    ,18,27,0,15,0,
101.31,64824484,483.150769,483.150800,0.030,0.063,C22 H27 O12    ,22,27,0,12,0,
120.22,64824484,483.150769,483.150287,-0.483,-0.999,C35 H19 N2 O   ,35,19,2,1,0,
569.78,9929900,483.162245,483.162033,-0.212,-0.439,C21 H27 N2 O11 ,21,27,2,11,0,
516.13,7873710,483.166138,483.166056,-0.082,-0.169,C26 H27 O9     ,26,27,0,9,0,
146.97,41624760,483.187092,483.186672,-0.420,-0.868,C36 H23 N2     ,36,23,2,0,0,
153.97,41624760,483.187092,483.187185,0.093,0.193,C23 H31 O11    ,23,31,0,11,0,
520.10,6743235,483.202577,483.202442,-0.136,-0.281,C27 H31 O8     ,27,31,0,8,0,
579.19,8852676,483.205696,483.205813,0.117,0.242,C24 H35 O8 S   ,24,35,0,8,1,
186.02,23078094,483.223625,483.223571,-0.054,-0.112,C24 H35 O10    ,24,35,0,10,0,
611.88,5762263,483.238886,483.238827,-0.059,-0.122,C28 H35 O7     ,28,35,0,7,0,
301.77,9032931,483.260060,483.259956,-0.104,-0.215,C25 H39 O9     ,25,39,0,9,0,
512.93,5779103,484.055574,484.055520,-0.054,-0.112,C19 H18 N O12 S,19,18,1,12,1,
514.53,4994728,484.073067,484.072765,-0.303,-0.625,C32 H10 N3 O3  ,32,10,3,3,0,
580.62,4994728,484.073067,484.073278,0.210,0.435,C19 H18 N O14  ,19,18,1,14,0,
625.31,4994728,484.073067,484.072626,-0.441,-0.912,C11 H22 N3 O16 S,11,22,3,16,1,
633.56,6235827,484.091696,484.091392,-0.303,-0.627,C33 H14 N3 S   ,33,14,3,0,1,
669.63,6235827,484.091696,484.091905,0.210,0.433,C20 H22 N O11 S,20,22,1,11,1,
435.86,14288572,484.109583,484.109150,-0.433,-0.894,C33 H14 N3 O2  ,33,14,3,2,0,
499.29,14288572,484.109583,484.109663,0.080,0.166,C20 H22 N O13  ,20,22,1,13,0,
669.27,6278853,484.125094,484.124919,-0.175,-0.361,C24 H22 N O10  ,24,22,1,10,0,
569.68,15206097,484.145968,484.145536,-0.433,-0.894,C34 H18 N3 O   ,34,18,3,1,0,
625.88,15206097,484.145968,484.146049,0.080,0.166,C21 H26 N O12  ,21,26,1,12,0,
590.67,13645527,484.157282,484.157282,0.000,0.000,C20 H26 N3 O11 ,20,26,3,11,0,
664.94,5294297,484.161204,484.161305,0.101,0.209,C25 H26 N O9   ,25,26,1,9,0,
587.59,9520869,484.182441,484.181921,-0.520,-1.073,C35 H22 N3     ,35,22,3,0,0,
636.12,9520869,484.182441,484.182434,-0.006,-0.013,C22 H30 N O11  ,22,30,1,11,0,
268.63,9799412,484.208956,484.208924,-0.032,-0.067,C25 H30 N3 O7  ,25,30,3,7,0,
662.50,5633785,484.218569,484.218820,0.251,0.519,C23 H34 N O10  ,23,34,1,10,0,
103.62,13637833,485.057180,485.056780,-0.400,-0.825,C32 H9 N2 O4   ,32,9,2,4,0,
138.76,13637833,485.057180,485.057293,0.113,0.233,C19 H17 O15    ,19,17,0,15,0,
619.19,7506130,485.072540,485.072036,-0.504,-1.038,C36 H9 N2 O    ,36,9,2,1,0,
635.90,7506130,485.072540,485.072550,0.010,0.020,C23 H17 O12    ,23,17,0,12,0,
608.75,10107091,485.075835,485.075408,-0.428,-0.882,C33 H13 N2 O S ,33,13,2,1,1,
616.24,10107091,485.075835,485.075921,0.085,0.176,C20 H21 O12 S  ,20,21,0,12,1,
108.88,40544476,485.093659,485.093679,0.020,0.041,C20 H21 O14    ,20,21,0,14,0,
118.74,40544476,485.093659,485.093166,-0.493,-1.017,C33 H13 N2 O3  ,33,13,2,3,0,
395.13,11479269,485.109149,485.108935,-0.214,-0.441,C24 H21 O11    ,24,21,0,11,0,
145.49,51914992,485.130078,485.130064,-0.014,-0.029,C21 H25 O13    ,21,25,0,13,0,
154.74,51914992,485.130078,485.129551,-0.527,-1.086,C34 H17 N2 O2  ,34,17,2,2,0,
660.88,8866034,485.132413,485.132923,0.510,1.051,C31 H21 N2 O2 S,31,21,2,2,1,
499.16,11831545,485.145479,485.145321,-0.159,-0.328,C25 H25 O10    ,25,25,0,10,0,
167.75,42559748,485.166396,485.166450,0.054,0.111,C22 H29 O12    ,22,29,0,12,0,
170.64,42559748,485.166396,485.165937,-0.459,-0.947,C35 H21 N2 O   ,35,21,2,1,0,
464.17,13601037,485.181765,485.181706,-0.059,-0.121,C26 H29 O9     ,26,29,0,9,0,
240.08,22194456,485.202705,485.202322,-0.383,-0.789,C36 H25 N2     ,36,25,2,0,0,
256.85,22194456,485.202705,485.202835,0.130,0.268,C23 H33 O11    ,23,33,0,11,0,
211.59,10402081,485.218118,485.218092,-0.026,-0.054,C27 H33 O8     ,27,33,0,8,0,
600.56,6541603,485.221059,485.221463,0.404,0.833,C24 H37 O8 S   ,24,37,0,8,1,
392.69,8767789,485.239197,485.239221,0.024,0.050,C24 H37 O10    ,24,37,0,10,0,
272.09,7457078,485.254569,485.254477,-0.092,-0.189,C28 H37 O7     ,28,37,0,7,0,
492.18,6959860,486.067804,486.067285,-0.519,-1.067,C35 H8 N3 O    ,35,8,3,1,0,
556.72,6959860,486.067804,486.067799,-0.006,-0.012,C22 H16 N O12  ,22,16,1,12,0,
469.89,5831414,486.071147,486.070657,-0.490,-1.008,C32 H12 N3 O S ,32,12,3,1,1,
522.42,5831414,486.071147,486.071170,0.023,0.047,C19 H20 N O12 S,19,20,1,12,1,
580.10,6777599,486.089050,486.088928,-0.122,-0.252,C19 H20 N O14  ,19,20,1,14,0,
558.68,8176392,486.104155,486.103671,-0.484,-0.996,C36 H12 N3     ,36,12,3,0,0,
615.23,8176392,486.104155,486.104184,0.029,0.060,C23 H20 N O11  ,23,20,1,11,0,
695.58,5763849,486.107427,486.107042,-0.385,-0.791,C33 H16 N3 S   ,33,16,3,0,1,
735.73,5763849,486.107427,486.107555,0.128,0.264,C20 H24 N O11 S,20,24,1,11,1,
656.67,11696915,486.125115,486.124800,-0.315,-0.648,C33 H16 N3 O2  ,33,16,3,2,0,
719.20,11696915,486.125115,486.125313,0.198,0.408,C20 H24 N O13  ,20,24,1,13,0,
766.87,11696915,486.125115,486.124662,-0.453,-0.933,C12 H28 N3 O15 S,12,28,3,15,1,
414.87,8950555,486.140459,486.140570,0.111,0.227,C24 H24 N O10  ,24,24,1,10,0,
705.75,5376797,486.144088,486.143941,-0.147,-0.302,C21 H28 N O10 S,21,28,1,10,1,
605.57,6519597,486.172876,486.172932,0.057,0.117,C20 H28 N3 O11 ,20,28,3,11,0,
586.47,6290223,486.177085,486.176955,-0.130,-0.267,C25 H28 N O9   ,25,28,1,9,0,
610.44,6581051,486.197958,486.197571,-0.387,-0.795,C35 H24 N3     ,35,24,3,0,0,
650.98,6581051,486.197958,486.198084,0.126,0.260,C22 H32 N O11  ,22,32,1,11,0,
618.88,3753793,486.209427,486.209318,-0.109,-0.224,C21 H32 N3 O10 ,21,32,3,10,0,
667.17,3224398,486.234213,486.234470,0.257,0.528,C23 H36 N O10  ,23,36,1,10,0,
640.61,5391627,487.051875,487.051814,-0.060,-0.124,C22 H15 O13    ,22,15,0,13,0,
529.47,6135053,487.055213,487.055185,-0.028,-0.057,C19 H19 O13 S  ,19,19,0,13,1,
578.56,6135053,487.055213,487.055324,0.111,0.227,C40 H7         ,40,7,0,0,0,
234.17,15756566,487.072872,487.072430,-0.442,-0.907,C32 H11 N2 O4  ,32,11,2,4,0,
242.25,15756566,487.072872,487.072943,0.072,0.147,C19 H19 O15    ,19,19,0,15,0,
203.19,11320607,487.088259,487.088200,-0.059,-0.121,C23 H19 O12    ,23,19,0,12,0,
503.47,11091232,487.091483,487.091058,-0.426,-0.874,C33 H15 N2 O S ,33,15,2,1,1,
519.76,11091232,487.091483,487.091571,0.087,0.179,C20 H23 O12 S  ,20,23,0,12,1,
196.02,31108394,487.109278,487.108816,-0.462,-0.949,C33 H15 N2 O3  ,33,15,2,3,0,
197.46,31108394,487.109278,487.109329,0.051,0.104,C20 H23 O14    ,20,23,0,14,0,
365.43,15797554,487.124670,487.124585,-0.085,-0.174,C24 H23 O11    ,24,23,0,11,0,
548.91,12741940,487.127861,487.127443,-0.418,-0.858,C34 H19 N2 S   ,34,19,2,0,1,
582.86,12741940,487.127861,487.127956,0.095,0.196,C21 H27 O11 S  ,21,27,0,11,1,
229.21,29633854,487.145657,487.145201,-0.455,-0.935,C34 H19 N2 O2  ,34,19,2,2,0,
242.33,29633854,487.145657,487.145715,0.058,0.118,C21 H27 O13    ,21,27,0,13,0,
136.82,20884806,487.161052,487.160971,-0.081,-0.166,C25 H27 O10    ,25,27,0,10,0,
501.17,15756616,487.164283,487.164342,0.059,0.121,C22 H31 O10 S  ,22,31,0,10,1,
659.75,4588875,487.169167,487.169702,0.535,1.098,C28 H27 N2 O4 S,28,27,2,4,1,
251.00,18738514,487.181955,487.181587,-0.368,-0.756,C35 H23 N2 O   ,35,23,2,1,0,
270.53,18738514,487.181955,487.182100,0.145,0.297,C22 H31 O12    ,22,31,0,12,0,
149.35,19787098,487.197393,487.197356,-0.036,-0.075,C26 H31 O9     ,26,31,0,9,0,
529.14,7109980,487.200492,487.200727,0.235,0.482,C23 H35 O9 S   ,23,35,0,9,1,
419.48,7712101,487.218264,487.217972,-0.291,-0.598,C36 H27 N2     ,36,27,2,0,0,
456.88,7712101,487.218264,487.218486,0.222,0.455,C23 H35 O11    ,23,35,0,11,0,
560.66,14171501,487.233809,487.233742,-0.067,-0.138,C27 H35 O8     ,27,35,0,8,0,
640.24,3787119,487.237049,487.237113,0.063,0.130,C24 H39 O8 S   ,24,39,0,8,1,
429.44,9600385,487.270246,487.270127,-0.119,-0.244,C28 H39 O7     ,28,39,0,7,0,
633.68,7413560,488.083424,488.082936,-0.488,-1.000,C35 H10 N3 O   ,35,10,3,1,0,
697.75,7413560,488.083424,488.083449,0.025,0.051,C22 H18 N O12  ,22,18,1,12,0,
642.87,4077369,488.086549,488.086307,-0.243,-0.497,C32 H14 N3 O S ,32,14,3,1,1,
689.49,4077369,488.086549,488.086820,0.270,0.554,C19 H22 N O12 S,19,22,1,12,1,
599.70,6184771,488.104320,488.104578,0.258,0.529,C19 H22 N O14  ,19,22,1,14,0,
611.73,6184771,488.104320,488.104065,-0.255,-0.522,C32 H14 N3 O3  ,32,14,3,3,0,
697.49,6184771,488.104320,488.103926,-0.393,-0.806,C11 H26 N3 O16 S,11,26,3,16,1,
572.92,4822861,488.123124,488.122692,-0.432,-0.884,C33 H18 N3 S   ,33,18,3,0,1,
624.42,4822861,488.123124,488.123205,0.081,0.167,C20 H26 N O11 S,20,26,1,11,1,
636.69,9830230,488.140847,488.140450,-0.397,-0.812,C33 H18 N3 O2  ,33,18,3,2,0,
679.17,9830230,488.140847,488.140963,0.117,0.239,C20 H26 N O13  ,20,26,1,13,0,
486.16,9027422,488.156275,488.156220,-0.055,-0.113,C24 H26 N O10  ,24,26,1,10,0,
307.16,18919268,488.167474,488.167453,-0.021,-0.043,C23 H26 N3 O9  ,23,26,3,9,0,
657.54,6721386,488.177029,488.176836,-0.193,-0.395,C34 H22 N3 O   ,34,22,3,1,0,
705.47,6721386,488.177029,488.177349,0.320,0.656,C21 H30 N O12  ,21,30,1,12,0,
521.07,6631282,488.192503,488.192605,0.102,0.210,C25 H30 N O9   ,25,30,1,9,0,
560.30,12128120,488.203844,488.203839,-0.005,-0.011,C24 H30 N3 O8  ,24,30,3,8,0,
648.07,4253566,488.213761,488.213734,-0.026,-0.054,C22 H34 N O11  ,22,34,1,11,0,
-1000.00,3402034,489.030640,489.030427,-0.213,-0.435,C13 H17 N2 O16 S,13,17,2,16,1,
-1000.00,3402034,489.030640,489.031079,0.439,0.897,C21 H13 O14    ,21,13,0,14,0,
640.98,3402034,489.030640,489.030566,-0.074,-0.152,C34 H5 N2 O3   ,34,5,2,3,0,
172.83,10322246,489.067453,489.066951,-0.502,-1.026,C35 H9 N2 O2   ,35,9,2,2,0,
218.84,10322246,489.067453,489.067464,0.011,0.023,C22 H17 O13    ,22,17,0,13,0,
259.11,7463240,489.070752,489.070974,0.222,0.454,C40 H9         ,40,9,0,0,0,
259.22,7463240,489.070752,489.070322,-0.430,-0.878,C32 H13 N2 O2 S,32,13,2,2,1,
309.75,7463240,489.070752,489.070835,0.083,0.171,C19 H21 O13 S  ,19,21,0,13,1,
478.01,12427601,489.088621,489.088594,-0.027,-0.055,C19 H21 O15    ,19,21,0,15,0,
160.00,21197146,489.103931,489.103850,-0.082,-0.167,C23 H21 O12    ,23,21,0,12,0,
398.49,12157275,489.107160,489.106708,-0.453,-0.925,C33 H17 N2 O S ,33,17,2,1,1,
444.49,12157275,489.107160,489.107221,0.061,0.124,C20 H25 O12 S  ,20,25,0,12,1,
544.08,16462180,489.124894,489.124466,-0.428,-0.875,C33 H17 N2 O3  ,33,17,2,3,0,
564.58,16462180,489.124894,489.124979,0.085,0.174,C20 H25 O14    ,20,25,0,14,0,
119.78,26308972,489.140231,489.140235,0.004,0.008,C24 H25 O11    ,24,25,0,11,0,
123.01,26308972,489.140231,489.139722,-0.509,-1.041,C37 H17 N2     ,37,17,2,0,0,
419.04,12857710,489.143452,489.143093,-0.358,-0.732,C34 H21 N2 S   ,34,21,2,0,1,
