mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
-1000.00,2060281,113.983305,113.983281,-0.024,-0.211,C3 N O4        ,3,0,1,4,0,
-1000.00,2064151,114.009732,114.009771,0.038,0.337,C6 N3          ,6,0,3,0,0,
470.32,2200831,127.019007,127.018938,-0.069,-0.540,C9 H3 O        ,9,3,0,1,0,
574.83,1899392,127.087627,127.087687,0.059,0.465,C6 H11 N2 O    ,6,11,2,1,0,
553.47,2094864,127.998825,127.998931,0.106,0.827,C4 H2 N O4     ,4,2,1,4,0,
-1000.00,2056661,134.006884,134.006994,0.109,0.817,C7 H4 N S      ,7,4,1,0,1,
-1000.00,2061332,136.972897,136.972776,-0.121,-0.886,C2 H O7        ,2,1,0,7,0,
-1000.00,2034102,139.983577,139.983675,0.098,0.703,C H2 N O7      ,1,2,1,7,0,
-1000.00,2110999,145.098248,145.098251,0.003,0.022,C6 H13 N2 O2   ,6,13,2,2,0,
-1000.00,1978818,148.022519,148.022644,0.124,0.840,C8 H6 N S      ,8,6,1,0,1,
-1000.00,1931971,150.055906,150.056052,0.146,0.971,C8 H8 N O2     ,8,8,1,2,0,
552.35,2034277,155.028320,155.028457,0.138,0.889,C6 H7 N2 O S   ,6,7,2,1,1,
-1000.00,2067080,156.048722,156.048859,0.136,0.874,C7 H10 N O S   ,7,10,1,1,1,
-1000.00,2010166,162.031047,162.030900,-0.147,-0.905,C7 H4 N3 O2    ,7,4,3,2,0,
-1000.00,2158392,162.034206,162.034271,0.066,0.405,C4 H8 N3 O2 S  ,4,8,3,2,1,
-1000.00,2009411,162.056043,162.056052,0.009,0.053,C9 H8 N O2     ,9,8,1,2,0,
-1000.00,2234696,162.067186,162.067285,0.099,0.612,C8 H8 N3 O     ,8,8,3,1,0,
-1000.00,2092772,169.011728,169.011745,0.017,0.098,C11 H5 S       ,11,5,0,0,1,
-1000.00,2321730,174.023080,174.023038,-0.042,-0.243,C6 H8 N O3 S   ,6,8,1,3,1,
-1000.00,1963221,174.051938,174.052029,0.091,0.522,C5 H8 N3 O4    ,5,8,3,4,0,
-1000.00,2039769,177.981607,177.981567,-0.040,-0.223,C4 H4 N O5 S   ,4,4,1,5,1,
-1000.00,2234555,179.071438,179.071368,-0.070,-0.391,C10 H11 O3     ,10,11,0,3,0,
-1000.00,2399700,179.107805,179.107753,-0.052,-0.290,C11 H15 O2     ,11,15,0,2,0,
-1000.00,2229566,180.008643,180.008450,-0.193,-1.071,C3 H6 N3 O4 S  ,3,6,3,4,1,
450.88,2474061,180.030260,180.030231,-0.029,-0.161,C8 H6 N O4     ,8,6,1,4,0,
-1000.00,3024998,180.066572,180.066617,0.045,0.249,C9 H10 N O3    ,9,10,1,3,0,
-1000.00,2986770,181.050638,181.050632,-0.006,-0.033,C9 H9 O4       ,9,9,0,4,0,
-1000.00,2568492,181.087069,181.087018,-0.051,-0.284,C10 H13 O3     ,10,13,0,3,0,
366.55,3205071,182.045871,182.045881,0.010,0.056,C8 H8 N O4     ,8,8,1,4,0,
-1000.00,2526335,183.012169,183.012139,-0.030,-0.165,C8 H7 O3 S     ,8,7,0,3,1,
-1000.00,2003648,183.102685,183.102668,-0.018,-0.096,C10 H15 O3     ,10,15,0,3,0,
480.77,2378868,184.061538,184.061531,-0.006,-0.034,C8 H10 N O4    ,8,10,1,4,0,
-1000.00,3466805,185.027796,185.027789,-0.007,-0.040,C8 H9 O3 S     ,8,9,0,3,1,
-1000.00,3854429,185.081955,185.081932,-0.023,-0.124,C9 H13 O4      ,9,13,0,4,0,
-1000.00,2714387,186.023078,186.023038,-0.040,-0.218,C7 H8 N O3 S   ,7,8,1,3,1,
496.22,2040417,186.128759,186.128823,0.064,0.344,C13 H16 N      ,13,16,1,0,0,
-1000.00,2537968,187.007068,187.007053,-0.014,-0.076,C7 H7 O4 S     ,7,7,0,4,1,
268.19,4459032,187.061220,187.061197,-0.023,-0.124,C8 H11 O5      ,8,11,0,5,0,
-1000.00,2100019,187.097583,187.097583,-0.000,-0.000,C9 H15 O4      ,9,15,0,4,0,
-1000.00,3165949,189.055826,189.055718,-0.108,-0.573,C11 H9 O3      ,11,9,0,3,0,
-1000.00,1995033,189.092127,189.092103,-0.024,-0.126,C12 H13 O2     ,12,13,0,2,0,
-1000.00,2139862,190.004583,190.004685,0.102,0.538,C11 N3 O       ,11,0,3,1,0,
-1000.00,2586612,191.035043,191.034982,-0.061,-0.318,C10 H7 O4      ,10,7,0,4,0,
-1000.00,3946492,191.046299,191.046216,-0.083,-0.435,C9 H7 N2 O3    ,9,7,2,3,0,
-1000.00,2544656,191.071439,191.071368,-0.071,-0.371,C11 H11 O3     ,11,11,0,3,0,
-1000.00,3695898,192.066638,192.066617,-0.021,-0.108,C10 H10 N O3   ,10,10,1,3,0,
-1000.00,4129825,193.050613,193.050632,0.019,0.100,C10 H9 O4      ,10,9,0,4,0,
521.56,2020906,193.061848,193.061866,0.017,0.090,C9 H9 N2 O3    ,9,9,2,3,0,
-1000.00,3269694,193.087052,193.087018,-0.034,-0.177,C11 H13 O3     ,11,13,0,3,0,
-1000.00,2015361,193.170974,193.171022,0.049,0.252,C12 H21 N2     ,12,21,2,0,0,
-1000.00,4803384,194.045830,194.045881,0.051,0.263,C9 H8 N O4     ,9,8,1,4,0,
-1000.00,3336533,194.082271,194.082267,-0.004,-0.020,C10 H12 N O3   ,10,12,1,3,0,
290.35,3352652,195.029911,195.029897,-0.014,-0.071,C9 H7 O5       ,9,7,0,5,0,
-1000.00,7700074,195.066280,195.066282,0.003,0.013,C10 H11 O4     ,10,11,0,4,0,
-1000.00,2549619,195.077504,195.077516,0.012,0.062,C9 H11 N2 O3   ,9,11,2,3,0,
-1000.00,3179143,195.102682,195.102668,-0.014,-0.073,C11 H15 O3     ,11,15,0,3,0,
679.80,2017150,196.043590,196.043773,0.183,0.935,C9 H10 N O2 S  ,9,10,1,2,1,
191.81,6626701,196.061559,196.061531,-0.028,-0.141,C9 H10 N O4    ,9,10,1,4,0,
-1000.00,2025386,196.097797,196.097917,0.120,0.611,C10 H14 N O3   ,10,14,1,3,0,
-1000.00,2997662,197.027713,197.027789,0.075,0.383,C9 H9 O3 S     ,9,9,0,3,1,
-1000.00,5867693,197.045543,197.045547,0.004,0.021,C9 H9 O5       ,9,9,0,5,0,
46.86,11250890,197.081962,197.081932,-0.029,-0.147,C10 H13 O4     ,10,13,0,4,0,
543.21,2471899,198.040886,198.040796,-0.090,-0.453,C8 H8 N O5     ,8,8,1,5,0,
-1000.00,3250169,198.077206,198.077181,-0.024,-0.122,C9 H12 N O4    ,9,12,1,4,0,
-1000.00,4033783,199.007042,199.007053,0.011,0.055,C8 H7 O4 S     ,8,7,0,4,1,
431.45,3190037,199.043486,199.043439,-0.047,-0.238,C9 H11 O3 S    ,9,11,0,3,1,
-1000.00,8635172,199.061239,199.061197,-0.042,-0.209,C9 H11 O5      ,9,11,0,5,0,
701.03,2063405,199.072385,199.072430,0.045,0.228,C8 H11 N2 O4   ,8,11,2,4,0,
-1000.00,7562050,199.097630,199.097583,-0.048,-0.240,C10 H15 O4     ,10,15,0,4,0,
-1000.00,2260272,200.002446,200.002302,-0.143,-0.717,C7 H6 N O4 S   ,7,6,1,4,1,
-1000.00,2312774,200.028776,200.028792,0.016,0.078,C10 H6 N3 S    ,10,6,3,0,1,
465.27,2815566,200.038704,200.038688,-0.017,-0.083,C8 H10 N O3 S  ,8,10,1,3,1,
-1000.00,2795613,200.056497,200.056446,-0.051,-0.254,C8 H10 N O5    ,8,10,1,5,0,
-1000.00,5108099,201.022704,201.022703,-0.001,-0.004,C8 H9 O4 S     ,8,9,0,4,1,
178.40,6788529,201.076885,201.076847,-0.038,-0.190,C9 H13 O5      ,9,13,0,5,0,
-1000.00,2474447,201.113275,201.113233,-0.042,-0.210,C10 H17 O4     ,10,17,0,4,0,
645.60,2203237,202.054212,202.054338,0.126,0.622,C8 H12 N O3 S  ,8,12,1,3,1,
-1000.00,2059008,202.087440,202.087352,-0.088,-0.435,C12 H12 N O2   ,12,12,1,2,0,
359.31,2854176,203.035127,203.034982,-0.145,-0.714,C11 H7 O4      ,11,7,0,4,0,
503.04,2211619,203.038332,203.038353,0.022,0.107,C8 H11 O4 S    ,8,11,0,4,1,
413.71,2459946,203.046144,203.046216,0.071,0.352,C10 H7 N2 O3   ,10,7,2,3,0,
385.75,3708978,203.056118,203.056112,-0.007,-0.033,C8 H11 O6      ,8,11,0,6,0,
-1000.00,2384191,203.071224,203.071368,0.144,0.709,C12 H11 O3     ,12,11,0,3,0,
-1000.00,2785132,204.030270,204.030231,-0.039,-0.190,C10 H6 N O4    ,10,6,1,4,0,
303.53,3266955,204.066627,204.066617,-0.010,-0.050,C11 H10 N O3   ,11,10,1,3,0,
225.72,6435510,205.017640,205.017618,-0.022,-0.109,C7 H9 O5 S     ,7,9,0,5,1,
299.22,4678354,205.050610,205.050632,0.022,0.107,C11 H9 O4      ,11,9,0,4,0,
-1000.00,3716849,205.087058,205.087018,-0.041,-0.198,C12 H13 O3     ,12,13,0,3,0,
-1000.00,3052560,205.123436,205.123403,-0.032,-0.157,C13 H17 O2     ,13,17,0,2,0,
246.89,4478503,206.045897,206.045881,-0.016,-0.076,C10 H8 N O4    ,10,8,1,4,0,
-1000.00,3173446,206.082282,206.082267,-0.015,-0.073,C11 H12 N O3   ,11,12,1,3,0,
-1000.00,2087522,207.007899,207.008116,0.217,1.049,C5 H7 N2 O5 S  ,5,7,2,5,1,
-1000.00,4277109,207.029816,207.029897,0.081,0.393,C10 H7 O5      ,10,7,0,5,0,
720.07,2039679,207.041097,207.041130,0.033,0.159,C9 H7 N2 O4    ,9,7,2,4,0,
119.24,6485397,207.066307,207.066282,-0.025,-0.120,C11 H11 O4     ,11,11,0,4,0,
355.50,3390878,207.077538,207.077516,-0.022,-0.105,C10 H11 N2 O3  ,10,11,2,3,0,
-1000.00,4871604,207.102684,207.102668,-0.016,-0.076,C12 H15 O3     ,12,15,0,3,0,
245.92,6084849,208.061566,208.061531,-0.035,-0.167,C10 H10 N O4   ,10,10,1,4,0,
-1000.00,4214544,208.097871,208.097917,0.046,0.220,C11 H14 N O3   ,11,14,1,3,0,
-1000.00,3095079,209.009106,209.009161,0.056,0.267,C9 H5 O6       ,9,5,0,6,0,
-1000.00,8181831,209.045560,209.045547,-0.013,-0.062,C10 H9 O5      ,10,9,0,5,0,
718.17,3848784,209.056766,209.056780,0.014,0.067,C9 H9 N2 O4    ,9,9,2,4,0,
-1000.00,8035430,209.081933,209.081932,-0.001,-0.003,C11 H13 O4     ,11,13,0,4,0,
-1000.00,2318448,209.093188,209.093166,-0.022,-0.105,C10 H13 N2 O3  ,10,13,2,3,0,
-1000.00,2526854,209.118309,209.118318,0.009,0.042,C12 H17 O3     ,12,17,0,3,0,
277.46,4561834,210.040774,210.040796,0.022,0.106,C9 H8 N O5     ,9,8,1,5,0,
162.32,7641033,210.077199,210.077181,-0.017,-0.082,C10 H12 N O4   ,10,12,1,4,0,
263.08,4360454,211.024825,211.024812,-0.013,-0.062,C9 H7 O6       ,9,7,0,6,0,
-1000.00,15110949,211.061236,211.061197,-0.039,-0.185,C10 H11 O5     ,10,11,0,5,0,
726.30,5824303,211.072490,211.072430,-0.059,-0.280,C9 H11 N2 O4   ,9,11,2,4,0,
-1000.00,12972869,211.097597,211.097583,-0.015,-0.069,C11 H15 O4     ,11,15,0,4,0,
386.59,2564965,211.133982,211.133968,-0.013,-0.064,C12 H19 O3     ,12,19,0,3,0,
644.81,2065582,212.019940,212.020060,0.121,0.569,C8 H6 N O6     ,8,6,1,6,0,
117.91,8102542,212.056448,212.056446,-0.002,-0.008,C9 H10 N O5    ,9,10,1,5,0,
-1000.00,3752622,212.092858,212.092832,-0.027,-0.125,C10 H14 N O4   ,10,14,1,4,0,
-1000.00,5776864,213.022735,213.022703,-0.032,-0.149,C9 H9 O4 S     ,9,9,0,4,1,
-1000.00,8254960,213.040445,213.040462,0.017,0.078,C9 H9 O6       ,9,9,0,6,0,
14.92,25170448,213.076839,213.076847,0.008,0.039,C10 H13 O5     ,10,13,0,5,0,
758.87,2123546,213.088097,213.088080,-0.016,-0.077,C9 H13 N2 O4   ,9,13,2,4,0,
-1000.00,10107440,213.113238,213.113233,-0.006,-0.027,C11 H17 O4     ,11,17,0,4,0,
-1000.00,4336462,214.017975,214.017952,-0.023,-0.106,C8 H8 N O4 S   ,8,8,1,4,1,
647.80,2253150,214.035722,214.035711,-0.011,-0.053,C8 H8 N O6     ,8,8,1,6,0,
690.80,3188590,214.054367,214.054338,-0.029,-0.137,C9 H12 N O3 S  ,9,12,1,3,1,
235.81,6720894,214.072149,214.072096,-0.053,-0.250,C9 H12 N O5    ,9,12,1,5,0,
223.21,5288116,215.001966,215.001968,0.002,0.011,C8 H7 O5 S     ,8,7,0,5,1,
-1000.00,6463700,215.038390,215.038353,-0.036,-0.168,C9 H11 O4 S    ,9,11,0,4,1,
105.76,14190820,215.056116,215.056112,-0.004,-0.020,C9 H11 O6      ,9,11,0,6,0,
40.97,14938372,215.092502,215.092497,-0.005,-0.022,C10 H15 O5     ,10,15,0,5,0,
-1000.00,2746916,215.128914,215.128883,-0.031,-0.146,C11 H19 O4     ,11,19,0,4,0,
-1000.00,4388935,216.033618,216.033602,-0.016,-0.074,C8 H10 N O4 S  ,8,10,1,4,1,
640.43,2485092,216.066600,216.066617,0.016,0.076,C12 H10 N O3   ,12,10,1,3,0,
358.53,4492407,216.087758,216.087746,-0.012,-0.054,C9 H14 N O5    ,9,14,1,5,0,
702.75,2187689,217.008557,217.008374,-0.183,-0.843,C18 H          ,18,1,0,0,0,
-1000.00,7481265,217.017623,217.017618,-0.005,-0.023,C8 H9 O5 S     ,8,9,0,5,1,
577.49,2890190,217.050675,217.050632,-0.043,-0.197,C12 H9 O4      ,12,9,0,4,0,
558.42,2581969,217.053950,217.054003,0.054,0.249,C9 H13 O4 S    ,9,13,0,4,1,
248.96,7960545,217.071794,217.071762,-0.032,-0.149,C9 H13 O6      ,9,13,0,6,0,
295.70,3904513,217.108178,217.108147,-0.031,-0.144,C10 H17 O5     ,10,17,0,5,0,
-1000.00,3375631,217.123394,217.123403,0.009,0.041,C14 H17 O2     ,14,17,0,2,0,
538.11,2180393,218.015421,218.015369,-0.052,-0.239,C3 H8 N O10    ,3,8,1,10,0,
413.36,3526468,218.045875,218.045881,0.007,0.031,C11 H8 N O4    ,11,8,1,4,0,
620.51,2418020,218.082253,218.082267,0.014,0.063,C12 H12 N O3   ,12,12,1,3,0,
-1000.00,2516626,218.133477,218.133257,-0.220,-1.009,C9 H20 N3 O S  ,9,20,3,1,1,
-1000.00,2086063,218.166354,218.166271,-0.083,-0.380,C13 H20 N3     ,13,20,3,0,0,
-1000.00,3399857,219.029917,219.029897,-0.020,-0.090,C11 H7 O5      ,11,7,0,5,0,
330.70,6283956,219.033289,219.033268,-0.021,-0.095,C8 H11 O5 S    ,8,11,0,5,1,
93.34,7378642,219.066278,219.066282,0.005,0.022,C12 H11 O4     ,12,11,0,4,0,
318.58,6547173,219.087394,219.087412,0.018,0.083,C9 H15 O6      ,9,15,0,6,0,
-1000.00,4439794,219.102653,219.102668,0.015,0.070,C13 H15 O3     ,13,15,0,3,0,
549.20,2572842,220.025137,220.025146,0.009,0.040,C10 H6 N O5    ,10,6,1,5,0,
154.13,5665355,220.061529,220.061531,0.003,0.012,C11 H10 N O4   ,11,10,1,4,0,
-1000.00,3243627,220.097874,220.097917,0.043,0.194,C12 H14 N O3   ,12,14,1,3,0,
462.36,2386314,220.991469,220.991403,-0.066,-0.297,C10 H5 O4 S    ,10,5,0,4,1,
-1000.00,2891162,221.009103,221.009161,0.059,0.266,C10 H5 O6      ,10,5,0,6,0,
-1000.00,2078375,221.024442,221.024418,-0.025,-0.111,C14 H5 O3      ,14,5,0,3,0,
-1000.00,10350010,221.045572,221.045547,-0.025,-0.115,C11 H9 O5      ,11,9,0,5,0,
-1000.00,7595453,221.048934,221.048918,-0.015,-0.070,C8 H13 O5 S    ,8,13,0,5,1,
706.87,4643268,221.056747,221.056780,0.033,0.149,C10 H9 N2 O4   ,10,9,2,4,0,
-1000.00,11883995,221.081921,221.081932,0.011,0.050,C12 H13 O4     ,12,13,0,4,0,
-1000.00,4675067,221.118287,221.118318,0.031,0.142,C13 H17 O3     ,13,17,0,3,0,
-1000.00,2771484,221.154728,221.154703,-0.025,-0.111,C14 H21 O2     ,14,21,0,2,0,
-1000.00,6834485,222.040791,222.040796,0.005,0.023,C10 H8 N O5    ,10,8,1,5,0,
-1000.00,7426390,222.077240,222.077181,-0.059,-0.265,C11 H12 N O4   ,11,12,1,4,0,
-1000.00,2615958,222.149721,222.149952,0.231,1.042,C13 H20 N O2   ,13,20,1,2,0,
-1000.00,2167958,223.007167,223.007053,-0.114,-0.509,C10 H7 O4 S    ,10,7,0,4,1,
-1000.00,5321894,223.024815,223.024812,-0.004,-0.017,C10 H7 O6      ,10,7,0,6,0,
-1000.00,16045255,223.061189,223.061197,0.008,0.035,C11 H11 O5     ,11,11,0,5,0,
634.08,2320586,223.064631,223.064568,-0.063,-0.282,C8 H15 O5 S    ,8,15,0,5,1,
691.62,7405777,223.072429,223.072430,0.002,0.008,C10 H11 N2 O4  ,10,11,2,4,0,
28.44,13024487,223.097587,223.097583,-0.004,-0.019,C12 H15 O4     ,12,15,0,4,0,
-1000.00,3939569,223.108781,223.108816,0.035,0.157,C11 H15 N2 O3  ,11,15,2,3,0,
-1000.00,3809032,223.133986,223.133968,-0.018,-0.080,C13 H19 O3     ,13,19,0,3,0,
148.79,13688899,224.056467,224.056446,-0.021,-0.096,C10 H10 N O5   ,10,10,1,5,0,
158.51,9429091,224.092819,224.092832,0.013,0.058,C11 H14 N O4   ,11,14,1,4,0,
-1000.00,3740581,225.022809,225.022703,-0.106,-0.470,C10 H9 O4 S    ,10,9,0,4,1,
-1000.00,10034101,225.040465,225.040462,-0.003,-0.014,C10 H9 O6      ,10,9,0,6,0,
732.94,5453759,225.051698,225.051695,-0.003,-0.015,C9 H9 N2 O5    ,9,9,2,5,0,
7.25,22047702,225.076880,225.076847,-0.033,-0.148,C11 H13 O5     ,11,13,0,5,0,
716.24,7179232,225.088091,225.088080,-0.011,-0.047,C10 H13 N2 O4  ,10,13,2,4,0,
78.21,14883830,225.113236,225.113233,-0.003,-0.014,C12 H17 O4     ,12,17,0,4,0,
-1000.00,2327040,225.124480,225.124466,-0.014,-0.063,C11 H17 N2 O3  ,11,17,2,3,0,
-1000.00,2400535,225.149452,225.149618,0.166,0.736,C13 H21 O3     ,13,21,0,3,0,
-1000.00,3551521,226.017979,226.017952,-0.027,-0.120,C9 H8 N O4 S   ,9,8,1,4,1,
555.76,7339825,226.035720,226.035711,-0.009,-0.040,C9 H8 N O6     ,9,8,1,6,0,
43.53,13756242,226.072103,226.072096,-0.007,-0.030,C10 H12 N O5   ,10,12,1,5,0,
-1000.00,3977074,226.108486,226.108482,-0.004,-0.018,C11 H16 N O4   ,11,16,1,4,0,
-1000.00,4386964,227.002004,227.001968,-0.036,-0.158,C9 H7 O5 S     ,9,7,0,5,1,
419.43,11023028,227.038353,227.038353,0.000,0.002,C10 H11 O4 S   ,10,11,0,4,1,
47.39,25961156,227.056137,227.056112,-0.025,-0.110,C10 H11 O6     ,10,11,0,6,0,
771.02,4251854,227.067386,227.067345,-0.041,-0.180,C9 H11 N2 O5   ,9,11,2,5,0,
769.68,3150037,227.074715,227.074739,0.024,0.105,C11 H15 O3 S   ,11,15,0,3,1,
15.32,28238564,227.092482,227.092497,0.015,0.067,C11 H15 O5     ,11,15,0,5,0,
749.72,2502383,227.103732,227.103731,-0.002,-0.009,C10 H15 N2 O4  ,10,15,2,4,0,
153.16,9990917,227.128902,227.128883,-0.019,-0.083,C12 H19 O4     ,12,19,0,4,0,
-1000.00,2107174,227.165161,227.165268,0.107,0.472,C13 H23 O3     ,13,23,0,3,0,
-1000.00,2278383,227.961057,227.960831,-0.226,-0.990,C7 H2 N O6 S   ,7,2,1,6,1,
586.47,4517424,228.033619,228.033602,-0.016,-0.072,C9 H10 N O4 S  ,9,10,1,4,1,
532.90,7900736,228.051376,228.051361,-0.015,-0.068,C9 H10 N O6    ,9,10,1,6,0,
210.81,6872673,228.087752,228.087746,-0.006,-0.025,C10 H14 N O5   ,10,14,1,5,0,
-1000.00,2342067,228.179276,228.179144,-0.132,-0.577,C13 H26 N S    ,13,26,1,0,1,
33.92,16365985,229.017635,229.017618,-0.017,-0.073,C9 H9 O5 S     ,9,9,0,5,1,
-1000.00,2860479,229.050725,229.050632,-0.093,-0.405,C13 H9 O4      ,13,9,0,4,0,
570.98,9781698,229.054002,229.054003,0.001,0.005,C10 H13 O4 S   ,10,13,0,4,1,
66.81,41069008,229.071751,229.071762,0.011,0.046,C10 H13 O6     ,10,13,0,6,0,
-1000.00,14899699,229.108161,229.108147,-0.013,-0.058,C11 H17 O5     ,11,17,0,5,0,
-1000.00,2778131,229.144501,229.144533,0.031,0.137,C12 H21 O4     ,12,21,0,4,0,
-1000.00,6356253,230.012858,230.012867,0.008,0.037,C8 H8 N O5 S   ,8,8,1,5,1,
669.45,2991930,230.045865,230.045881,0.016,0.071,C12 H8 N O4    ,12,8,1,4,0,
618.65,5432637,230.049234,230.049252,0.019,0.081,C9 H12 N O4 S  ,9,12,1,4,1,
276.86,5207373,230.067035,230.067011,-0.024,-0.104,C9 H12 N O6    ,9,12,1,6,0,
677.02,3156315,230.082367,230.082267,-0.100,-0.435,C13 H12 N O3   ,13,12,1,3,0,
597.58,3834221,230.103387,230.103396,0.010,0.042,C10 H16 N O5   ,10,16,1,5,0,
-1000.00,8890508,230.996884,230.996883,-0.002,-0.008,C8 H7 O6 S     ,8,7,0,6,1,
-1000.00,2167951,230.999281,230.999385,0.104,0.451,C4 H7 O11      ,4,7,0,11,0,
460.50,2653354,231.029897,231.029897,-0.000,-0.002,C12 H7 O5      ,12,7,0,5,0,
-1000.00,8243373,231.033271,231.033268,-0.003,-0.012,C9 H11 O5 S    ,9,11,0,5,1,
223.76,12800189,231.051054,231.051026,-0.028,-0.122,C9 H11 O7      ,9,11,0,7,0,
-1000.00,4647115,231.066321,231.066282,-0.039,-0.169,C13 H11 O4     ,13,11,0,4,0,
126.92,15605981,231.087402,231.087412,0.010,0.042,C10 H15 O6     ,10,15,0,6,0,
-1000.00,4182763,231.102601,231.102668,0.067,0.290,C14 H15 O3     ,14,15,0,3,0,
-1000.00,2188067,232.025061,232.025146,0.085,0.365,C11 H6 N O5    ,11,6,1,5,0,
180.24,8029222,232.028504,232.028517,0.013,0.057,C8 H10 N O5 S  ,8,10,1,5,1,
510.45,5822531,232.061518,232.061531,0.013,0.057,C12 H10 N O4   ,12,10,1,4,0,
657.14,3100246,232.082739,232.082661,-0.079,-0.338,C9 H14 N O6    ,9,14,1,6,0,
503.89,3078244,232.097895,232.097917,0.022,0.094,C13 H14 N O3   ,13,14,1,3,0,
257.69,6384532,233.012552,233.012533,-0.020,-0.085,C8 H9 O6 S     ,8,9,0,6,1,
-1000.00,7843761,233.045579,233.045547,-0.032,-0.136,C12 H9 O5      ,12,9,0,5,0,
642.71,5471156,233.048895,233.048918,0.023,0.098,C9 H13 O5 S    ,9,13,0,5,1,
177.62,6898628,233.066667,233.066676,0.010,0.041,C9 H13 O7      ,9,13,0,7,0,
156.98,9062353,233.081940,233.081932,-0.007,-0.030,C13 H13 O4     ,13,13,0,4,0,
490.62,3309012,233.085265,233.085304,0.038,0.164,C10 H17 O4 S   ,10,17,0,4,1,
-1000.00,3629540,233.103102,233.103062,-0.040,-0.170,C10 H17 O6     ,10,17,0,6,0,
-1000.00,4833266,233.118322,233.118318,-0.004,-0.018,C14 H17 O3     ,14,17,0,3,0,
-1000.00,8874002,233.154706,233.154703,-0.003,-0.012,C15 H21 O2     ,15,21,0,2,0,
585.65,2150142,233.994520,233.994514,-0.006,-0.025,C12 N3 O3      ,12,0,3,3,0,
606.68,5371687,234.040838,234.040796,-0.042,-0.179,C11 H8 N O5    ,11,8,1,5,0,
90.34,7545672,234.077183,234.077181,-0.002,-0.007,C12 H12 N O4   ,12,12,1,4,0,
652.39,2635380,234.991822,234.991797,-0.025,-0.105,C7 H7 O7 S     ,7,7,0,7,1,
750.51,2113934,235.020852,235.020789,-0.063,-0.268,C6 H7 N2 O8    ,6,7,2,8,0,
-1000.00,7267986,235.024793,235.024812,0.019,0.081,C11 H7 O6      ,11,7,0,6,0,
285.61,3994261,235.028156,235.028183,0.027,0.113,C8 H11 O6 S    ,8,11,0,6,1,
708.28,3317916,235.036067,235.036045,-0.022,-0.092,C10 H7 N2 O5   ,10,7,2,5,0,
524.94,12568226,235.043453,235.043439,-0.014,-0.060,C12 H11 O3 S   ,12,11,0,3,1,
18.90,15150770,235.061214,235.061197,-0.017,-0.071,C12 H11 O5     ,12,11,0,5,0,
388.78,4854453,235.064602,235.064568,-0.034,-0.145,C9 H15 O5 S    ,9,15,0,5,1,
682.03,8470204,235.072418,235.072430,0.013,0.055,C11 H11 N2 O4  ,11,11,2,4,0,
50.18,9793234,235.097593,235.097583,-0.010,-0.044,C13 H15 O4     ,13,15,0,4,0,
-1000.00,3652339,235.133969,235.133968,-0.001,-0.002,C14 H19 O3     ,14,19,0,3,0,
466.20,2323460,236.020097,236.020060,-0.036,-0.154,C10 H6 N O6    ,10,6,1,6,0,
83.58,10764837,236.056452,236.056446,-0.006,-0.024,C11 H10 N O5   ,11,10,1,5,0,
231.12,5482053,236.092809,236.092832,0.023,0.096,C12 H14 N O4   ,12,14,1,4,0,
455.19,2563656,236.096206,236.096203,-0.003,-0.013,C9 H18 N O4 S  ,9,18,1,4,1,
603.85,3893646,237.043854,237.043833,-0.021,-0.090,C8 H13 O6 S    ,8,13,0,6,1,
735.52,4201877,237.051757,237.051695,-0.062,-0.260,C10 H9 N2 O5   ,10,9,2,5,0,
6.94,23000492,237.076831,237.076847,0.017,0.070,C12 H13 O5     ,12,13,0,5,0,
721.58,7798198,237.088087,237.088080,-0.006,-0.027,C11 H13 N2 O4  ,11,13,2,4,0,
-1000.00,13020620,237.113249,237.113233,-0.016,-0.068,C13 H17 O4     ,13,17,0,4,0,
769.14,2201558,237.124426,237.124466,0.040,0.168,C12 H17 N2 O3  ,12,17,2,3,0,
-1000.00,2895340,237.149594,237.149618,0.024,0.103,C14 H21 O3     ,14,21,0,3,0,
570.96,2360554,238.017990,238.017952,-0.037,-0.157,C10 H8 N O4 S  ,10,8,1,4,1,
515.04,6592762,238.035737,238.035711,-0.027,-0.112,C10 H8 N O6    ,10,8,1,6,0,
52.88,17766682,238.072106,238.072096,-0.010,-0.043,C11 H12 N O5   ,11,12,1,5,0,
-1000.00,2246436,238.083397,238.083329,-0.068,-0.285,C10 H12 N3 O4  ,10,12,3,4,0,
127.62,6142266,238.108482,238.108482,-0.001,-0.002,C12 H16 N O4   ,12,16,1,4,0,
-1000.00,2146079,238.950273,238.950326,0.053,0.221,C5 H3 O9 S     ,5,3,0,9,1,
-1000.00,15662156,239.001985,239.001968,-0.017,-0.071,C10 H7 O5 S    ,10,7,0,5,1,
-1000.00,2136150,239.013229,239.013201,-0.028,-0.116,C9 H7 N2 O4 S  ,9,7,2,4,1,
-1000.00,4104284,239.019769,239.019726,-0.042,-0.178,C10 H7 O7      ,10,7,0,7,0,
680.64,2162793,239.034097,239.034331,0.234,0.977,C6 H11 N2 O6 S ,6,11,2,6,1,
582.55,6699116,239.038360,239.038353,-0.006,-0.026,C11 H11 O4 S   ,11,11,0,4,1,
40.24,21335164,239.056088,239.056112,0.023,0.098,C11 H11 O6     ,11,11,0,6,0,
