mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
211.96,11227823,398.055124,398.055126,0.002,0.004,C16 H16 N O9 S ,16,16,1,9,1,
529.12,19169982,398.072823,398.072884,0.061,0.152,C16 H16 N O11  ,16,16,1,11,0,
698.30,8973002,398.088047,398.088140,0.093,0.233,C20 H16 N O8   ,20,16,1,8,0,
335.43,37503708,398.109274,398.109269,-0.005,-0.013,C17 H20 N O10  ,17,20,1,10,0,
603.66,29836006,398.120515,398.120503,-0.012,-0.031,C16 H20 N3 O9  ,16,20,3,9,0,
701.79,9667305,398.124546,398.124526,-0.021,-0.052,C21 H20 N O7   ,21,20,1,7,0,
522.53,22389498,398.145687,398.145655,-0.033,-0.082,C18 H24 N O9   ,18,24,1,9,0,
617.14,17199876,398.156837,398.156888,0.052,0.130,C17 H24 N3 O8  ,17,24,3,8,0,
598.43,4927267,398.193213,398.193274,0.061,0.154,C18 H28 N3 O7  ,18,28,3,7,0,
658.42,6741476,399.035730,399.035770,0.040,0.101,C19 H11 O10    ,19,11,0,10,0,
330.46,13022695,399.039087,399.039141,0.054,0.135,C16 H15 O10 S  ,16,15,0,10,1,
185.56,40879604,399.056835,399.056899,0.064,0.161,C16 H15 O12    ,16,15,0,12,0,
780.05,3700223,399.067745,399.068133,0.388,0.973,C15 H15 N2 O11 ,15,15,2,11,0,
371.94,12019202,399.072138,399.072156,0.018,0.044,C20 H15 O9     ,20,15,0,9,0,
63.67,117786128,399.093317,399.093285,-0.032,-0.079,C17 H19 O11    ,17,19,0,11,0,
709.97,23053854,399.104524,399.104518,-0.006,-0.014,C16 H19 N2 O10 ,16,19,2,10,0,
505.35,16860704,399.108536,399.108541,0.005,0.013,C21 H19 O8     ,21,19,0,8,0,
63.51,131188272,399.129635,399.129671,0.035,0.088,C18 H23 O10    ,18,23,0,10,0,
711.63,17630780,399.140923,399.140904,-0.019,-0.049,C17 H23 N2 O9  ,17,23,2,9,0,
329.22,17098304,399.144924,399.144927,0.002,0.006,C22 H23 O7     ,22,23,0,7,0,
605.83,37799488,399.148270,399.148298,0.028,0.070,C19 H27 O7 S   ,19,27,0,7,1,
206.83,71845456,399.166089,399.166056,-0.033,-0.083,C19 H27 O9     ,19,27,0,9,0,
637.75,12555870,399.181327,399.181312,-0.015,-0.038,C23 H27 O6     ,23,27,0,6,0,
653.79,10466912,399.184645,399.184683,0.039,0.097,C20 H31 O6 S   ,20,31,0,6,1,
98.53,26166896,399.202424,399.202442,0.018,0.044,C20 H31 O8     ,20,31,0,8,0,
517.46,8205948,399.217689,399.217698,0.008,0.021,C24 H31 O5     ,24,31,0,5,0,
-1000.00,4718222,399.238933,399.238827,-0.106,-0.265,C21 H35 O7     ,21,35,0,7,0,
615.20,3516707,400.030925,400.031019,0.094,0.235,C18 H10 N O10  ,18,10,1,10,0,
607.30,7297346,400.067404,400.067405,0.000,0.001,C19 H14 N O9   ,19,14,1,9,0,
357.23,12892485,400.070865,400.070776,-0.089,-0.222,C16 H18 N O9 S ,16,18,1,9,1,
549.65,23071060,400.088546,400.088534,-0.012,-0.030,C16 H18 N O11  ,16,18,1,11,0,
743.33,8155485,400.099683,400.099767,0.084,0.211,C15 H18 N3 O10 ,15,18,3,10,0,
668.55,13982048,400.103797,400.103790,-0.007,-0.017,C20 H18 N O8   ,20,18,1,8,0,
662.30,4621164,400.118148,400.118395,0.246,0.616,C16 H22 N3 O7 S,16,22,3,7,1,
690.20,10178939,400.136153,400.136153,-0.001,-0.001,C16 H22 N3 O9  ,16,22,3,9,0,
666.35,10647935,400.140226,400.140176,-0.050,-0.125,C21 H22 N O7   ,21,22,1,7,0,
642.19,9163161,400.172518,400.172538,0.021,0.052,C17 H26 N3 O8  ,17,26,3,8,0,
643.89,5351837,400.176446,400.176561,0.115,0.288,C22 H26 N O6   ,22,26,1,6,0,
-1000.00,3659864,401.014965,401.015035,0.069,0.173,C18 H9 O11     ,18,9,0,11,0,
-1000.00,7955547,401.018399,401.018406,0.007,0.017,C15 H13 O11 S  ,15,13,0,11,1,
539.09,4872291,401.028164,401.027789,-0.375,-0.935,C26 H9 O3 S    ,26,9,0,3,1,
569.41,11345014,401.051462,401.051420,-0.041,-0.103,C19 H13 O10    ,19,13,0,10,0,
416.44,16268409,401.054826,401.054791,-0.035,-0.086,C16 H17 O10 S  ,16,17,0,10,1,
512.91,15613057,401.064537,401.064174,-0.362,-0.904,C27 H13 O2 S   ,27,13,0,2,1,
93.18,53136520,401.072568,401.072550,-0.019,-0.047,C16 H17 O12    ,16,17,0,12,0,
751.54,5653649,401.083555,401.083783,0.228,0.568,C15 H17 N2 O11 ,15,17,2,11,0,
88.15,28216468,401.087797,401.087806,0.009,0.022,C20 H17 O9     ,20,17,0,9,0,
530.06,21982368,401.100936,401.100560,-0.377,-0.939,C28 H17 O S    ,28,17,0,1,1,
172.13,88001704,401.108918,401.108935,0.017,0.043,C17 H21 O11    ,17,21,0,11,0,
670.97,15137967,401.120151,401.120168,0.018,0.044,C16 H21 N2 O10 ,16,21,2,10,0,
241.19,26594482,401.124251,401.124191,-0.060,-0.149,C21 H21 O8     ,21,21,0,8,0,
706.45,17763510,401.127491,401.127562,0.072,0.178,C18 H25 O8 S   ,18,25,0,8,1,
300.09,32459966,401.137346,401.136945,-0.401,-0.999,C29 H21 S      ,29,21,0,0,1,
142.93,66505924,401.145360,401.145321,-0.040,-0.099,C18 H25 O10    ,18,25,0,10,0,
173.52,26660050,401.160588,401.160577,-0.011,-0.028,C22 H25 O7     ,22,25,0,7,0,
600.05,20958420,401.163893,401.163948,0.055,0.138,C19 H29 O7 S   ,19,29,0,7,1,
612.62,8223962,401.171528,401.171810,0.282,0.703,C21 H25 N2 O6  ,21,25,2,6,0,
242.88,26676450,401.181670,401.181706,0.036,0.090,C19 H29 O9     ,19,29,0,9,0,
206.58,15056111,401.196950,401.196962,0.012,0.030,C23 H29 O6     ,23,29,0,6,0,
477.40,7396594,401.200312,401.200333,0.022,0.054,C20 H33 O6 S   ,20,33,0,6,1,
-1000.00,6548750,401.233290,401.233348,0.057,0.143,C24 H33 O5     ,24,33,0,5,0,
642.66,4892595,402.046735,402.046669,-0.066,-0.164,C18 H12 N O10  ,18,12,1,10,0,
528.28,9473973,402.050157,402.050040,-0.116,-0.289,C15 H16 N O10 S,15,16,1,10,1,
666.50,4554690,402.065136,402.065296,0.160,0.398,C19 H16 N O7 S ,19,16,1,7,1,
213.37,15880145,402.083048,402.083055,0.006,0.016,C19 H16 N O9   ,19,16,1,9,0,
634.05,10936275,402.086373,402.086426,0.053,0.132,C16 H20 N O9 S ,16,20,1,9,1,
702.26,6130141,402.097384,402.097659,0.275,0.683,C15 H20 N3 O8 S,15,20,3,8,1,
741.64,4759532,402.115223,402.115417,0.194,0.483,C15 H20 N3 O10 ,15,20,3,10,0,
118.24,17068014,402.119461,402.119440,-0.020,-0.051,C20 H20 N O8   ,20,20,1,8,0,
419.64,29036536,402.130727,402.130674,-0.053,-0.132,C19 H20 N3 O7  ,19,20,3,7,0,
682.18,6526986,402.151816,402.151803,-0.013,-0.032,C16 H24 N3 O9  ,16,24,3,9,0,
557.69,9342989,402.155876,402.155826,-0.050,-0.124,C21 H24 N O7   ,21,24,1,7,0,
630.94,10502175,402.176966,402.176955,-0.011,-0.028,C18 H28 N O9   ,18,28,1,9,0,
638.61,4216872,402.188364,402.188188,-0.175,-0.435,C17 H28 N3 O8  ,17,28,3,8,0,
668.33,3668011,402.192247,402.192211,-0.036,-0.089,C22 H28 N O6   ,22,28,1,6,0,
338.42,5903076,403.030393,403.030685,0.292,0.723,C18 H11 O11    ,18,11,0,11,0,
357.31,5903076,403.030393,403.030172,-0.222,-0.550,C31 H3 N2      ,31,3,2,0,0,
555.03,5903076,403.030393,403.030033,-0.360,-0.893,C10 H15 N2 O13 S,10,15,2,13,1,
394.01,9257702,403.034030,403.034056,0.025,0.063,C15 H15 O11 S  ,15,15,0,11,1,
150.15,29037314,403.067103,403.067070,-0.033,-0.081,C19 H15 O10    ,19,15,0,10,0,
184.23,23524100,403.070469,403.070441,-0.027,-0.068,C16 H19 O10 S  ,16,19,0,10,1,
520.98,16675597,403.080264,403.079824,-0.440,-1.091,C27 H15 O2 S   ,27,15,0,2,1,
389.41,38228756,403.088129,403.087687,-0.442,-1.097,C29 H11 N2 O   ,29,11,2,1,0,
392.23,38228756,403.088129,403.088200,0.071,0.176,C16 H19 O12    ,16,19,0,12,0,
79.53,40407840,403.103417,403.103456,0.039,0.096,C20 H19 O9     ,20,19,0,9,0,
602.11,23401250,403.106745,403.106827,0.082,0.203,C17 H23 O9 S   ,17,23,0,9,1,
361.12,23941930,403.116599,403.116210,-0.389,-0.965,C28 H19 O S    ,28,19,0,1,1,
406.41,40309552,403.124605,403.124585,-0.020,-0.048,C17 H23 O11    ,17,23,0,11,0,
106.36,45142848,403.139924,403.139841,-0.083,-0.206,C21 H23 O8     ,21,23,0,8,0,
213.92,26850120,403.152953,403.152595,-0.357,-0.887,C29 H23 S      ,29,23,0,0,1,
384.55,21033808,403.160960,403.160971,0.010,0.025,C18 H27 O10    ,18,27,0,10,0,
81.24,38998876,403.176176,403.176227,0.051,0.127,C22 H27 O7     ,22,27,0,7,0,
17.72,19788666,403.212653,403.212612,-0.041,-0.101,C23 H31 O6     ,23,31,0,6,0,
-1000.00,6544281,403.249023,403.248998,-0.025,-0.063,C24 H35 O5     ,24,35,0,5,0,
289.74,12363322,404.062334,404.062319,-0.015,-0.037,C18 H14 N O10  ,18,14,1,10,0,
693.03,8484413,404.065748,404.065690,-0.057,-0.141,C15 H18 N O10 S,15,18,1,10,1,
727.63,5181002,404.080720,404.080946,0.226,0.559,C19 H18 N O7 S ,19,18,1,7,1,
324.00,24245848,404.098695,404.098705,0.010,0.025,C19 H18 N O9   ,19,18,1,9,0,
590.14,8285788,404.102044,404.102076,0.032,0.078,C16 H22 N O9 S ,16,22,1,9,1,
122.57,26375778,404.109922,404.109938,0.017,0.041,C18 H18 N3 O8  ,18,18,3,8,0,
682.89,5631597,404.123034,404.123205,0.171,0.423,C13 H26 N O11 S,13,26,1,11,1,
693.35,5631597,404.123034,404.122692,-0.342,-0.846,C26 H18 N3 S   ,26,18,3,0,1,
552.57,21984896,404.146395,404.146324,-0.072,-0.177,C19 H22 N3 O7  ,19,22,3,7,0,
617.60,9741973,404.171552,404.171476,-0.077,-0.190,C21 H26 N O7   ,21,26,1,7,0,
703.14,4767398,404.192643,404.192605,-0.038,-0.095,C18 H30 N O9   ,18,30,1,9,0,
-1000.00,3964595,404.207797,404.207861,0.064,0.158,C22 H30 N O6   ,22,30,1,6,0,
246.50,16103784,405.046290,405.046335,0.044,0.110,C18 H13 O11    ,18,13,0,11,0,
405.44,12708203,405.049672,405.049706,0.034,0.083,C15 H17 O11 S  ,15,17,0,11,1,
547.41,8188275,405.059459,405.059089,-0.370,-0.913,C26 H13 O3 S   ,26,13,0,3,1,
112.19,50502024,405.082773,405.082720,-0.052,-0.130,C19 H17 O10    ,19,17,0,10,0,
380.20,21698952,405.086000,405.086091,0.091,0.226,C16 H21 O10 S  ,16,21,0,10,1,
615.38,70375848,405.119080,405.119106,0.025,0.063,C20 H21 O9     ,20,21,0,9,0,
359.18,17861038,405.132229,405.131860,-0.369,-0.910,C28 H21 O S    ,28,21,0,1,1,
619.85,12708277,405.140158,405.139722,-0.436,-1.077,C30 H17 N2     ,30,17,2,0,0,
626.95,12708277,405.140158,405.140235,0.077,0.190,C17 H25 O11    ,17,25,0,11,0,
41.53,70244800,405.155537,405.155491,-0.046,-0.113,C21 H25 O8     ,21,25,0,8,0,
640.02,14514637,405.168683,405.168245,-0.438,-1.080,C29 H25 S      ,29,25,0,0,1,
45.27,55368160,405.191854,405.191877,0.023,0.056,C22 H29 O7     ,22,29,0,7,0,
18.74,17676798,405.228277,405.228262,-0.015,-0.037,C23 H33 O6     ,23,33,0,6,0,
-1000.00,5372445,405.264669,405.264648,-0.022,-0.053,C24 H37 O5     ,24,37,0,5,0,
531.75,3603598,406.023798,406.023826,0.028,0.069,C17 H12 N O9 S ,17,12,1,9,1,
552.05,5653661,406.041538,406.041584,0.046,0.114,C17 H12 N O11  ,17,12,1,11,0,
217.31,22256828,406.077936,406.077969,0.033,0.082,C18 H16 N O10  ,18,16,1,10,0,
750.91,5956798,406.081523,406.081340,-0.183,-0.450,C15 H20 N O10 S,15,20,1,10,1,
725.01,5823690,406.096379,406.096597,0.218,0.536,C19 H20 N O7 S ,19,20,1,7,1,
118.55,29727960,406.114381,406.114355,-0.026,-0.065,C19 H20 N O9   ,19,20,1,9,0,
576.68,26303714,406.125618,406.125588,-0.030,-0.073,C18 H20 N3 O8  ,18,20,3,8,0,
668.55,4078831,406.140998,406.140844,-0.153,-0.377,C22 H20 N3 O5  ,22,20,3,5,0,
571.20,17407232,406.161928,406.161974,0.046,0.113,C19 H24 N3 O7  ,19,24,3,7,0,
312.16,7462165,406.187117,406.187126,0.008,0.021,C21 H28 N O7   ,21,28,1,7,0,
677.54,4994334,406.198322,406.198359,0.037,0.092,C20 H28 N3 O6  ,20,28,3,6,0,
-1000.00,6332359,407.025388,407.025086,-0.301,-0.741,C30 H3 N2 O    ,30,3,2,1,0,
494.50,6332359,407.025388,407.024948,-0.440,-1.081,C9 H15 N2 O14 S,9,15,2,14,1,
589.42,6332359,407.025388,407.025599,0.212,0.520,C17 H11 O12    ,17,11,0,12,0,
150.94,35856356,407.062020,407.061985,-0.035,-0.087,C18 H15 O11    ,18,15,0,11,0,
470.41,14761960,407.065359,407.065356,-0.003,-0.007,C15 H19 O11 S  ,15,19,0,11,1,
742.17,11833326,407.073196,407.073218,0.022,0.054,C17 H15 N2 O10 ,17,15,2,10,0,
667.49,11829232,407.075172,407.074739,-0.433,-1.064,C26 H15 O3 S   ,26,15,0,3,1,
640.51,11751421,407.091558,407.091846,0.288,0.707,C18 H19 N2 O7 S,18,19,2,7,1,
80.47,86695936,407.098340,407.098370,0.031,0.076,C19 H19 O10    ,19,19,0,10,0,
578.84,18395142,407.101576,407.101742,0.165,0.406,C16 H23 O10 S  ,16,23,0,10,1,
728.00,34545676,407.109546,407.109604,0.058,0.142,C18 H19 N2 O9  ,18,19,2,9,0,
56.67,119136288,407.134791,407.134756,-0.035,-0.086,C20 H23 O9     ,20,23,0,9,0,
746.41,24141866,407.146034,407.145989,-0.045,-0.111,C19 H23 N2 O8  ,19,23,2,8,0,
64.07,85876800,407.171131,407.171141,0.011,0.026,C21 H27 O8     ,21,27,0,8,0,
756.51,8785992,407.182314,407.182375,0.061,0.150,C20 H27 N2 O7  ,20,27,2,7,0,
52.41,49913948,407.207558,407.207527,-0.031,-0.077,C22 H31 O7     ,22,31,0,7,0,
-1000.00,11587707,407.243953,407.243912,-0.040,-0.099,C23 H35 O6     ,23,35,0,6,0,
622.52,5401352,408.039524,408.039476,-0.049,-0.120,C17 H14 N O9 S ,17,14,1,9,1,
467.52,12874518,408.057132,408.056721,-0.411,-1.008,C30 H6 N3      ,30,6,3,0,0,
540.33,12874518,408.057132,408.057234,0.102,0.249,C17 H14 N O11  ,17,14,1,11,0,
767.40,4345625,408.060635,408.060605,-0.030,-0.073,C14 H18 N O11 S,14,18,1,11,1,
613.55,5813039,408.087038,408.087095,0.056,0.137,C17 H18 N3 O7 S,17,18,3,7,1,
149.20,31695668,408.093649,408.093619,-0.029,-0.072,C18 H18 N O10  ,18,18,1,10,0,
622.67,7408439,408.097118,408.096990,-0.127,-0.312,C15 H22 N O10 S,15,22,1,10,1,
631.02,19505982,408.104894,408.104853,-0.042,-0.102,C17 H18 N3 O9  ,17,18,3,9,0,
755.88,4064065,408.109161,408.108875,-0.286,-0.700,C22 H18 N O7   ,22,18,1,7,0,
697.23,3859276,408.123183,408.123480,0.297,0.728,C18 H22 N3 O6 S,18,22,3,6,1,
194.84,31712082,408.130010,408.130005,-0.005,-0.013,C19 H22 N O9   ,19,22,1,9,0,
122.11,26706780,408.141238,408.141238,0.000,0.000,C18 H22 N3 O8  ,18,22,3,8,0,
565.87,6462312,408.156552,408.156494,-0.057,-0.140,C22 H22 N3 O5  ,22,22,3,5,0,
663.27,12071801,408.177656,408.177624,-0.033,-0.080,C19 H26 N3 O7  ,19,26,3,7,0,
430.67,6017934,408.202858,408.202776,-0.083,-0.202,C21 H30 N O7   ,21,30,1,7,0,
-1000.00,8312366,409.023492,409.023491,-0.001,-0.002,C17 H13 O10 S  ,17,13,0,10,1,
450.04,17573436,409.041178,409.040736,-0.442,-1.080,C30 H5 N2 O    ,30,5,2,1,0,
521.68,17573436,409.041178,409.041249,0.071,0.174,C17 H13 O12    ,17,13,0,12,0,
655.26,4596288,409.044776,409.044621,-0.156,-0.381,C14 H17 O12 S  ,14,17,0,12,1,
771.71,3590725,409.052304,409.052483,0.179,0.438,C16 H13 N2 O11 ,16,13,2,11,0,
584.11,5036617,409.056680,409.056506,-0.175,-0.427,C21 H13 O9     ,21,13,0,9,0,
93.81,70477400,409.077674,409.077635,-0.039,-0.095,C18 H17 O11    ,18,17,0,11,0,
655.16,12641885,409.080929,409.081006,0.077,0.187,C15 H21 O11 S  ,15,21,0,11,1,
695.53,12641885,409.080929,409.080493,-0.436,-1.067,C28 H13 N2 S   ,28,13,2,0,1,
736.89,22070884,409.088929,409.088868,-0.061,-0.149,C17 H17 N2 O10 ,17,17,2,10,0,
624.76,8216167,409.093129,409.092891,-0.238,-0.581,C22 H17 O8     ,22,17,0,8,0,
49.27,154265200,409.113987,409.114020,0.034,0.083,C19 H21 O10    ,19,21,0,10,0,
739.28,31499904,409.125213,409.125254,0.041,0.099,C18 H21 N2 O9  ,18,21,2,9,0,
49.55,141223568,409.150455,409.150406,-0.049,-0.119,C20 H25 O9     ,20,25,0,9,0,
754.37,15816351,409.161680,409.161639,-0.041,-0.099,C19 H25 N2 O8  ,19,25,2,8,0,
675.00,6678181,409.168874,409.169033,0.159,0.389,C21 H29 O6 S   ,21,29,0,6,1,
111.52,68675248,409.186783,409.186791,0.008,0.020,C21 H29 O8     ,21,29,0,8,0,
17.22,28116690,409.223204,409.223177,-0.027,-0.067,C22 H33 O7     ,22,33,0,7,0,
-1000.00,5920495,409.259509,409.259562,0.053,0.130,C23 H37 O6     ,23,37,0,6,0,
107.78,27961712,410.042818,410.042372,-0.446,-1.089,C9 H16 N O17   ,9,16,1,17,0,
334.03,10402169,410.055085,410.055126,0.041,0.100,C17 H16 N O9 S ,17,16,1,9,1,
337.93,18942344,410.072843,410.072884,0.041,0.099,C17 H16 N O11  ,17,16,1,11,0,
727.64,4612500,410.087990,410.088140,0.150,0.366,C21 H16 N O8   ,21,16,1,8,0,
584.56,6873504,410.102801,410.102745,-0.056,-0.138,C17 H20 N3 O7 S,17,20,3,7,1,
220.82,37022116,410.109268,410.109269,0.001,0.003,C18 H20 N O10  ,18,20,1,10,0,
614.44,23857582,410.120516,410.120503,-0.014,-0.033,C17 H20 N3 O9  ,17,20,3,9,0,
717.36,4824498,410.124762,410.124526,-0.236,-0.577,C22 H20 N O7   ,22,20,1,7,0,
716.33,3713469,410.138767,410.139130,0.363,0.886,C18 H24 N3 O6 S,18,24,3,6,1,
437.20,25266628,410.145690,410.145655,-0.035,-0.087,C19 H24 N O9   ,19,24,1,9,0,
676.17,17762764,410.156856,410.156888,0.032,0.079,C18 H24 N3 O8  ,18,24,3,8,0,
546.72,12032490,410.193241,410.193274,0.033,0.079,C19 H28 N3 O7  ,19,28,3,7,0,
664.42,4717721,411.035827,411.035770,-0.057,-0.138,C20 H11 O10    ,20,11,0,10,0,
555.07,10439835,411.039177,411.039141,-0.035,-0.086,C17 H15 O10 S  ,17,15,0,10,1,
582.08,5752996,411.050082,411.050375,0.292,0.711,C16 H15 N2 O9 S,16,15,2,9,1,
119.44,39054504,411.056880,411.056899,0.020,0.048,C17 H15 O12    ,17,15,0,12,0,
524.70,8037558,411.072143,411.072156,0.012,0.030,C21 H15 O9     ,21,15,0,9,0,
97.34,116092104,411.093249,411.093285,0.036,0.087,C18 H19 O11    ,18,19,0,11,0,
665.71,9379018,411.096011,411.096143,0.132,0.322,C28 H15 N2 S   ,28,15,2,0,1,
733.07,24947920,411.104551,411.104518,-0.033,-0.080,C17 H19 N2 O10 ,17,19,2,10,0,
649.99,10611924,411.108780,411.108541,-0.239,-0.581,C22 H19 O8     ,22,19,0,8,0,
644.06,10296537,411.114402,411.114414,0.012,0.029,C15 H23 O13    ,15,23,0,13,0,
26.06,162589920,411.129702,411.129671,-0.031,-0.076,C19 H23 O10    ,19,23,0,10,0,
731.36,23342318,411.140884,411.140904,0.020,0.049,C18 H23 N2 O9  ,18,23,2,9,0,
570.80,10165489,411.145058,411.144927,-0.131,-0.319,C23 H23 O7     ,23,23,0,7,0,
88.90,105966848,411.166018,411.166056,0.038,0.094,C20 H27 O9     ,20,27,0,9,0,
741.49,9581836,411.177210,411.177289,0.079,0.193,C19 H27 N2 O8  ,19,27,2,8,0,
755.76,7185679,411.181350,411.181312,-0.038,-0.093,C24 H27 O6     ,24,27,0,6,0,
670.64,4527378,411.184563,411.184683,0.120,0.292,C21 H31 O6 S   ,21,31,0,6,1,
128.86,38186272,411.202484,411.202442,-0.043,-0.103,C21 H31 O8     ,21,31,0,8,0,
-1000.00,10919230,411.238788,411.238827,0.039,0.095,C22 H35 O7     ,22,35,0,7,0,
700.34,5642208,412.067449,412.067405,-0.045,-0.108,C20 H14 N O9   ,20,14,1,9,0,
489.14,11444194,412.070689,412.070776,0.086,0.210,C17 H18 N O9 S ,17,18,1,9,1,
735.30,8300524,412.081963,412.082009,0.046,0.113,C16 H18 N3 O8 S,16,18,3,8,1,
342.61,25407472,412.088546,412.088534,-0.012,-0.029,C17 H18 N O11  ,17,18,1,11,0,
628.93,3578867,412.091265,412.091392,0.127,0.308,C27 H14 N3 S   ,27,14,3,0,1,
771.22,9433082,412.099712,412.099767,0.055,0.133,C16 H18 N3 O10 ,16,18,3,10,0,
703.06,8818685,412.103894,412.103790,-0.104,-0.253,C21 H18 N O8   ,21,18,1,8,0,
518.98,32395278,412.124920,412.124919,-0.001,-0.001,C18 H22 N O10  ,18,22,1,10,0,
280.21,45461528,412.136124,412.136153,0.029,0.070,C17 H22 N3 O9  ,17,22,3,9,0,
580.04,5068839,412.155661,412.155432,-0.230,-0.557,C26 H22 N O4   ,26,22,1,4,0,
606.30,10702901,412.172545,412.172538,-0.006,-0.015,C18 H26 N3 O8  ,18,26,3,8,0,
30.07,70349496,412.966396,412.966764,0.368,0.891,C11 H9 O15 S   ,11,9,0,15,1,
85.31,70349496,412.966396,412.966251,-0.145,-0.351,C24 H N2 O4 S  ,24,1,2,4,1,
579.82,3402464,413.015158,413.015035,-0.123,-0.299,C19 H9 O11     ,19,9,0,11,0,
370.92,5716707,413.018470,413.018406,-0.065,-0.156,C16 H13 O11 S  ,16,13,0,11,1,
362.57,10121982,413.051340,413.051420,0.080,0.194,C20 H13 O10    ,20,13,0,10,0,
594.17,13222656,413.054767,413.054791,0.024,0.059,C17 H17 O10 S  ,17,17,0,10,1,
84.19,65172240,413.072520,413.072550,0.030,0.072,C17 H17 O12    ,17,17,0,12,0,
408.98,13169435,413.087858,413.087806,-0.052,-0.127,C21 H17 O9     ,21,17,0,9,0,
56.54,123532080,413.108968,413.108935,-0.033,-0.081,C18 H21 O11    ,18,21,0,11,0,
706.39,22147894,413.120175,413.120168,-0.007,-0.017,C17 H21 N2 O10 ,17,21,2,10,0,
515.83,15561529,413.124251,413.124191,-0.060,-0.144,C22 H21 O8     ,22,21,0,8,0,
567.13,26874692,413.137354,413.136945,-0.409,-0.990,C30 H21 S      ,30,21,0,0,1,
45.43,111506248,413.145303,413.145321,0.018,0.044,C19 H25 O10    ,19,25,0,10,0,
705.29,13648723,413.156557,413.156554,-0.003,-0.008,C18 H25 N2 O9  ,18,25,2,9,0,
467.79,14775126,413.160626,413.160577,-0.049,-0.119,C23 H25 O7     ,23,25,0,7,0,
652.75,19338072,413.163865,413.163948,0.083,0.200,C20 H29 O7 S   ,20,29,0,7,1,
114.17,54473576,413.181753,413.181706,-0.047,-0.114,C20 H29 O9     ,20,29,0,9,0,
596.15,10965876,413.197063,413.196962,-0.101,-0.245,C24 H29 O6     ,24,29,0,6,0,
219.16,13345669,413.218125,413.218092,-0.034,-0.081,C21 H33 O8     ,21,33,0,8,0,
492.08,4063121,413.233208,413.233348,0.140,0.339,C25 H33 O5     ,25,33,0,5,0,
612.71,3273251,414.046461,414.046018,-0.444,-1.072,C11 H16 N3 O12 S,11,16,3,12,1,
669.10,3273251,414.046461,414.046669,0.208,0.502,C19 H12 N O10  ,19,12,1,10,0,
674.52,9950784,414.083091,414.083055,-0.036,-0.088,C20 H16 N O9   ,20,16,1,9,0,
576.28,10950211,414.086389,414.086426,0.037,0.088,C17 H20 N O9 S ,17,20,1,9,1,
565.04,5865036,414.097620,414.097659,0.039,0.094,C16 H20 N3 O8 S,16,20,3,8,1,
412.66,27448914,414.104252,414.104184,-0.068,-0.165,C17 H20 N O11  ,17,20,1,11,0,
724.78,10282587,414.115463,414.115417,-0.045,-0.109,C16 H20 N3 O10 ,16,20,3,10,0,
660.45,12568158,414.119488,414.119440,-0.048,-0.116,C21 H20 N O8   ,21,20,1,8,0,
677.49,4075113,414.133674,414.134045,0.371,0.895,C17 H24 N3 O7 S,17,24,3,7,1,
662.73,9879160,414.151749,414.151803,0.054,0.129,C17 H24 N3 O9  ,17,24,3,9,0,
673.65,6522491,414.155923,414.155826,-0.097,-0.235,C22 H24 N O7   ,22,24,1,7,0,
641.04,3915413,414.188263,414.188188,-0.075,-0.181,C18 H28 N3 O8  ,18,28,3,8,0,
633.51,3887769,414.192243,414.192211,-0.032,-0.077,C23 H28 N O6   ,23,28,1,6,0,
641.88,3675817,414.213220,414.213341,0.121,0.291,C20 H32 N O8   ,20,32,1,8,0,
424.36,6064445,415.030703,415.030685,-0.018,-0.044,C19 H11 O11    ,19,11,0,11,0,
226.49,9808192,415.034132,415.034056,-0.077,-0.184,C16 H15 O11 S  ,16,15,0,11,1,
543.75,6777160,415.043851,415.043439,-0.413,-0.994,C27 H11 O3 S   ,27,11,0,3,1,
344.37,19626318,415.051755,415.051301,-0.454,-1.094,C29 H7 N2 O2   ,29,7,2,2,0,
345.54,19626318,415.051755,415.051814,0.059,0.142,C16 H15 O13    ,16,15,0,13,0,
140.48,15448410,415.067104,415.067070,-0.034,-0.082,C20 H15 O10    ,20,15,0,10,0,
563.56,16685405,415.070365,415.070441,0.076,0.184,C17 H19 O10 S  ,17,19,0,10,1,
86.74,69761384,415.088188,415.088200,0.012,0.029,C17 H19 O12    ,17,19,0,12,0,
712.88,10844532,415.099269,415.099433,0.164,0.395,C16 H19 N2 O11 ,16,19,2,11,0,
250.27,22100344,415.103519,415.103456,-0.063,-0.152,C21 H19 O9     ,21,19,0,9,0,
393.72,26343810,415.116643,415.116210,-0.433,-1.044,C29 H19 O S    ,29,19,0,1,1,
131.88,81623432,415.124623,415.124585,-0.038,-0.092,C18 H23 O11    ,18,23,0,11,0,
244.53,23828884,415.139889,415.139841,-0.048,-0.115,C22 H23 O8     ,22,23,0,8,0,
632.28,27056536,415.143151,415.143212,0.061,0.148,C19 H27 O8 S   ,19,27,0,8,1,
375.55,27908512,415.152942,415.152595,-0.346,-0.834,C30 H23 S      ,30,23,0,0,1,
229.33,48708004,415.160937,415.160971,0.034,0.082,C19 H27 O10    ,19,27,0,10,0,
118.93,19569074,415.176278,415.176227,-0.052,-0.124,C23 H27 O7     ,23,27,0,7,0,
601.86,15608245,415.179567,415.179598,0.031,0.075,C20 H31 O7 S   ,20,31,0,7,1,
