mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
397.42,27863338,410.145698,410.145655,-0.043,-0.105,C19 H24 N O9   ,19,24,1,9,0,
726.47,10385716,410.156893,410.156888,-0.005,-0.011,C18 H24 N3 O8  ,18,24,3,8,0,
176.73,16005449,410.182028,410.182040,0.012,0.030,C20 H28 N O8   ,20,28,1,8,0,
454.63,4204903,410.218486,410.218426,-0.060,-0.146,C21 H32 N O7   ,21,32,1,7,0,
-1000.00,4371454,411.020291,411.020001,-0.290,-0.706,C29 H3 N2 O2   ,29,3,2,2,0,
494.55,4371454,411.020291,411.019862,-0.429,-1.043,C8 H15 N2 O15 S,8,15,2,15,1,
603.28,4371454,411.020291,411.020514,0.223,0.542,C16 H11 O13    ,16,11,0,13,0,
608.62,7937034,411.035810,411.035770,-0.040,-0.098,C20 H11 O10    ,20,11,0,10,0,
558.58,10386445,411.039080,411.039141,0.061,0.148,C17 H15 O10 S  ,17,15,0,10,1,
135.29,43052060,411.056873,411.056899,0.027,0.065,C17 H15 O12    ,17,15,0,12,0,
471.22,12024872,411.072093,411.072156,0.063,0.153,C21 H15 O9     ,21,15,0,9,0,
99.09,120974392,411.093242,411.093285,0.043,0.104,C18 H19 O11    ,18,19,0,11,0,
747.09,22334530,411.104533,411.104518,-0.014,-0.034,C17 H19 N2 O10 ,17,19,2,10,0,
617.59,11418699,411.114456,411.114414,-0.041,-0.101,C15 H23 O13    ,15,23,0,13,0,
73.82,170126416,411.129690,411.129671,-0.019,-0.047,C19 H23 O10    ,19,23,0,10,0,
754.31,18803808,411.140864,411.140904,0.040,0.096,C18 H23 N2 O9  ,18,23,2,9,0,
650.91,8359013,411.144984,411.144927,-0.057,-0.139,C23 H23 O7     ,23,23,0,7,0,
606.23,13032553,411.150784,411.150800,0.016,0.038,C16 H27 O12    ,16,27,0,12,0,
63.53,132508792,411.166003,411.166056,0.053,0.130,C20 H27 O9     ,20,27,0,9,0,
706.09,6538367,411.177190,411.177289,0.100,0.243,C19 H27 N2 O8  ,19,27,2,8,0,
589.87,6984834,411.181273,411.181312,0.039,0.095,C24 H27 O6     ,24,27,0,6,0,
92.79,65793172,411.202485,411.202442,-0.044,-0.106,C21 H31 O8     ,21,31,0,8,0,
155.51,5016739,411.220897,411.221069,0.172,0.417,C22 H35 O5 S   ,22,35,0,5,1,
16.22,41626800,411.238764,411.238827,0.064,0.154,C22 H35 O7     ,22,35,0,7,0,
529.27,6252369,412.051991,412.051635,-0.355,-0.863,C29 H6 N3 O    ,29,6,3,1,0,
592.84,6252369,412.051991,412.052148,0.158,0.383,C16 H14 N O12  ,16,14,1,12,0,
701.19,5883742,412.067531,412.067405,-0.127,-0.308,C20 H14 N O9   ,20,14,1,9,0,
691.86,9068384,412.070579,412.070776,0.197,0.477,C17 H18 N O9 S ,17,18,1,9,1,
264.50,30666608,412.088552,412.088534,-0.018,-0.044,C17 H18 N O11  ,17,18,1,11,0,
772.29,8638328,412.099643,412.099767,0.124,0.302,C16 H18 N3 O10 ,16,18,3,10,0,
712.80,6471548,412.103899,412.103790,-0.109,-0.264,C21 H18 N O8   ,21,18,1,8,0,
390.10,35073932,412.124932,412.124919,-0.012,-0.030,C18 H22 N O10  ,18,22,1,10,0,
767.69,13049751,412.136093,412.136153,0.060,0.144,C17 H22 N3 O9  ,17,22,3,9,0,
511.85,31494060,412.161304,412.161305,0.001,0.003,C19 H26 N O9   ,19,26,1,9,0,
755.58,7303093,412.172469,412.172538,0.069,0.167,C18 H26 N3 O8  ,18,26,3,8,0,
371.45,11435977,412.197738,412.197691,-0.047,-0.114,C20 H30 N O8   ,20,30,1,8,0,
-1000.00,4936260,412.966447,412.966251,-0.196,-0.475,C24 H N2 O4 S  ,24,1,2,4,1,
-1000.00,4936260,412.966447,412.966764,0.317,0.768,C11 H9 O15 S   ,11,9,0,15,1,
-1000.00,5767788,413.015076,413.015035,-0.042,-0.101,C19 H9 O11     ,19,9,0,11,0,
-1000.00,6603375,413.018367,413.018406,0.039,0.094,C16 H13 O11 S  ,16,13,0,11,1,
406.54,11584125,413.036012,413.035651,-0.361,-0.874,C29 H5 N2 O2   ,29,5,2,2,0,
432.26,11584125,413.036012,413.036164,0.152,0.368,C16 H13 O13    ,16,13,0,13,0,
610.08,11678346,413.051398,413.051420,0.023,0.055,C20 H13 O10    ,20,13,0,10,0,
568.41,14787212,413.054742,413.054791,0.049,0.119,C17 H17 O10 S  ,17,17,0,10,1,
103.42,68121240,413.072506,413.072550,0.043,0.104,C17 H17 O12    ,17,17,0,12,0,
238.63,15090344,413.087866,413.087806,-0.060,-0.145,C21 H17 O9     ,21,17,0,9,0,
95.67,134935232,413.108960,413.108935,-0.025,-0.060,C18 H21 O11    ,18,21,0,11,0,
735.79,18944706,413.120170,413.120168,-0.002,-0.004,C17 H21 N2 O10 ,17,21,2,10,0,
618.08,12686022,413.124226,413.124191,-0.035,-0.084,C22 H21 O8     ,22,21,0,8,0,
138.66,122843864,413.145287,413.145321,0.034,0.082,C19 H25 O10    ,19,25,0,10,0,
715.09,18260704,413.154986,413.154703,-0.283,-0.685,C30 H21 O2     ,30,21,0,2,0,
518.21,10627812,413.160609,413.160577,-0.032,-0.077,C23 H25 O7     ,23,25,0,7,0,
592.07,46346984,413.163893,413.163948,0.055,0.133,C20 H29 O7 S   ,20,29,0,7,1,
74.60,102429432,413.181749,413.181706,-0.043,-0.105,C20 H29 O9     ,20,29,0,9,0,
712.39,8751864,413.184751,413.185077,0.326,0.789,C17 H33 O9 S   ,17,33,0,9,1,
742.68,8569602,413.197052,413.196962,-0.089,-0.216,C24 H29 O6     ,24,29,0,6,0,
618.65,7209735,413.202911,413.202835,-0.076,-0.183,C17 H33 O11    ,17,33,0,11,0,
77.99,35287828,413.218087,413.218092,0.005,0.012,C21 H33 O8     ,21,33,0,8,0,
-1000.00,15680305,413.254516,413.254477,-0.039,-0.094,C22 H37 O7     ,22,37,0,7,0,
603.49,6958529,414.050000,414.050040,0.040,0.096,C16 H16 N O10 S,16,16,1,10,1,
423.54,13682127,414.067654,414.067285,-0.368,-0.889,C29 H8 N3 O    ,29,8,3,1,0,
501.32,13682127,414.067654,414.067799,0.145,0.350,C16 H16 N O12  ,16,16,1,12,0,
824.86,3792345,414.078883,414.079032,0.148,0.359,C15 H16 N3 O11 ,15,16,3,11,0,
689.97,8408540,414.083090,414.083055,-0.035,-0.085,C20 H16 N O9   ,20,16,1,9,0,
628.97,8000991,414.086366,414.086426,0.060,0.144,C17 H20 N O9 S ,17,20,1,9,1,
310.96,32978414,414.104252,414.104184,-0.068,-0.164,C17 H20 N O11  ,17,20,1,11,0,
839.67,7564791,414.115411,414.115417,0.006,0.015,C16 H20 N3 O10 ,16,20,3,10,0,
695.83,8408570,414.119454,414.119440,-0.013,-0.032,C21 H20 N O8   ,21,20,1,8,0,
498.01,27694604,414.140562,414.140570,0.008,0.019,C18 H24 N O10  ,18,24,1,10,0,
700.46,9250325,414.151710,414.151803,0.093,0.224,C17 H24 N3 O9  ,17,24,3,9,0,
702.04,5149208,414.155856,414.155826,-0.030,-0.073,C22 H24 N O7   ,22,24,1,7,0,
592.69,15345194,414.176996,414.176955,-0.041,-0.098,C19 H28 N O9   ,19,28,1,9,0,
530.00,7890504,414.213401,414.213341,-0.060,-0.146,C20 H32 N O8   ,20,32,1,8,0,
-1000.00,9349353,415.030787,415.030685,-0.102,-0.246,C19 H11 O11    ,19,11,0,11,0,
334.71,9648363,415.034059,415.034056,-0.004,-0.009,C16 H15 O11 S  ,16,15,0,11,1,
479.21,19470586,415.051760,415.051814,0.054,0.129,C16 H15 O13    ,16,15,0,13,0,
143.14,16472326,415.067024,415.067070,0.046,0.111,C20 H15 O10    ,20,15,0,10,0,
579.16,15440137,415.070332,415.070441,0.110,0.265,C17 H19 O10 S  ,17,19,0,10,1,
147.84,77920536,415.088176,415.088200,0.024,0.058,C17 H19 O12    ,17,19,0,12,0,
629.94,10637601,415.099386,415.099433,0.047,0.113,C16 H19 N2 O11 ,16,19,2,11,0,
166.98,19978532,415.103514,415.103456,-0.059,-0.141,C21 H19 O9     ,21,19,0,9,0,
147.07,97351992,415.124609,415.124585,-0.024,-0.057,C18 H23 O11    ,18,23,0,11,0,
714.26,12953919,415.135796,415.135819,0.022,0.053,C17 H23 N2 O10 ,17,23,2,10,0,
254.38,21469506,415.139890,415.139841,-0.049,-0.118,C22 H23 O8     ,22,23,0,8,0,
183.86,39647556,415.143147,415.143212,0.066,0.158,C19 H27 O8 S   ,19,27,0,8,1,
227.50,73660752,415.160929,415.160971,0.041,0.100,C19 H27 O10    ,19,27,0,10,0,
189.84,16193888,415.176308,415.176227,-0.081,-0.195,C23 H27 O7     ,23,27,0,7,0,
439.85,38975844,415.179564,415.179598,0.034,0.082,C20 H31 O7 S   ,20,31,0,7,1,
106.26,49690992,415.197393,415.197356,-0.037,-0.088,C20 H31 O9     ,20,31,0,9,0,
583.83,12634494,415.212651,415.212612,-0.039,-0.094,C24 H31 O6     ,24,31,0,6,0,
25.60,12499344,415.233734,415.233742,0.007,0.017,C21 H35 O8     ,21,35,0,8,0,
523.56,4469149,415.249111,415.248998,-0.113,-0.273,C25 H35 O5     ,25,35,0,5,0,
578.58,9145402,416.062360,416.062319,-0.041,-0.098,C19 H14 N O10  ,19,14,1,10,0,
612.55,7763005,416.065713,416.065690,-0.022,-0.053,C16 H18 N O10 S,16,18,1,10,1,
453.55,15793227,416.083352,416.082936,-0.417,-1.002,C29 H10 N3 O   ,29,10,3,1,0,
513.90,15793227,416.083352,416.083449,0.096,0.231,C16 H18 N O12  ,16,18,1,12,0,
619.63,14310488,416.098702,416.098705,0.002,0.005,C20 H18 N O9   ,20,18,1,9,0,
284.10,25721962,416.119837,416.119834,-0.003,-0.007,C17 H22 N O11  ,17,22,1,11,0,
710.31,6581363,416.131018,416.131067,0.049,0.119,C16 H22 N3 O10 ,16,22,3,10,0,
559.58,11697270,416.135123,416.135090,-0.032,-0.078,C21 H22 N O8   ,21,22,1,8,0,
564.22,18332806,416.156221,416.156220,-0.001,-0.003,C18 H26 N O10  ,18,26,1,10,0,
677.82,6309008,416.167422,416.167453,0.031,0.074,C17 H26 N3 O9  ,17,26,3,9,0,
626.77,7595156,416.171472,416.171476,0.003,0.008,C22 H26 N O7   ,22,26,1,7,0,
615.96,8074405,416.192537,416.192605,0.068,0.163,C19 H30 N O9   ,19,30,1,9,0,
609.39,4904114,416.207978,416.207861,-0.117,-0.281,C23 H30 N O6   ,23,30,1,6,0,
-1000.00,4857669,417.009998,417.009949,-0.048,-0.116,C18 H9 O12     ,18,9,0,12,0,
-1000.00,5959496,417.013181,417.013320,0.139,0.335,C15 H13 O12 S  ,15,13,0,12,1,
504.28,5959496,417.013181,417.012807,-0.374,-0.896,C28 H5 N2 O S  ,28,5,2,1,1,
133.94,15646563,417.046298,417.046335,0.036,0.087,C19 H13 O11    ,19,13,0,11,0,
242.89,11763558,417.049653,417.049706,0.053,0.127,C16 H17 O11 S  ,16,17,0,11,1,
482.29,22314868,417.067426,417.067464,0.039,0.093,C16 H17 O13    ,16,17,0,13,0,
107.75,26918786,417.082778,417.082720,-0.058,-0.139,C20 H17 O10    ,20,17,0,10,0,
463.70,18890628,417.086077,417.086091,0.014,0.035,C17 H21 O10 S  ,17,21,0,10,1,
167.81,51576724,417.103819,417.103850,0.031,0.073,C17 H21 O12    ,17,21,0,12,0,
677.19,9525148,417.115184,417.115083,-0.101,-0.243,C16 H21 N2 O11 ,16,21,2,11,0,
130.45,34209696,417.119074,417.119106,0.032,0.077,C21 H21 O9     ,21,21,0,9,0,
253.40,22437794,417.122330,417.122477,0.147,0.352,C18 H25 O9 S   ,18,25,0,9,1,
150.16,51937200,417.140185,417.140235,0.050,0.121,C18 H25 O11    ,18,25,0,11,0,
139.10,35372988,417.155554,417.155491,-0.063,-0.150,C22 H25 O8     ,22,25,0,8,0,
344.05,28786624,417.158862,417.158862,0.001,0.002,C19 H29 O8 S   ,19,29,0,8,1,
94.65,26124250,417.191899,417.191877,-0.022,-0.054,C23 H29 O7     ,23,29,0,7,0,
190.04,26025950,417.195175,417.195248,0.073,0.175,C20 H33 O7 S   ,20,33,0,7,1,
155.34,17932268,417.212954,417.213006,0.052,0.124,C20 H33 O9     ,20,33,0,9,0,
20.91,20652024,417.228272,417.228262,-0.010,-0.023,C24 H33 O6     ,24,33,0,6,0,
624.23,3684375,417.264752,417.264648,-0.104,-0.248,C25 H37 O5     ,25,37,0,5,0,
514.84,5892757,418.041572,418.041584,0.012,0.028,C18 H12 N O11  ,18,12,1,11,0,
569.27,8000182,418.081287,418.081340,0.054,0.128,C16 H20 N O10 S,16,20,1,10,1,
615.11,13677252,418.099111,418.099099,-0.012,-0.028,C16 H20 N O12  ,16,20,1,12,0,
704.79,3606222,418.110341,418.110332,-0.009,-0.021,C15 H20 N3 O11 ,15,20,3,11,0,
133.31,18219728,418.114429,418.114355,-0.074,-0.177,C20 H20 N O9   ,20,20,1,9,0,
683.64,14455522,418.135460,418.135484,0.025,0.059,C17 H24 N O11  ,17,24,1,11,0,
681.46,5227244,418.146757,418.146718,-0.039,-0.094,C16 H24 N3 O10 ,16,24,3,10,0,
484.30,12161775,418.150682,418.150740,0.058,0.139,C21 H24 N O8   ,21,24,1,8,0,
543.54,11928320,418.171845,418.171870,0.024,0.058,C18 H28 N O10  ,18,28,1,10,0,
674.48,7643917,418.187164,418.187126,-0.038,-0.092,C22 H28 N O7   ,22,28,1,7,0,
675.60,5059358,418.208278,418.208255,-0.023,-0.055,C19 H32 N O9   ,19,32,1,9,0,
472.91,3489579,418.223743,418.223511,-0.232,-0.555,C23 H32 N O6   ,23,32,1,6,0,
419.00,6622653,419.025557,419.025599,0.042,0.101,C18 H11 O12    ,18,11,0,12,0,
494.66,5952960,419.028806,419.028970,0.164,0.392,C15 H15 O12 S  ,15,15,0,12,1,
590.50,5952960,419.028806,419.028457,-0.349,-0.833,C28 H7 N2 O S  ,28,7,2,1,1,
497.18,6149576,419.038793,419.038353,-0.440,-1.049,C26 H11 O4 S   ,26,11,0,4,1,
106.71,22775258,419.062004,419.061985,-0.020,-0.047,C19 H15 O11    ,19,15,0,11,0,
431.09,11990494,419.065332,419.065356,0.024,0.057,C16 H19 O11 S  ,16,19,0,11,1,
727.44,8713706,419.080540,419.080612,0.072,0.172,C20 H19 O8 S   ,20,19,0,8,1,
59.98,45860344,419.098354,419.098370,0.017,0.039,C20 H19 O10    ,20,19,0,10,0,
393.22,17540604,419.101610,419.101742,0.131,0.313,C17 H23 O10 S  ,17,23,0,10,1,
424.95,18036228,419.111410,419.111124,-0.286,-0.682,C28 H19 O2 S   ,28,19,0,2,1,
446.38,27174410,419.119406,419.118987,-0.419,-1.000,C30 H15 N2 O   ,30,15,2,1,0,
451.56,27174410,419.119406,419.119500,0.094,0.225,C17 H23 O12    ,17,23,0,12,0,
65.04,57280024,419.134766,419.134756,-0.010,-0.025,C21 H23 O9     ,21,23,0,9,0,
493.94,17114650,419.138061,419.138127,0.066,0.157,C18 H27 O9 S   ,18,27,0,9,1,
282.86,24307234,419.147886,419.147510,-0.376,-0.897,C29 H23 O S    ,29,23,0,1,1,
47.82,56411700,419.171144,419.171141,-0.003,-0.006,C22 H27 O8     ,22,27,0,8,0,
540.30,15545911,419.174409,419.174513,0.104,0.247,C19 H31 O8 S   ,19,31,0,8,1,
183.67,23619136,419.184214,419.183895,-0.319,-0.760,C30 H27 S      ,30,27,0,0,1,
19.95,30705234,419.207506,419.207527,0.021,0.050,C23 H31 O7     ,23,31,0,7,0,
350.22,21481072,419.243938,419.243912,-0.026,-0.061,C24 H35 O6     ,24,35,0,6,0,
-1000.00,6198914,419.265051,419.265042,-0.010,-0.023,C21 H39 O8     ,21,39,0,8,0,
-1000.00,3981966,419.280361,419.280298,-0.063,-0.150,C25 H39 O5     ,25,39,0,5,0,
388.63,11483403,420.057193,420.057234,0.041,0.098,C18 H14 N O11  ,18,14,1,11,0,
539.28,5626127,420.060641,420.060605,-0.036,-0.086,C15 H18 N O11 S,15,18,1,11,1,
631.31,4301083,420.075602,420.075861,0.259,0.616,C19 H18 N O8 S ,19,18,1,8,1,
31.86,24168746,420.093643,420.093619,-0.023,-0.056,C19 H18 N O10  ,19,18,1,10,0,
478.75,5284140,420.097053,420.096990,-0.062,-0.148,C16 H22 N O10 S,16,22,1,10,1,
263.08,22513992,420.130003,420.130005,0.002,0.004,C20 H22 N O9   ,20,22,1,9,0,
498.22,14076261,420.166331,420.166390,0.060,0.142,C21 H26 N O8   ,21,26,1,8,0,
474.61,7948675,420.202770,420.202776,0.006,0.013,C22 H30 N O7   ,22,30,1,7,0,
82.56,16616498,421.041197,421.040736,-0.460,-1.093,C31 H5 N2 O    ,31,5,2,1,0,
253.60,16616498,421.041197,421.041249,0.053,0.125,C18 H13 O12    ,18,13,0,12,0,
610.87,6335541,421.044296,421.044621,0.325,0.772,C15 H17 O12 S  ,15,17,0,12,1,
639.49,6335541,421.044296,421.044107,-0.188,-0.447,C28 H9 N2 O S  ,28,9,2,1,1,
652.01,4158527,421.056691,421.056506,-0.185,-0.440,C22 H13 O9     ,22,13,0,9,0,
70.17,46615632,421.077675,421.077635,-0.040,-0.095,C19 H17 O11    ,19,17,0,11,0,
407.47,15051859,421.080931,421.081006,0.075,0.178,C16 H21 O11 S  ,16,21,0,11,1,
647.07,15051859,421.080931,421.080493,-0.438,-1.040,C29 H13 N2 S   ,29,13,2,0,1,
752.31,12323929,421.088863,421.088868,0.005,0.012,C18 H17 N2 O10 ,18,17,2,10,0,
680.70,4516957,421.093305,421.092891,-0.414,-0.984,C23 H17 O8     ,23,17,0,8,0,
35.40,76647536,421.113991,421.114020,0.030,0.071,C20 H21 O10    ,20,21,0,10,0,
48.11,91163784,421.150407,421.150406,-0.001,-0.003,C21 H25 O9     ,21,25,0,9,0,
456.83,13356174,421.153477,421.153777,0.300,0.713,C18 H29 O9 S   ,18,29,0,9,1,
34.17,78449832,421.186814,421.186791,-0.022,-0.053,C22 H29 O8     ,22,29,0,8,0,
661.55,11578548,421.199813,421.199546,-0.267,-0.634,C30 H29 S      ,30,29,0,0,1,
138.82,32836808,421.223152,421.223177,0.025,0.060,C23 H33 O7     ,23,33,0,7,0,
476.94,21654758,421.259602,421.259562,-0.040,-0.094,C24 H37 O6     ,24,37,0,6,0,
524.63,3437395,422.018563,422.018740,0.177,0.420,C17 H12 N O10 S,17,12,1,10,1,
271.19,16772991,422.072920,422.072884,-0.036,-0.085,C18 H16 N O11  ,18,16,1,11,0,
641.91,4517762,422.076201,422.075742,-0.459,-1.088,C28 H12 N3 S   ,28,12,3,0,1,
652.54,4517762,422.076201,422.076255,0.054,0.128,C15 H20 N O11 S,15,20,1,11,1,
67.03,30199710,422.109252,422.109269,0.017,0.040,C19 H20 N O10  ,19,20,1,10,0,
597.14,4282272,422.112719,422.112641,-0.078,-0.185,C16 H24 N O10 S,16,24,1,10,1,
630.98,15552422,422.120462,422.120503,0.040,0.096,C18 H20 N3 O9  ,18,20,3,9,0,
85.76,24195002,422.145718,422.145655,-0.064,-0.150,C20 H24 N O9   ,20,24,1,9,0,
150.30,11313113,422.182046,422.182040,-0.006,-0.013,C21 H28 N O8   ,21,28,1,8,0,
729.35,3645410,422.193115,422.193274,0.159,0.376,C20 H28 N3 O7  ,20,28,3,7,0,
449.39,7266295,422.218472,422.218426,-0.046,-0.109,C22 H32 N O7   ,22,32,1,7,0,
-1000.00,5773959,423.020472,423.020514,0.042,0.099,C17 H11 O13    ,17,11,0,13,0,
675.27,4825748,423.035956,423.035770,-0.186,-0.439,C21 H11 O10    ,21,11,0,10,0,
89.17,33821348,423.056871,423.056899,0.029,0.068,C18 H15 O12    ,18,15,0,12,0,
575.04,6867624,423.060128,423.059758,-0.371,-0.877,C28 H11 N2 O S ,28,11,2,1,1,
597.15,6867624,423.060128,423.060271,0.142,0.336,C15 H19 O12 S  ,15,19,0,12,1,
767.74,6578862,423.067922,423.068133,0.211,0.499,C17 H15 N2 O11 ,17,15,2,11,0,
79.65,83137216,423.093256,423.093285,0.029,0.068,C19 H19 O11    ,19,19,0,11,0,
627.10,11940549,423.096392,423.096656,0.264,0.623,C16 H23 O11 S  ,16,23,0,11,1,
643.68,11940549,423.096392,423.096143,-0.249,-0.589,C29 H15 N2 S   ,29,15,2,0,1,
751.95,20648652,423.104551,423.104518,-0.032,-0.077,C18 H19 N2 O10 ,18,19,2,10,0,
772.11,6044368,423.108820,423.108541,-0.279,-0.660,C23 H19 O8     ,23,19,0,8,0,
693.55,7033556,423.113950,423.113901,-0.049,-0.116,C29 H15 N2 O2  ,29,15,2,2,0,
696.86,7033556,423.113950,423.114414,0.464,1.097,C16 H23 O13    ,16,23,0,13,0,
41.04,122622688,423.129715,423.129671,-0.045,-0.106,C20 H23 O10    ,20,23,0,10,0,
722.82,13247203,423.132807,423.133042,0.235,0.555,C17 H27 O10 S  ,17,27,0,10,1,
398.05,19845866,423.140893,423.140904,0.010,0.025,C19 H23 N2 O9  ,19,23,2,9,0,
102.16,105419520,423.166034,423.166056,0.022,0.053,C21 H27 O9     ,21,27,0,9,0,
660.52,8418049,423.169111,423.169427,0.316,0.747,C18 H31 O9 S   ,18,31,0,9,1,
767.41,9499399,423.177193,423.177289,0.096,0.227,C20 H27 N2 O8  ,20,27,2,8,0,
30.87,83956504,423.202481,423.202442,-0.039,-0.093,C22 H31 O8     ,22,31,0,8,0,
44.25,26112826,423.238819,423.238827,0.008,0.020,C23 H35 O7     ,23,35,0,7,0,
19.61,13239127,423.275194,423.275213,0.019,0.044,C24 H39 O6     ,24,39,0,6,0,
579.97,8082899,424.052110,424.052148,0.039,0.091,C17 H14 N O12  ,17,14,1,12,0,
192.73,26858992,424.088532,424.088534,0.002,0.006,C18 H18 N O11  ,18,18,1,11,0,
572.43,3609075,424.091680,424.091392,-0.288,-0.678,C28 H14 N3 S   ,28,14,3,0,1,
618.84,3609075,424.091680,424.091905,0.225,0.531,C15 H22 N O11 S,15,22,1,11,1,
183.50,29996558,424.124950,424.124919,-0.031,-0.072,C19 H22 N O10  ,19,22,1,10,0,
490.50,20534828,424.161295,424.161305,0.010,0.024,C20 H26 N O9   ,20,26,1,9,0,
525.06,9139786,424.197727,424.197691,-0.036,-0.086,C21 H30 N O8   ,21,30,1,8,0,
-1000.00,5549672,424.234129,424.234076,-0.053,-0.124,C22 H34 N O7   ,22,34,1,7,0,
30.24,13461751,425.036116,425.035651,-0.465,-1.094,C30 H5 N2 O2   ,30,5,2,2,0,
402.94,13461751,425.036116,425.036164,0.048,0.113,C17 H13 O13    ,17,13,0,13,0,
685.78,7973124,425.051393,425.051420,0.027,0.064,C21 H13 O10    ,21,13,0,10,0,
645.12,10443014,425.054712,425.054791,0.080,0.187,C18 H17 O10 S  ,18,17,0,10,1,
74.86,64821524,425.072506,425.072550,0.043,0.102,C18 H17 O12    ,18,17,0,12,0,
759.61,11905310,425.083733,425.083783,0.050,0.117,C17 H17 N2 O11 ,17,17,2,11,0,
588.35,9726241,425.087893,425.087806,-0.087,-0.204,C22 H17 O9     ,22,17,0,9,0,
72.01,130881840,425.108979,425.108935,-0.044,-0.104,C19 H21 O11    ,19,21,0,11,0,
182.85,61151540,425.112311,425.112306,-0.005,-0.012,C16 H25 O11 S  ,16,25,0,11,1,
737.96,24639804,425.120184,425.120168,-0.015,-0.036,C18 H21 N2 O10 ,18,21,2,10,0,
578.37,12013891,425.129785,425.129551,-0.233,-0.549,C29 H17 N2 O2  ,29,17,2,2,0,
602.85,12013891,425.129785,425.130064,0.280,0.658,C16 H25 O13    ,16,25,0,13,0,
61.94,140908880,425.145307,425.145321,0.014,0.032,C20 H25 O10    ,20,25,0,10,0,
355.17,14121305,425.156540,425.156554,0.014,0.032,C19 H25 N2 O9  ,19,25,2,9,0,
312.26,21428576,425.163853,425.163948,0.095,0.224,C21 H29 O7 S   ,21,29,0,7,1,
132.42,87857520,425.181714,425.181706,-0.008,-0.018,C21 H29 O9     ,21,29,0,9,0,
617.34,14637437,425.200350,425.200333,-0.017,-0.039,C22 H33 O6 S   ,22,33,0,6,1,
388.07,59152780,425.218110,425.218092,-0.019,-0.044,C22 H33 O8     ,22,33,0,8,0,
23.57,16718249,425.254425,425.254477,0.052,0.122,C23 H37 O7     ,23,37,0,7,0,
-1000.00,5734855,425.290946,425.290863,-0.083,-0.196,C24 H41 O6     ,24,41,0,6,0,
416.53,13392961,426.067716,426.067285,-0.431,-1.011,C30 H8 N3 O    ,30,8,3,1,0,
495.30,13392961,426.067716,426.067799,0.082,0.193,C17 H16 N O12  ,17,16,1,12,0,
710.36,5036110,426.082900,426.083055,0.154,0.362,C21 H16 N O9   ,21,16,1,9,0,
283.31,31956062,426.104236,426.104184,-0.052,-0.122,C18 H20 N O11  ,18,20,1,11,0,
740.50,4619372,426.119699,426.119440,-0.259,-0.608,C22 H20 N O8   ,22,20,1,8,0,
486.70,26246268,426.140584,426.140570,-0.015,-0.035,C19 H24 N O10  ,19,24,1,10,0,
742.93,10267782,426.151782,426.151803,0.021,0.050,C18 H24 N3 O9  ,18,24,3,9,0,
412.38,20315290,426.176966,426.176955,-0.011,-0.025,C20 H28 N O9   ,20,28,1,9,0,
744.30,4307108,426.188080,426.188188,0.108,0.254,C19 H28 N3 O8  ,19,28,3,8,0,
508.89,7392440,426.213440,426.213341,-0.099,-0.233,C21 H32 N O8   ,21,32,1,8,0,
256.43,6745939,427.030757,427.030685,-0.072,-0.169,C20 H11 O11    ,20,11,0,11,0,
122.30,24813412,427.051768,427.051814,0.046,0.108,C17 H15 O13    ,17,15,0,13,0,
216.69,24813412,427.051768,427.051301,-0.467,-1.093,C30 H7 N2 O2   ,30,7,2,2,0,
211.35,11800432,427.067078,427.067070,-0.007,-0.017,C21 H15 O10    ,21,15,0,10,0,
677.13,13930355,427.070332,427.070441,0.110,0.256,C18 H19 O10 S  ,18,19,0,10,1,
129.24,94052224,427.088155,427.088200,0.045,0.105,C18 H19 O12    ,18,19,0,12,0,
141.05,94052224,427.088155,427.087687,-0.468,-1.096,C31 H11 N2 O   ,31,11,2,1,0,
749.01,13623179,427.099354,427.099433,0.079,0.186,C17 H19 N2 O11 ,17,19,2,11,0,
410.19,12418958,427.103580,427.103456,-0.125,-0.292,C22 H19 O9     ,22,19,0,9,0,
103.24,126820256,427.124624,427.124585,-0.039,-0.090,C19 H23 O11    ,19,23,0,11,0,
738.87,16994216,427.135865,427.135819,-0.047,-0.109,C18 H23 N2 O10 ,18,23,2,10,0,
651.31,10325932,427.140029,427.139841,-0.188,-0.440,C23 H23 O8     ,23,23,0,8,0,
102.08,108502976,427.160952,427.160971,0.019,0.043,C20 H27 O10    ,20,27,0,10,0,
539.78,9850830,427.181941,427.181587,-0.354,-0.828,C30 H23 N2 O   ,30,23,2,1,0,
589.36,9850830,427.181941,427.182100,0.159,0.373,C17 H31 O12    ,17,31,0,12,0,
141.24,62463964,427.197360,427.197356,-0.004,-0.009,C21 H31 O9     ,21,31,0,9,0,
593.40,9158634,427.215987,427.215983,-0.004,-0.009,C22 H35 O6 S   ,22,35,0,6,1,
28.37,34086904,427.233779,427.233742,-0.038,-0.088,C22 H35 O8     ,22,35,0,8,0,
576.80,3904143,428.046812,428.046550,-0.262,-0.612,C29 H6 N3 O2   ,29,6,3,2,0,
607.41,3904143,428.046812,428.046411,-0.401,-0.936,C8 H18 N3 O15 S,8,18,3,15,1,
635.96,3904143,428.046812,428.047063,0.251,0.586,C16 H14 N O13  ,16,14,1,13,0,
665.44,6875804,428.062335,428.062319,-0.016,-0.036,C20 H14 N O10  ,20,14,1,10,0,
