mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
672.27,14845439,315.156194,315.156160,-0.034,-0.109,C14 H23 N2 O6  ,14,23,2,6,0,
46.85,12518915,315.160187,315.160183,-0.004,-0.013,C19 H23 O4     ,19,23,0,4,0,
17.03,64550420,315.181286,315.181312,0.027,0.084,C16 H27 O6     ,16,27,0,6,0,
-1000.00,11675189,315.217673,315.217698,0.024,0.078,C17 H31 O5     ,17,31,0,5,0,
477.52,4124912,316.013315,316.013261,-0.054,-0.170,C11 H10 N O8 S ,11,10,1,8,1,
661.69,2950413,316.046195,316.046275,0.080,0.255,C15 H10 N O7   ,15,10,1,7,0,
300.78,21043472,316.049667,316.049646,-0.020,-0.064,C12 H14 N O7 S ,12,14,1,7,1,
799.93,2917150,316.064839,316.064903,0.064,0.202,C16 H14 N O4 S ,16,14,1,4,1,
739.54,11598125,316.082678,316.082661,-0.017,-0.054,C16 H14 N O6   ,16,14,1,6,0,
556.49,19278128,316.086031,316.086032,0.001,0.002,C13 H18 N O6 S ,13,18,1,6,1,
438.74,18909504,316.103771,316.103790,0.019,0.061,C13 H18 N O8   ,13,18,1,8,0,
828.60,3299651,316.106975,316.107161,0.186,0.589,C10 H22 N O8 S ,10,22,1,8,1,
713.88,4662600,316.113206,316.113173,-0.033,-0.103,C24 H14 N      ,24,14,1,0,0,
706.23,8040778,316.114986,316.115024,0.037,0.118,C12 H18 N3 O7  ,12,18,3,7,0,
615.33,9646413,316.119009,316.119046,0.037,0.117,C17 H18 N O5   ,17,18,1,5,0,
369.23,15796576,316.140162,316.140176,0.014,0.044,C14 H22 N O7   ,14,22,1,7,0,
672.83,5327210,316.151350,316.151409,0.059,0.186,C13 H22 N3 O6  ,13,22,3,6,0,
544.47,3105143,316.166601,316.166665,0.064,0.203,C17 H22 N3 O3  ,17,22,3,3,0,
333.13,6474112,316.176537,316.176561,0.025,0.077,C15 H26 N O6   ,15,26,1,6,0,
328.47,5366176,316.212964,316.212947,-0.017,-0.054,C16 H30 N O5   ,16,30,1,5,0,
32.57,45513840,317.033673,317.033662,-0.011,-0.034,C12 H13 O8 S   ,12,13,0,8,1,
686.08,3968115,317.035919,317.035651,-0.268,-0.846,C21 H5 N2 O2   ,21,5,2,2,0,
716.94,3968115,317.035919,317.036164,0.245,0.773,C8 H13 O13     ,8,13,0,13,0,
-1000.00,5511290,317.043323,317.043045,-0.278,-0.878,C23 H9 S       ,23,9,0,0,1,
555.06,8264827,317.044851,317.044895,0.044,0.139,C11 H13 N2 O7 S,11,13,2,7,1,
601.88,9405582,317.066656,317.066676,0.020,0.065,C16 H13 O7     ,16,13,0,7,0,
318.13,11496603,317.081235,317.081281,0.046,0.144,C12 H17 N2 O6 S,12,17,2,6,1,
594.58,32603296,317.087934,317.087806,-0.128,-0.404,C13 H17 O9     ,13,17,0,9,0,
12.61,702004416,317.091150,317.091177,0.026,0.083,C10 H21 O9 S   ,10,21,0,9,1,
396.89,13810862,317.103058,317.103062,0.004,0.012,C17 H17 O6     ,17,17,0,6,0,
71.80,125254856,317.135423,317.135425,0.002,0.005,C13 H21 N2 O7  ,13,21,2,7,0,
314.53,9997518,317.139443,317.139447,0.004,0.014,C18 H21 O5     ,18,21,0,5,0,
83.34,52853976,317.150680,317.150681,0.001,0.002,C17 H21 N2 O4  ,17,21,2,4,0,
574.27,38304992,317.160540,317.160577,0.037,0.117,C15 H25 O7     ,15,25,0,7,0,
-1000.00,5905646,317.175838,317.175833,-0.005,-0.016,C19 H25 O4     ,19,25,0,4,0,
23.84,21372160,317.196921,317.196962,0.042,0.131,C16 H29 O6     ,16,29,0,6,0,
472.34,6299613,318.028908,318.028911,0.002,0.008,C11 H12 N O8 S ,11,12,1,8,1,
641.68,10919930,318.061946,318.061925,-0.021,-0.066,C15 H12 N O7   ,15,12,1,7,0,
503.61,16023549,318.065278,318.065296,0.018,0.057,C12 H16 N O7 S ,12,16,1,7,1,
713.55,4958212,318.073176,318.073159,-0.017,-0.055,C14 H12 N3 O6  ,14,12,3,6,0,
840.61,5708807,318.076484,318.076530,0.045,0.143,C11 H16 N3 O6 S,11,16,3,6,1,
503.18,15499290,318.098275,318.098311,0.036,0.112,C16 H16 N O6   ,16,16,1,6,0,
207.88,11403293,318.101628,318.101682,0.054,0.169,C13 H20 N O6 S ,13,20,1,6,1,
591.90,10252332,318.119400,318.119440,0.040,0.127,C13 H20 N O8   ,13,20,1,8,0,
789.13,8009786,318.134710,318.134696,-0.014,-0.044,C17 H20 N O5   ,17,20,1,5,0,
648.80,4554813,318.137888,318.138067,0.180,0.565,C14 H24 N O5 S ,14,24,1,5,1,
714.77,5820493,318.155788,318.155826,0.037,0.117,C14 H24 N O7   ,14,24,1,7,0,
577.21,3652416,319.012885,319.012927,0.042,0.131,C11 H11 O9 S   ,11,11,0,9,1,
395.93,4097864,319.022559,319.022309,-0.249,-0.781,C22 H7 O S     ,22,7,0,1,1,
526.54,8354653,319.046009,319.045941,-0.068,-0.214,C15 H11 O8     ,15,11,0,8,0,
8.00,58868576,319.049320,319.049312,-0.008,-0.025,C12 H15 O8 S   ,12,15,0,8,1,
733.92,6048615,319.057107,319.057174,0.067,0.211,C14 H11 N2 O7  ,14,11,2,7,0,
431.58,5925736,319.058999,319.058695,-0.304,-0.952,C23 H11 S      ,23,11,0,0,1,
565.38,4934506,319.060428,319.060545,0.118,0.369,C11 H15 N2 O7 S,11,15,2,7,1,
119.46,19972988,319.082351,319.082326,-0.024,-0.076,C16 H15 O7     ,16,15,0,7,0,
319.47,19243904,319.085671,319.085698,0.026,0.083,C13 H19 O7 S   ,13,19,0,7,1,
591.30,6135689,319.096721,319.096931,0.210,0.658,C12 H19 N2 O6 S,12,19,2,6,1,
593.69,20087696,319.103407,319.103456,0.049,0.152,C13 H19 O9     ,13,19,0,9,0,
571.13,5344152,319.113133,319.112839,-0.294,-0.921,C24 H15 O      ,24,15,0,1,0,
721.24,3745689,319.114909,319.114689,-0.220,-0.690,C12 H19 N2 O8  ,12,19,2,8,0,
108.71,29721500,319.118733,319.118712,-0.021,-0.067,C17 H19 O6     ,17,19,0,6,0,
267.23,20718496,319.122088,319.122083,-0.005,-0.014,C14 H23 O6 S   ,14,23,0,6,1,
434.35,21283750,319.129935,319.129945,0.011,0.033,C16 H19 N2 O5  ,16,19,2,5,0,
115.51,15385533,319.155095,319.155097,0.002,0.007,C18 H23 O5     ,18,23,0,5,0,
185.17,44319688,319.166333,319.166331,-0.002,-0.007,C17 H23 N2 O4  ,17,23,2,4,0,
231.73,12886991,319.176179,319.176227,0.048,0.151,C15 H27 O7     ,15,27,0,7,0,
468.74,7934941,319.191473,319.191483,0.010,0.031,C19 H27 O4     ,19,27,0,4,0,
310.76,11015136,319.194898,319.194854,-0.044,-0.139,C16 H31 O4 S   ,16,31,0,4,1,
480.57,3731439,319.212549,319.212612,0.063,0.199,C16 H31 O6     ,16,31,0,6,0,
-1000.00,4752381,319.227839,319.227868,0.029,0.091,C20 H31 O3     ,20,31,0,3,0,
662.32,3686061,320.008177,320.008175,-0.001,-0.004,C10 H10 N O9 S ,10,10,1,9,1,
444.43,5611210,320.041201,320.041190,-0.011,-0.034,C14 H10 N O8   ,14,10,1,8,0,
399.25,6614733,320.044599,320.044561,-0.038,-0.119,C11 H14 N O8 S ,11,14,1,8,1,
221.07,19195626,320.077570,320.077575,0.005,0.017,C15 H14 N O7   ,15,14,1,7,0,
156.03,24102638,320.080950,320.080946,-0.004,-0.012,C12 H18 N O7 S ,12,18,1,7,1,
775.10,7511805,320.098724,320.098705,-0.019,-0.061,C12 H18 N O9   ,12,18,1,9,0,
127.27,22177546,320.113945,320.113961,0.016,0.051,C16 H18 N O6   ,16,18,1,6,0,
339.27,7470861,320.117365,320.117332,-0.033,-0.103,C13 H22 N O6 S ,13,22,1,6,1,
690.22,16570141,320.135089,320.135090,0.001,0.003,C13 H22 N O8   ,13,22,1,8,0,
648.22,8007467,320.150341,320.150346,0.005,0.016,C17 H22 N O5   ,17,22,1,5,0,
564.08,5752622,320.153657,320.153718,0.061,0.190,C14 H26 N O5 S ,14,26,1,5,1,
371.81,12207924,320.161586,320.161580,-0.007,-0.021,C16 H22 N3 O4  ,16,22,3,4,0,
731.49,3015997,320.171490,320.171476,-0.014,-0.043,C14 H26 N O7   ,14,26,1,7,0,
524.47,3525451,320.186702,320.186732,0.030,0.092,C18 H26 N O4   ,18,26,1,4,0,
476.95,5993007,321.025246,321.025205,-0.040,-0.125,C14 H9 O9      ,14,9,0,9,0,
493.26,4213298,321.028607,321.028577,-0.030,-0.094,C11 H13 O9 S   ,11,13,0,9,1,
724.57,3126841,321.036367,321.036439,0.072,0.223,C13 H9 N2 O8   ,13,9,2,8,0,
563.20,4550202,321.038198,321.037959,-0.239,-0.744,C22 H9 O S     ,22,9,0,1,1,
95.97,29600334,321.061613,321.061591,-0.022,-0.068,C15 H13 O8     ,15,13,0,8,0,
246.74,16214610,321.064972,321.064962,-0.010,-0.032,C12 H17 O8 S   ,12,17,0,8,1,
651.66,17324632,321.072815,321.072824,0.010,0.030,C14 H13 N2 O7  ,14,13,2,7,0,
607.66,7545435,321.074591,321.074345,-0.246,-0.765,C23 H13 S      ,23,13,0,0,1,
77.66,32303728,321.097991,321.097976,-0.014,-0.045,C16 H17 O7     ,16,17,0,7,0,
521.03,14875250,321.101334,321.101348,0.014,0.043,C13 H21 O7 S   ,13,21,0,7,1,
610.86,29018744,321.109210,321.109210,-0.000,-0.001,C15 H17 N2 O6  ,15,17,2,6,0,
729.98,5721730,321.119120,321.119106,-0.014,-0.044,C13 H21 O9     ,13,21,0,9,0,
204.77,29067920,321.134376,321.134362,-0.014,-0.043,C17 H21 O6     ,17,21,0,6,0,
508.67,18856602,321.145617,321.145595,-0.022,-0.067,C16 H21 N2 O5  ,16,21,2,5,0,
10.68,25242288,321.170747,321.170747,0.001,0.002,C18 H25 O5     ,18,25,0,5,0,
16.48,12901071,321.207146,321.207133,-0.013,-0.039,C19 H29 O4     ,19,29,0,4,0,
28.22,23603922,321.210519,321.210504,-0.015,-0.046,C16 H33 O4 S   ,16,33,0,4,1,
-1000.00,8588016,321.243491,321.243518,0.027,0.084,C20 H33 O3     ,20,33,0,3,0,
271.02,12635582,322.056841,322.056840,-0.001,-0.003,C14 H12 N O8   ,14,12,1,8,0,
658.40,5365186,322.060217,322.060211,-0.006,-0.017,C11 H16 N O8 S ,11,16,1,8,1,
624.67,3246026,322.069763,322.069594,-0.169,-0.525,C22 H12 N S    ,22,12,1,0,1,
109.01,33369566,322.093223,322.093225,0.003,0.009,C15 H16 N O7   ,15,16,1,7,0,
250.23,14781921,322.096490,322.096597,0.107,0.332,C12 H20 N O7 S ,12,20,1,7,1,
635.59,17473000,322.104418,322.104459,0.041,0.127,C14 H16 N3 O6  ,14,16,3,6,0,
56.71,21794302,322.129626,322.129611,-0.015,-0.046,C16 H20 N O6   ,16,20,1,6,0,
686.02,7736873,322.177225,322.177230,0.004,0.014,C16 H24 N3 O4  ,16,24,3,4,0,
704.02,3186437,323.004569,323.004470,-0.099,-0.306,C13 H7 O10     ,13,7,0,10,0,
167.14,13218085,323.040868,323.040856,-0.012,-0.039,C14 H11 O9     ,14,11,0,9,0,
632.72,4018472,323.044174,323.044227,0.053,0.163,C11 H15 O9 S   ,11,15,0,9,1,
747.72,4782383,323.052001,323.052089,0.088,0.272,C13 H11 N2 O8  ,13,11,2,8,0,
464.70,7395633,323.053870,323.053610,-0.260,-0.806,C22 H11 O S    ,22,11,0,1,1,
51.80,38408516,323.077263,323.077241,-0.022,-0.069,C15 H15 O8     ,15,15,0,8,0,
469.78,15249736,323.080626,323.080612,-0.014,-0.043,C12 H19 O8 S   ,12,19,0,8,1,
663.45,24703312,323.088456,323.088474,0.018,0.056,C14 H15 N2 O7  ,14,15,2,7,0,
681.90,6850897,323.090274,323.089995,-0.279,-0.864,C23 H15 S      ,23,15,0,0,1,
816.76,3196253,323.103699,323.103731,0.031,0.097,C18 H15 N2 O4  ,18,15,2,4,0,
229.92,45797732,323.113637,323.113627,-0.010,-0.032,C16 H19 O7     ,16,19,0,7,0,
678.71,20042088,323.117011,323.116998,-0.013,-0.041,C13 H23 O7 S   ,13,23,0,7,1,
656.46,26562928,323.124869,323.124860,-0.009,-0.029,C15 H19 N2 O6  ,15,19,2,6,0,
723.45,6633849,323.134728,323.134756,0.028,0.086,C13 H23 O9     ,13,23,0,9,0,
12.13,37155204,323.150027,323.150012,-0.015,-0.045,C17 H23 O6     ,17,23,0,6,0,
517.77,18039184,323.161278,323.161245,-0.032,-0.100,C16 H23 N2 O5  ,16,23,2,5,0,
755.01,5775766,323.168612,323.168639,0.027,0.083,C18 H27 O3 S   ,18,27,0,3,1,
10.91,52187556,323.186393,323.186398,0.005,0.015,C18 H27 O5     ,18,27,0,5,0,
724.32,28127656,323.189792,323.189769,-0.023,-0.073,C15 H31 O5 S   ,15,31,0,5,1,
-1000.00,8540614,323.222758,323.222783,0.025,0.076,C19 H31 O4     ,19,31,0,4,0,
-1000.00,4362727,323.259179,323.259169,-0.010,-0.032,C20 H35 O3     ,20,35,0,3,0,
575.63,5106839,324.036124,324.036104,-0.020,-0.061,C13 H10 N O9   ,13,10,1,9,0,
632.99,9213095,324.054722,324.054732,0.009,0.029,C14 H14 N O6 S ,14,14,1,6,1,
656.60,3954865,324.066090,324.065965,-0.124,-0.384,C13 H14 N3 O5 S,13,14,3,5,1,
255.80,18326712,324.072514,324.072490,-0.024,-0.074,C14 H14 N O8   ,14,14,1,8,0,
716.43,3310266,324.075868,324.075861,-0.007,-0.022,C11 H18 N O8 S ,11,18,1,8,1,
557.72,33912024,324.108871,324.108875,0.004,0.012,C15 H18 N O7   ,15,18,1,7,0,
715.38,15353080,324.145263,324.145261,-0.002,-0.007,C16 H22 N O6   ,16,22,1,6,0,
654.52,13083906,324.156545,324.156494,-0.050,-0.155,C15 H22 N3 O5  ,15,22,3,5,0,
629.58,2829261,324.962881,324.962605,-0.275,-0.848,C15 H O9       ,15,1,0,9,0,
608.03,3096576,325.020144,325.020120,-0.024,-0.073,C13 H9 O10     ,13,9,0,10,0,
568.73,7534608,325.038747,325.038747,0.000,0.000,C14 H13 O7 S   ,14,13,0,7,1,
181.07,26048544,325.056512,325.056506,-0.007,-0.020,C14 H13 O9     ,14,13,0,9,0,
722.24,3778595,325.059962,325.059877,-0.085,-0.261,C11 H17 O9 S   ,11,17,0,9,1,
734.10,10401834,325.067680,325.067739,0.059,0.181,C13 H13 N2 O8  ,13,13,2,8,0,
686.05,4172844,325.069518,325.069260,-0.259,-0.795,C22 H13 O S    ,22,13,0,1,1,
782.84,3284014,325.071855,325.071762,-0.094,-0.288,C18 H13 O6     ,18,13,0,6,0,
70.51,60233792,325.092909,325.092891,-0.018,-0.054,C15 H17 O8     ,15,17,0,8,0,
768.26,9257027,325.096228,325.096262,0.034,0.105,C12 H21 O8 S   ,12,21,0,8,1,
611.10,41359436,325.104111,325.104124,0.013,0.041,C14 H17 N2 O7  ,14,17,2,7,0,
691.45,4672588,325.105910,325.105645,-0.265,-0.816,C23 H17 S      ,23,17,0,0,1,
556.29,59054160,325.111472,325.111518,0.046,0.143,C16 H21 O5 S   ,16,21,0,5,1,
803.20,5446748,325.123529,325.123403,-0.125,-0.386,C23 H17 O2     ,23,17,0,2,0,
46.94,59873376,325.129298,325.129277,-0.022,-0.067,C16 H21 O7     ,16,21,0,7,0,
787.24,10313828,325.132661,325.132648,-0.013,-0.041,C13 H25 O7 S   ,13,25,0,7,1,
624.35,28383338,325.140516,325.140510,-0.006,-0.018,C15 H21 N2 O6  ,15,21,2,6,0,
145.59,169465968,325.147870,325.147904,0.034,0.103,C17 H25 O4 S   ,17,25,0,4,1,
17.02,45111424,325.165673,325.165662,-0.011,-0.033,C17 H25 O6     ,17,25,0,6,0,
755.41,8908939,325.176933,325.176895,-0.037,-0.114,C16 H25 N2 O5  ,16,25,2,5,0,
203.10,142629008,325.184272,325.184289,0.018,0.055,C18 H29 O3 S   ,18,29,0,3,1,
10.77,111270048,325.202046,325.202048,0.001,0.005,C18 H29 O5     ,18,29,0,5,0,
549.62,4836229,326.033994,326.033996,0.003,0.008,C13 H12 N O7 S ,13,12,1,7,1,
722.33,2938786,326.067077,326.067011,-0.067,-0.204,C17 H12 N O6   ,17,12,1,6,0,
558.84,13499301,326.070411,326.070382,-0.030,-0.091,C14 H16 N O6 S ,14,16,1,6,1,
457.31,26942388,326.088112,326.088140,0.028,0.086,C14 H16 N O8   ,14,16,1,8,0,
592.55,20200382,326.099361,326.099373,0.012,0.037,C13 H16 N3 O7  ,13,16,3,7,0,
717.73,4071362,326.103406,326.103396,-0.010,-0.032,C18 H16 N O5   ,18,16,1,5,0,
721.15,28965844,326.124511,326.124526,0.014,0.044,C15 H20 N O7   ,15,20,1,7,0,
579.10,18267102,326.135715,326.135759,0.044,0.136,C14 H20 N3 O6  ,14,20,3,6,0,
728.73,13528053,326.160884,326.160911,0.027,0.084,C16 H24 N O6   ,16,24,1,6,0,
683.34,9493503,326.172130,326.172144,0.014,0.043,C15 H24 N3 O5  ,15,24,3,5,0,
-1000.00,5194774,326.197289,326.197297,0.008,0.023,C17 H28 N O5   ,17,28,1,5,0,
-1000.00,2834486,326.233798,326.233682,-0.116,-0.356,C18 H32 N O4   ,18,32,1,4,0,
377.30,4841200,327.018003,327.018012,0.009,0.028,C13 H11 O8 S   ,13,11,0,8,1,
402.85,8232703,327.035694,327.035770,0.076,0.233,C13 H11 O10    ,13,11,0,10,0,
798.10,3579657,327.047064,327.047004,-0.060,-0.185,C12 H11 N2 O9  ,12,11,2,9,0,
733.94,3698957,327.051034,327.051026,-0.008,-0.023,C17 H11 O7     ,17,11,0,7,0,
530.37,19644176,327.054410,327.054397,-0.012,-0.038,C14 H15 O7 S   ,14,15,0,7,1,
179.63,51355424,327.072129,327.072156,0.026,0.081,C14 H15 O9     ,14,15,0,9,0,
650.02,24559402,327.083363,327.083389,0.026,0.080,C13 H15 N2 O8  ,13,15,2,8,0,
600.97,13188909,327.087405,327.087412,0.007,0.022,C18 H15 O6     ,18,15,0,6,0,
123.58,67280704,327.108531,327.108541,0.010,0.031,C15 H19 O8     ,15,19,0,8,0,
653.80,5309251,327.111783,327.111912,0.130,0.397,C12 H23 O8 S   ,12,23,0,8,1,
572.90,41590600,327.119742,327.119775,0.033,0.100,C14 H19 N2 O7  ,14,19,2,7,0,
54.42,337502048,327.127149,327.127168,0.019,0.059,C16 H23 O5 S   ,16,23,0,5,1,
686.29,17665898,327.156150,327.156160,0.010,0.032,C15 H23 N2 O6  ,15,23,2,6,0,
100.14,225107824,327.163524,327.163554,0.030,0.091,C17 H27 O4 S   ,17,27,0,4,1,
10.80,139222944,327.217705,327.217698,-0.007,-0.021,C18 H31 O5     ,18,31,0,5,0,
533.97,12755590,328.049649,328.049646,-0.002,-0.007,C13 H14 N O7 S ,13,14,1,7,1,
742.09,6050449,328.060890,328.060880,-0.010,-0.032,C12 H14 N3 O6 S,12,14,3,6,1,
772.14,5043873,328.078696,328.078638,-0.058,-0.176,C12 H14 N3 O8  ,12,14,3,8,0,
699.45,5956260,328.082613,328.082661,0.048,0.146,C17 H14 N O6   ,17,14,1,6,0,
647.07,5931697,328.097249,328.097265,0.016,0.050,C13 H18 N3 O5 S,13,18,3,5,1,
325.17,27476662,328.103800,328.103790,-0.010,-0.029,C14 H18 N O8   ,14,18,1,8,0,
575.65,15942337,328.114959,328.115024,0.064,0.195,C13 H18 N3 O7  ,13,18,3,7,0,
677.77,5050051,328.116768,328.116544,-0.224,-0.684,C22 H18 N S    ,22,18,1,0,1,
696.45,5178052,328.119011,328.119046,0.035,0.108,C18 H18 N O5   ,18,18,1,5,0,
644.75,17564386,328.151404,328.151409,0.005,0.015,C14 H22 N3 O6  ,14,22,3,6,0,
-1000.00,3389208,328.213066,328.212947,-0.120,-0.365,C17 H30 N O5   ,17,30,1,5,0,
-1000.00,4858681,328.249290,328.249332,0.042,0.128,C18 H34 N O4   ,18,34,1,4,0,
238.35,9274868,329.033635,329.033662,0.027,0.082,C13 H13 O8 S   ,13,13,0,8,1,
571.16,7699966,329.044889,329.044895,0.006,0.020,C12 H13 N2 O7 S,12,13,2,7,1,
80.96,116483608,329.070045,329.070047,0.002,0.007,C14 H17 O7 S   ,14,17,0,7,1,
197.56,50964004,329.087783,329.087806,0.022,0.068,C14 H17 O9     ,14,17,0,9,0,
433.38,20162088,329.091166,329.091177,0.011,0.034,C11 H21 O9 S   ,11,21,0,9,1,
653.94,19293742,329.099038,329.099039,0.001,0.003,C13 H17 N2 O8  ,13,17,2,8,0,
141.11,26502706,329.103083,329.103062,-0.021,-0.064,C18 H17 O6     ,18,17,0,6,0,
273.33,61842996,329.106433,329.106433,0.000,0.000,C15 H21 O6 S   ,15,21,0,6,1,
526.17,35841616,329.135403,329.135425,0.022,0.066,C14 H21 N2 O7  ,14,21,2,7,0,
602.17,6579795,329.139439,329.139447,0.008,0.024,C19 H21 O5     ,19,21,0,5,0,
535.13,34195028,329.142829,329.142818,-0.011,-0.033,C16 H25 O5 S   ,16,25,0,5,1,
651.88,6094429,329.150671,329.150681,0.010,0.030,C18 H21 N2 O4  ,18,21,2,4,0,
705.66,9424496,329.171777,329.171810,0.033,0.100,C15 H25 N2 O6  ,15,25,2,6,0,
754.90,5337715,329.175765,329.175833,0.068,0.207,C20 H25 O4     ,20,25,0,4,0,
74.64,47638148,329.196971,329.196962,-0.009,-0.027,C17 H29 O6     ,17,29,0,6,0,
12.47,48916136,329.233374,329.233348,-0.027,-0.081,C18 H33 O5     ,18,33,0,5,0,
263.68,15685997,330.028921,330.028911,-0.011,-0.032,C12 H12 N O8 S ,12,12,1,8,1,
500.16,21342606,330.065280,330.065296,0.016,0.049,C13 H16 N O7 S ,13,16,1,7,1,
668.72,5013912,330.076492,330.076530,0.038,0.115,C12 H16 N3 O6 S,12,16,3,6,1,
604.05,12765598,330.083071,330.083055,-0.016,-0.049,C13 H16 N O9   ,13,16,1,9,0,
880.87,3072417,330.086409,330.086426,0.017,0.052,C10 H20 N O9 S ,10,20,1,9,1,
637.98,8427947,330.098041,330.098311,0.270,0.819,C17 H16 N O6   ,17,16,1,6,0,
622.71,18057662,330.119458,330.119440,-0.018,-0.054,C14 H20 N O8   ,14,20,1,8,0,
726.23,8563144,330.130681,330.130674,-0.008,-0.024,C13 H20 N3 O7  ,13,20,3,7,0,
643.78,7856588,330.134629,330.134696,0.067,0.203,C18 H20 N O5   ,18,20,1,5,0,
224.94,17844702,330.155860,330.155826,-0.034,-0.102,C15 H24 N O7   ,15,24,1,7,0,
673.22,4067817,330.167051,330.167059,0.008,0.025,C14 H24 N3 O6  ,14,24,3,6,0,
508.42,6126080,330.192250,330.192211,-0.039,-0.118,C16 H28 N O6   ,16,28,1,6,0,
578.57,4648158,331.013015,331.012927,-0.089,-0.269,C12 H11 O9 S   ,12,11,0,9,1,
456.54,3319014,331.022616,331.022309,-0.307,-0.926,C23 H7 O S     ,23,7,0,1,1,
63.39,21875966,331.049302,331.049312,0.010,0.029,C13 H15 O8 S   ,13,15,0,8,1,
580.32,9397512,331.060567,331.060545,-0.021,-0.064,C12 H15 N2 O7 S,12,15,2,7,1,
3.59,125037840,331.070433,331.070441,0.008,0.025,C10 H19 O10 S  ,10,19,0,10,1,
822.43,3997975,331.076588,331.076453,-0.134,-0.406,C24 H11 O2     ,24,11,0,2,0,
367.96,12598556,331.082306,331.082326,0.020,0.061,C17 H15 O7     ,17,15,0,7,0,
530.78,12131625,331.096876,331.096931,0.055,0.166,C13 H19 N2 O6 S,13,19,2,6,1,
640.94,17071416,331.114697,331.114689,-0.008,-0.024,C13 H19 N2 O8  ,13,19,2,8,0,
608.13,4885819,331.116516,331.116210,-0.307,-0.926,C22 H19 O S    ,22,19,0,1,1,
489.69,14806332,331.118680,331.118712,0.032,0.097,C18 H19 O6     ,18,19,0,6,0,
436.08,23801152,331.122038,331.122083,0.045,0.136,C15 H23 O6 S   ,15,23,0,6,1,
502.80,21441862,331.129913,331.129945,0.033,0.098,C17 H19 N2 O5  ,17,19,2,5,0,
152.49,62188888,331.151076,331.151075,-0.002,-0.005,C14 H23 N2 O7  ,14,23,2,7,0,
209.75,11513181,331.155077,331.155097,0.021,0.063,C19 H23 O5     ,19,23,0,5,0,
576.73,10960231,331.166300,331.166331,0.031,0.094,C18 H23 N2 O4  ,18,23,2,4,0,
96.17,33598832,331.176200,331.176227,0.027,0.080,C16 H27 O7     ,16,27,0,7,0,
632.02,8859006,331.191468,331.191483,0.015,0.046,C20 H27 O4     ,20,27,0,4,0,
175.77,15252880,331.212582,331.212612,0.031,0.092,C17 H31 O6     ,17,31,0,6,0,
-1000.00,4356529,331.248960,331.248998,0.038,0.114,C18 H35 O5     ,18,35,0,5,0,
625.02,4327514,332.008180,332.008175,-0.004,-0.013,C11 H10 N O9 S ,11,10,1,9,1,
177.96,14102650,332.044547,332.044561,0.014,0.041,C12 H14 N O8 S ,12,14,1,8,1,
814.47,3278980,332.055785,332.055794,0.010,0.029,C11 H14 N3 O7 S,11,14,3,7,1,
503.16,13344920,332.077564,332.077575,0.011,0.033,C16 H14 N O7   ,16,14,1,7,0,
278.26,17735834,332.080923,332.080946,0.024,0.072,C13 H18 N O7 S ,13,18,1,7,1,
749.44,13467819,332.098719,332.098705,-0.014,-0.044,C13 H18 N O9   ,13,18,1,9,0,
839.75,4320430,332.101826,332.102076,0.250,0.752,C10 H22 N O9 S ,10,22,1,9,1,
728.59,2996405,332.109888,332.109938,0.050,0.151,C12 H18 N3 O8  ,12,18,3,8,0,
406.95,17658040,332.113965,332.113961,-0.004,-0.012,C17 H18 N O6   ,17,18,1,6,0,
578.23,14209227,332.135084,332.135090,0.006,0.019,C14 H22 N O8   ,14,22,1,8,0,
785.38,3833046,332.146389,332.146324,-0.066,-0.198,C13 H22 N3 O7  ,13,22,3,7,0,
589.13,7088345,332.150320,332.150346,0.026,0.079,C18 H22 N O5   ,18,22,1,5,0,
757.06,6142172,332.153498,332.153718,0.220,0.662,C15 H26 N O5 S ,15,26,1,5,1,
654.06,3041530,332.186737,332.186732,-0.005,-0.016,C19 H26 N O4   ,19,26,1,4,0,
730.87,3376397,332.207980,332.207861,-0.119,-0.359,C16 H30 N O6   ,16,30,1,6,0,
403.72,6396891,333.007524,333.007447,-0.077,-0.230,C15 H9 O7 S    ,15,9,0,7,1,
639.21,4729835,333.025124,333.025205,0.082,0.245,C15 H9 O9      ,15,9,0,9,0,
565.91,7715822,333.028569,333.028577,0.008,0.024,C12 H13 O9 S   ,12,13,0,9,1,
712.90,3250164,333.036414,333.036439,0.025,0.074,C14 H9 N2 O8   ,14,9,2,8,0,
294.22,12952587,333.061599,333.061591,-0.009,-0.026,C16 H13 O8     ,16,13,0,8,0,
212.71,15983630,333.064973,333.064962,-0.011,-0.033,C13 H17 O8 S   ,13,17,0,8,1,
670.34,10884117,333.072821,333.072824,0.003,0.009,C15 H13 N2 O7  ,15,13,2,7,0,
388.57,11842583,333.074676,333.074345,-0.331,-0.993,C24 H13 S      ,24,13,0,0,1,
624.95,8633368,333.076118,333.076195,0.077,0.231,C12 H17 N2 O7 S,12,17,2,7,1,
552.43,17224734,333.082695,333.082720,0.025,0.075,C13 H17 O10    ,13,17,0,10,0,
122.10,21034028,333.097995,333.097976,-0.018,-0.055,C17 H17 O7     ,17,17,0,7,0,
559.04,16610351,333.101347,333.101348,0.001,0.002,C14 H21 O7 S   ,14,21,0,7,1,
298.78,29037622,333.109188,333.109210,0.022,0.066,C16 H17 N2 O6  ,16,17,2,6,0,
