mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
239.44,30197820,285.043854,285.043833,-0.021,-0.074,C12 H13 O6 S   ,12,13,0,6,1,
51.32,44845132,285.061585,285.061591,0.006,0.021,C12 H13 O8     ,12,13,0,8,0,
552.56,39053392,285.064961,285.064962,0.001,0.004,C9 H17 O8 S    ,9,17,0,8,1,
740.88,11135063,285.072854,285.072824,-0.029,-0.103,C11 H13 N2 O7  ,11,13,2,7,0,
2.96,435505248,285.080203,285.080218,0.016,0.055,C13 H17 O5 S   ,13,17,0,5,1,
675.11,5576808,285.091472,285.091452,-0.021,-0.073,C12 H17 N2 O4 S,12,17,2,4,1,
91.07,52234348,285.097999,285.097976,-0.023,-0.079,C13 H17 O7     ,13,17,0,7,0,
633.33,22431864,285.109195,285.109210,0.015,0.052,C12 H17 N2 O6  ,12,17,2,6,0,
684.91,7114875,285.113211,285.113233,0.021,0.075,C17 H17 O4     ,17,17,0,4,0,
16.39,81463440,285.134354,285.134362,0.008,0.027,C14 H21 O6     ,14,21,0,6,0,
767.01,8388760,285.145575,285.145595,0.020,0.072,C13 H21 N2 O5  ,13,21,2,5,0,
7.34,54282416,285.170731,285.170747,0.016,0.057,C15 H25 O5     ,15,25,0,5,0,
34.64,10897616,285.207157,285.207133,-0.024,-0.085,C16 H29 O4     ,16,29,0,4,0,
-1000.00,4590496,286.002674,286.002696,0.022,0.078,C10 H8 N O7 S  ,10,8,1,7,1,
682.79,2698686,286.035843,286.035711,-0.133,-0.464,C14 H8 N O6    ,14,8,1,6,0,
358.50,18852800,286.039084,286.039082,-0.003,-0.009,C11 H12 N O6 S ,11,12,1,6,1,
631.27,20212706,286.075434,286.075467,0.033,0.117,C12 H16 N O5 S ,12,16,1,5,1,
223.20,23890930,286.093235,286.093225,-0.010,-0.034,C12 H16 N O7   ,12,16,1,7,0,
724.88,4506620,286.104404,286.104459,0.055,0.192,C11 H16 N3 O6  ,11,16,3,6,0,
686.27,6611968,286.108473,286.108482,0.008,0.029,C16 H16 N O4   ,16,16,1,4,0,
389.38,10550290,286.129569,286.129611,0.042,0.148,C13 H20 N O6   ,13,20,1,6,0,
631.16,4163613,286.140862,286.140844,-0.018,-0.061,C12 H20 N3 O5  ,12,20,3,5,0,
287.96,6253620,286.166034,286.165996,-0.037,-0.130,C14 H24 N O5   ,14,24,1,5,0,
-1000.00,3797076,286.202361,286.202382,0.021,0.073,C15 H28 N O4   ,15,28,1,4,0,
11.22,99635000,287.023071,287.023097,0.027,0.093,C11 H11 O7 S   ,11,11,0,7,1,
3.48,112906064,287.044215,287.044227,0.011,0.039,C8 H15 O9 S    ,8,15,0,9,1,
350.06,7497560,287.056083,287.056112,0.028,0.099,C15 H11 O6     ,15,11,0,6,0,
184.59,42053468,287.059499,287.059483,-0.016,-0.057,C12 H15 O6 S   ,12,15,0,6,1,
740.33,8458085,287.070726,287.070716,-0.010,-0.035,C11 H15 N2 O5 S,11,15,2,5,1,
91.74,46026604,287.077217,287.077241,0.024,0.082,C12 H15 O8     ,12,15,0,8,0,
642.98,16904054,287.088481,287.088474,-0.007,-0.023,C11 H15 N2 O7  ,11,15,2,7,0,
284.58,7882617,287.092532,287.092497,-0.035,-0.122,C16 H15 O5     ,16,15,0,5,0,
123.94,42848140,287.113623,287.113627,0.003,0.011,C13 H19 O7     ,13,19,0,7,0,
614.78,16949142,287.124862,287.124860,-0.002,-0.007,C12 H19 N2 O6  ,12,19,2,6,0,
535.14,5054362,287.128866,287.128883,0.017,0.059,C17 H19 O4     ,17,19,0,4,0,
23.88,67293104,287.150033,287.150012,-0.021,-0.074,C14 H23 O6     ,14,23,0,6,0,
779.08,2573239,287.161211,287.161245,0.035,0.121,C13 H23 N2 O5  ,13,23,2,5,0,
7.37,21303246,287.186374,287.186398,0.023,0.080,C15 H27 O5     ,15,27,0,5,0,
359.42,6820542,288.018397,288.018346,-0.051,-0.176,C10 H10 N O7 S ,10,10,1,7,1,
622.14,5614300,288.051349,288.051361,0.012,0.042,C14 H10 N O6   ,14,10,1,6,0,
30.47,18612958,288.054730,288.054732,0.002,0.008,C11 H14 N O6 S ,11,14,1,6,1,
555.38,15360765,288.087717,288.087746,0.030,0.103,C15 H14 N O5   ,15,14,1,5,0,
306.45,20075280,288.108893,288.108875,-0.018,-0.062,C12 H18 N O7   ,12,18,1,7,0,
653.01,6757150,288.124121,288.124132,0.011,0.038,C16 H18 N O4   ,16,18,1,4,0,
656.07,5894961,288.145203,288.145261,0.058,0.202,C13 H22 N O6   ,13,22,1,6,0,
708.48,2518353,288.181421,288.181647,0.226,0.783,C14 H26 N O5   ,14,26,1,5,0,
488.72,5246519,289.002313,289.002362,0.048,0.167,C10 H9 O8 S    ,10,9,0,8,1,
577.90,5766741,289.035358,289.035376,0.018,0.063,C14 H9 O7      ,14,9,0,7,0,
106.73,15795800,289.038736,289.038747,0.011,0.039,C11 H13 O7 S   ,11,13,0,7,1,
685.10,4542050,289.050054,289.049981,-0.073,-0.253,C10 H13 N2 O6 S,10,13,2,6,1,
163.37,14763638,289.071775,289.071762,-0.014,-0.048,C15 H13 O6     ,15,13,0,6,0,
277.79,16258681,289.075117,289.075133,0.016,0.056,C12 H17 O6 S   ,12,17,0,6,1,
706.73,3292803,289.086348,289.086366,0.018,0.062,C11 H17 N2 O5 S,11,17,2,5,1,
477.43,27432582,289.090370,289.090389,0.019,0.065,C16 H17 O3 S   ,16,17,0,3,1,
272.78,32806536,289.092885,289.092891,0.006,0.021,C12 H17 O8     ,12,17,0,8,0,
665.62,5688979,289.104159,289.104124,-0.035,-0.120,C11 H17 N2 O7  ,11,17,2,7,0,
182.37,12129942,289.108152,289.108147,-0.004,-0.015,C16 H17 O5     ,16,17,0,5,0,
118.85,28161706,289.129301,289.129277,-0.024,-0.083,C13 H21 O7     ,13,21,0,7,0,
699.16,4831924,289.140499,289.140510,0.011,0.036,C12 H21 N2 O6  ,12,21,2,6,0,
120.55,8148664,289.144521,289.144533,0.011,0.040,C17 H21 O4     ,17,21,0,4,0,
174.36,21960378,289.147894,289.147904,0.010,0.035,C14 H25 O4 S   ,14,25,0,4,1,
8.38,27604682,289.165643,289.165662,0.019,0.066,C14 H25 O6     ,14,25,0,6,0,
18.60,18151128,289.180927,289.180918,-0.009,-0.029,C18 H25 O3     ,18,25,0,3,0,
469.47,3662571,289.201998,289.202048,0.050,0.173,C15 H29 O5     ,15,29,0,5,0,
112.17,10478043,290.033988,290.033996,0.008,0.029,C10 H12 N O7 S ,10,12,1,7,1,
446.89,9206264,290.067017,290.067011,-0.006,-0.021,C14 H12 N O6   ,14,12,1,6,0,
230.17,17308156,290.070386,290.070382,-0.004,-0.014,C11 H16 N O6 S ,11,16,1,6,1,
833.79,3960329,290.085554,290.085638,0.084,0.288,C15 H16 N O3 S ,15,16,1,3,1,
522.63,19716620,290.088112,290.088140,0.028,0.095,C11 H16 N O8   ,11,16,1,8,0,
358.53,16820762,290.103405,290.103396,-0.009,-0.031,C15 H16 N O5   ,15,16,1,5,0,
653.21,13244972,290.124508,290.124526,0.018,0.061,C12 H20 N O7   ,12,20,1,7,0,
551.37,3983930,290.139781,290.139782,0.000,0.001,C16 H20 N O4   ,16,20,1,4,0,
290.72,14223933,290.143147,290.143153,0.005,0.019,C13 H24 N O4 S ,13,24,1,4,1,
574.85,5518672,291.014642,291.014641,-0.002,-0.005,C13 H7 O8      ,13,7,0,8,0,
449.03,7263571,291.017983,291.018012,0.029,0.098,C10 H11 O8 S   ,10,11,0,8,1,
-1000.00,2785628,291.027697,291.027395,-0.303,-1.039,C21 H7 S       ,21,7,0,0,1,
345.10,15027569,291.050978,291.051026,0.049,0.167,C14 H11 O7     ,14,11,0,7,0,
164.50,15629684,291.054388,291.054397,0.010,0.034,C11 H15 O7 S   ,11,15,0,7,1,
735.42,5924219,291.062268,291.062260,-0.009,-0.029,C13 H11 N2 O6  ,13,11,2,6,0,
149.47,21544340,291.090800,291.090783,-0.018,-0.060,C12 H19 O6 S   ,12,19,0,6,1,
130.89,18279858,291.123802,291.123797,-0.005,-0.017,C16 H19 O5     ,16,19,0,5,0,
414.15,13598133,291.127162,291.127168,0.006,0.021,C13 H23 O5 S   ,13,23,0,5,1,
18.40,12045779,291.160192,291.160183,-0.009,-0.031,C17 H23 O4     ,17,23,0,4,0,
0.71,86957528,291.163530,291.163554,0.023,0.081,C14 H27 O4 S   ,14,27,0,4,1,
-1000.00,2665958,291.181319,291.181312,-0.007,-0.024,C14 H27 O6     ,14,27,0,6,0,
-1000.00,8447476,291.196534,291.196568,0.034,0.118,C18 H27 O3     ,18,27,0,3,0,
-1000.00,9149943,291.199964,291.199939,-0.025,-0.085,C15 H31 O3 S   ,15,31,0,3,1,
423.69,6926579,292.046250,292.046275,0.025,0.085,C13 H10 N O7   ,13,10,1,7,0,
22.93,20922644,292.082666,292.082661,-0.005,-0.017,C14 H14 N O6   ,14,14,1,6,0,
576.78,8909079,292.086030,292.086032,0.002,0.008,C11 H18 N O6 S ,11,18,1,6,1,
650.99,6240551,292.103725,292.103790,0.065,0.224,C11 H18 N O8   ,11,18,1,8,0,
146.84,14463285,292.119074,292.119046,-0.027,-0.094,C15 H18 N O5   ,15,18,1,5,0,
657.82,2651960,292.122330,292.122417,0.088,0.300,C12 H22 N O5 S ,12,22,1,5,1,
371.78,4942166,292.155394,292.155432,0.038,0.130,C16 H22 N O4   ,16,22,1,4,0,
498.09,3793240,292.158789,292.158803,0.014,0.047,C13 H26 N O4 S ,13,26,1,4,1,
-1000.00,2658378,292.993878,292.993905,0.027,0.092,C12 H5 O9      ,12,5,0,9,0,
259.84,12100715,293.030292,293.030291,-0.001,-0.005,C13 H9 O8      ,13,9,0,8,0,
554.97,6933614,293.033719,293.033662,-0.057,-0.194,C10 H13 O8 S   ,10,13,0,8,1,
542.22,5111927,293.043344,293.043045,-0.299,-1.022,C21 H9 S       ,21,9,0,0,1,
710.79,3062918,293.060208,293.060151,-0.057,-0.194,C13 H13 N2 O4 S,13,13,2,4,1,
43.22,30336140,293.066700,293.066676,-0.023,-0.080,C14 H13 O7     ,14,13,0,7,0,
396.72,13280398,293.070059,293.070047,-0.011,-0.039,C11 H17 O7 S   ,11,17,0,7,1,
710.83,10941590,293.077907,293.077910,0.003,0.010,C13 H13 N2 O6  ,13,13,2,6,0,
7.88,36349100,293.103065,293.103062,-0.003,-0.011,C15 H17 O6     ,15,17,0,6,0,
397.47,15299759,293.106433,293.106433,-0.000,-0.001,C12 H21 O6 S   ,12,21,0,6,1,
471.89,15856822,293.114279,293.114295,0.017,0.057,C14 H17 N2 O5  ,14,17,2,5,0,
703.18,7959743,293.124206,293.124191,-0.015,-0.051,C12 H21 O8     ,12,21,0,8,0,
11.89,26731724,293.139411,293.139447,0.036,0.122,C16 H21 O5     ,16,21,0,5,0,
304.45,12846288,293.142794,293.142818,0.024,0.082,C13 H25 O5 S   ,13,25,0,5,1,
450.68,6407383,293.150707,293.150681,-0.026,-0.089,C15 H21 N2 O4  ,15,21,2,4,0,
9.55,153707760,293.175822,293.175833,0.011,0.037,C17 H25 O4     ,17,25,0,4,0,
2.76,176186608,293.179202,293.179204,0.002,0.008,C14 H29 O4 S   ,14,29,0,4,1,
-1000.00,5686543,293.212255,293.212218,-0.036,-0.124,C18 H29 O3     ,18,29,0,3,0,
556.43,3676140,294.025541,294.025540,-0.001,-0.004,C12 H8 N O8    ,12,8,1,8,0,
648.55,6682621,294.044199,294.044167,-0.032,-0.108,C13 H12 N O5 S ,13,12,1,5,1,
311.03,14297101,294.061935,294.061925,-0.010,-0.034,C13 H12 N O7   ,13,12,1,7,0,
553.76,9205776,294.065285,294.065296,0.011,0.037,C10 H16 N O7 S ,10,16,1,7,1,
79.13,27650094,294.098278,294.098311,0.033,0.113,C14 H16 N O6   ,14,16,1,6,0,
683.31,3519537,294.101605,294.101682,0.077,0.263,C11 H20 N O6 S ,11,20,1,6,1,
599.79,9648206,294.134707,294.134696,-0.011,-0.037,C15 H20 N O5   ,15,20,1,5,0,
571.84,4008047,294.171154,294.171082,-0.072,-0.245,C16 H24 N O4   ,16,24,1,4,0,
-1000.00,7422819,295.009478,295.009555,0.077,0.261,C12 H7 O9      ,12,7,0,9,0,
129.04,21547908,295.045964,295.045941,-0.023,-0.078,C13 H11 O8     ,13,11,0,8,0,
591.32,9364359,295.049321,295.049312,-0.009,-0.030,C10 H15 O8 S   ,10,15,0,8,1,
740.10,6357902,295.057176,295.057174,-0.002,-0.006,C12 H11 N2 O7  ,12,11,2,7,0,
830.65,2941842,295.061295,295.061197,-0.098,-0.333,C17 H11 O5     ,17,11,0,5,0,
741.42,3836831,295.075773,295.075802,0.029,0.098,C13 H15 N2 O4 S,13,15,2,4,1,
64.09,41364388,295.082336,295.082326,-0.010,-0.032,C14 H15 O7     ,14,15,0,7,0,
717.43,17427368,295.085684,295.085698,0.013,0.046,C11 H19 O7 S   ,11,19,0,7,1,
697.91,19966894,295.093547,295.093560,0.013,0.045,C13 H15 N2 O6  ,13,15,2,6,0,
7.35,47016900,295.118714,295.118712,-0.002,-0.008,C15 H19 O6     ,15,19,0,6,0,
183.18,27184080,295.129926,295.129945,0.019,0.065,C14 H19 N2 O5  ,14,19,2,5,0,
552.00,61828056,295.137343,295.137339,-0.004,-0.014,C16 H23 O3 S   ,16,23,0,3,1,
571.94,17271768,295.139834,295.139841,0.008,0.026,C12 H23 O8     ,12,23,0,8,0,
10.63,38923240,295.155075,295.155097,0.023,0.076,C16 H23 O5     ,16,23,0,5,0,
769.90,6335472,295.166352,295.166331,-0.021,-0.073,C15 H23 N2 O4  ,15,23,2,4,0,
20.59,19434502,295.191463,295.191483,0.020,0.069,C17 H27 O4     ,17,27,0,4,0,
-1000.00,5325864,295.227865,295.227868,0.003,0.011,C18 H31 O3     ,18,31,0,3,0,
572.96,3905269,296.023525,296.023432,-0.093,-0.315,C12 H10 N O6 S ,12,10,1,6,1,
635.17,27741990,296.077552,296.077575,0.023,0.077,C13 H14 N O7   ,13,14,1,7,0,
499.34,29331270,296.113964,296.113961,-0.003,-0.009,C14 H18 N O6   ,14,18,1,6,0,
727.15,14667600,296.125206,296.125194,-0.012,-0.040,C13 H18 N3 O5  ,13,18,3,5,0,
756.44,8118119,296.150371,296.150346,-0.024,-0.082,C15 H22 N O5   ,15,22,1,5,0,
-1000.00,2611080,296.186867,296.186732,-0.136,-0.458,C16 H26 N O4   ,16,26,1,4,0,
569.76,3547755,297.007473,297.007447,-0.026,-0.086,C12 H9 O7 S    ,12,9,0,7,1,
530.56,7436923,297.025166,297.025205,0.040,0.134,C12 H9 O9      ,12,9,0,9,0,
657.38,3957385,297.040488,297.040462,-0.027,-0.090,C16 H9 O6      ,16,9,0,6,0,
574.89,5300886,297.055077,297.055066,-0.010,-0.035,C12 H13 N2 O5 S,12,13,2,5,1,
83.47,33100444,297.061564,297.061591,0.027,0.090,C13 H13 O8     ,13,13,0,8,0,
669.90,8991390,297.064921,297.064962,0.041,0.137,C10 H17 O8 S   ,10,17,0,8,1,
726.41,12624550,297.072850,297.072824,-0.025,-0.086,C12 H13 N2 O7  ,12,13,2,7,0,
648.61,4894377,297.076892,297.076847,-0.045,-0.151,C17 H13 O5     ,17,13,0,5,0,
14.17,85029552,297.080232,297.080218,-0.013,-0.045,C14 H17 O5 S   ,14,17,0,5,1,
779.00,4279990,297.091310,297.091452,0.142,0.477,C13 H17 N2 O4 S,13,17,2,4,1,
69.57,65237692,297.097964,297.097976,0.013,0.043,C14 H17 O7     ,14,17,0,7,0,
794.13,8135359,297.101346,297.101348,0.002,0.006,C11 H21 O7 S   ,11,21,0,7,1,
625.19,36106952,297.109223,297.109210,-0.013,-0.044,C13 H17 N2 O6  ,13,17,2,6,0,
578.59,24023754,297.113248,297.113233,-0.016,-0.053,C18 H17 O4     ,18,17,0,4,0,
622.24,33092300,297.116599,297.116604,0.004,0.014,C15 H21 O4 S   ,15,21,0,4,1,
7.86,65041116,297.134365,297.134362,-0.003,-0.012,C15 H21 O6     ,15,21,0,6,0,
708.05,18379496,297.145624,297.145595,-0.028,-0.095,C14 H21 N2 O5  ,14,21,2,5,0,
0.33,1497068288,297.152961,297.152989,0.028,0.094,C16 H25 O3 S   ,16,25,0,3,1,
8.42,53490428,297.170756,297.170747,-0.008,-0.028,C16 H25 O5     ,16,25,0,5,0,
18.68,18109214,297.207139,297.207133,-0.006,-0.019,C17 H29 O4     ,17,29,0,4,0,
567.84,10221067,298.039114,298.039082,-0.033,-0.110,C12 H12 N O6 S ,12,12,1,6,1,
640.83,8783387,298.056812,298.056840,0.028,0.095,C12 H12 N O8   ,12,12,1,8,0,
684.96,2642471,298.069902,298.069594,-0.308,-1.033,C20 H12 N S    ,20,12,1,0,1,
688.63,4825641,298.072081,298.072096,0.015,0.050,C16 H12 N O5   ,16,12,1,5,0,
572.81,13940268,298.075495,298.075467,-0.028,-0.095,C13 H16 N O5 S ,13,16,1,5,1,
741.30,30643772,298.093196,298.093225,0.029,0.098,C13 H16 N O7   ,13,16,1,7,0,
702.58,8609350,298.104438,298.104459,0.021,0.071,C12 H16 N3 O6  ,12,16,3,6,0,
730.05,2976330,298.108450,298.108482,0.032,0.107,C17 H16 N O4   ,17,16,1,4,0,
312.56,23451228,298.129601,298.129611,0.010,0.034,C14 H20 N O6   ,14,20,1,6,0,
718.26,8865383,298.140831,298.140844,0.013,0.044,C13 H20 N3 O5  ,13,20,3,5,0,
-1000.00,5394046,298.166031,298.165996,-0.034,-0.116,C15 H24 N O5   ,15,24,1,5,0,
512.03,3026272,298.986639,298.986712,0.072,0.242,C11 H7 O8 S    ,11,7,0,8,1,
-1000.00,16955776,299.023116,299.023097,-0.018,-0.061,C12 H11 O7 S   ,12,11,0,7,1,
367.92,18790800,299.040846,299.040856,0.010,0.033,C12 H11 O9     ,12,11,0,9,0,
776.51,5992863,299.056144,299.056112,-0.032,-0.108,C16 H11 O6     ,16,11,0,6,0,
574.51,26417570,299.059472,299.059483,0.011,0.036,C13 H15 O6 S   ,13,15,0,6,1,
623.02,7627180,299.070674,299.070716,0.042,0.140,C12 H15 N2 O5 S,12,15,2,5,1,
75.32,55884208,299.077256,299.077241,-0.015,-0.051,C13 H15 O8     ,13,15,0,8,0,
141.37,17734068,299.080612,299.080612,0.000,0.001,C10 H19 O8 S   ,10,19,0,8,1,
686.92,19298748,299.088476,299.088474,-0.001,-0.004,C12 H15 N2 O7  ,12,15,2,7,0,
2.77,553220544,299.095836,299.095868,0.032,0.108,C14 H19 O5 S   ,14,19,0,5,1,
104.78,65010132,299.113637,299.113627,-0.011,-0.035,C14 H19 O7     ,14,19,0,7,0,
649.30,29907420,299.124837,299.124860,0.023,0.078,C13 H19 N2 O6  ,13,19,2,6,0,
680.52,6060512,299.128896,299.128883,-0.014,-0.046,C18 H19 O4     ,18,19,0,4,0,
8.14,65206772,299.149999,299.150012,0.013,0.043,C15 H23 O6     ,15,23,0,6,0,
780.44,5947901,299.161241,299.161245,0.005,0.016,C14 H23 N2 O5  ,14,23,2,5,0,
8.81,51001876,299.186390,299.186398,0.007,0.024,C16 H27 O5     ,16,27,0,5,0,
-1000.00,9073205,299.222754,299.222783,0.030,0.099,C17 H31 O4     ,17,31,0,4,0,
311.70,5086464,300.018309,300.018346,0.037,0.124,C11 H10 N O7 S ,11,10,1,7,1,
723.14,2695454,300.051420,300.051361,-0.060,-0.199,C15 H10 N O6   ,15,10,1,6,0,
617.39,21191968,300.054715,300.054732,0.016,0.055,C12 H14 N O6 S ,12,14,1,6,1,
112.68,18636080,300.072507,300.072490,-0.017,-0.058,C12 H14 N O8   ,12,14,1,8,0,
411.26,7587135,300.087716,300.087746,0.030,0.101,C16 H14 N O5   ,16,14,1,5,0,
296.49,29810002,300.108858,300.108875,0.018,0.060,C13 H18 N O7   ,13,18,1,7,0,
726.53,5659996,300.120105,300.120109,0.004,0.014,C12 H18 N3 O6  ,12,18,3,6,0,
706.36,6227296,300.124150,300.124132,-0.018,-0.061,C17 H18 N O4   ,17,18,1,4,0,
233.95,10902898,300.145235,300.145261,0.026,0.088,C14 H22 N O6   ,14,22,1,6,0,
744.42,2660733,300.156572,300.156494,-0.078,-0.259,C13 H22 N3 O5  ,13,22,3,5,0,
191.16,5162387,300.181590,300.181647,0.056,0.188,C15 H26 N O5   ,15,26,1,5,0,
-1000.00,2860980,300.217952,300.218032,0.080,0.267,C16 H30 N O4   ,16,30,1,4,0,
-1000.00,5906549,301.002379,301.002362,-0.017,-0.056,C11 H9 O8 S    ,11,9,0,8,1,
531.59,6916243,301.035358,301.035376,0.018,0.059,C15 H9 O7      ,15,9,0,7,0,
20.03,59097236,301.038739,301.038747,0.008,0.026,C12 H13 O7 S   ,12,13,0,7,1,
62.05,36692132,301.056507,301.056506,-0.002,-0.006,C12 H13 O9     ,12,13,0,9,0,
124.80,66453672,301.059879,301.059877,-0.003,-0.008,C9 H17 O9 S    ,9,17,0,9,1,
496.93,15192243,301.071726,301.071762,0.035,0.117,C16 H13 O6     ,16,13,0,6,0,
263.30,65798328,301.075108,301.075133,0.025,0.082,C13 H17 O6 S   ,13,17,0,6,1,
613.81,7583937,301.086327,301.086366,0.039,0.129,C12 H17 N2 O5 S,12,17,2,5,1,
144.77,53788872,301.092897,301.092891,-0.006,-0.020,C13 H17 O8     ,13,17,0,8,0,
713.58,7276751,301.102570,301.102274,-0.296,-0.984,C24 H13        ,24,13,0,0,0,
616.82,18813136,301.104110,301.104124,0.015,0.048,C12 H17 N2 O7  ,12,17,2,7,0,
201.70,8274132,301.108101,301.108147,0.046,0.153,C17 H17 O5     ,17,17,0,5,0,
102.41,64258280,301.129296,301.129277,-0.019,-0.064,C14 H21 O7     ,14,21,0,7,0,
718.47,17146098,301.140473,301.140510,0.037,0.123,C13 H21 N2 O6  ,13,21,2,6,0,
235.01,13132021,301.144484,301.144533,0.049,0.162,C18 H21 O4     ,18,21,0,4,0,
7.38,65339656,301.165657,301.165662,0.005,0.018,C15 H25 O6     ,15,25,0,6,0,
8.70,21143848,301.202042,301.202048,0.005,0.018,C16 H29 O5     ,16,29,0,5,0,
535.78,2906130,302.030738,302.030625,-0.113,-0.374,C14 H8 N O7    ,14,8,1,7,0,
123.24,14230548,302.033990,302.033996,0.007,0.022,C11 H12 N O7 S ,11,12,1,7,1,
653.38,8125490,302.067019,302.067011,-0.008,-0.026,C15 H12 N O6   ,15,12,1,6,0,
134.47,16577589,302.070393,302.070382,-0.011,-0.037,C12 H16 N O6 S ,12,16,1,6,1,
509.24,17298502,302.088107,302.088140,0.033,0.108,C12 H16 N O8   ,12,16,1,8,0,
506.02,13395027,302.103409,302.103396,-0.012,-0.041,C16 H16 N O5   ,16,16,1,5,0,
558.45,16626790,302.124519,302.124526,0.007,0.022,C13 H20 N O7   ,13,20,1,7,0,
737.52,3308144,302.135791,302.135759,-0.032,-0.106,C12 H20 N3 O6  ,12,20,3,6,0,
709.25,6288500,302.139750,302.139782,0.032,0.105,C17 H20 N O4   ,17,20,1,4,0,
572.30,5817479,302.160946,302.160911,-0.035,-0.115,C14 H24 N O6   ,14,24,1,6,0,
575.58,3999622,303.014669,303.014641,-0.029,-0.094,C14 H7 O8      ,14,7,0,8,0,
212.94,10762121,303.018022,303.018012,-0.011,-0.035,C11 H11 O8 S   ,11,11,0,8,1,
197.84,11171750,303.051035,303.051026,-0.009,-0.030,C15 H11 O7     ,15,11,0,7,0,
648.49,8871859,303.065617,303.065631,0.013,0.044,C11 H15 N2 O6 S,11,15,2,6,1,
181.90,15914951,303.087419,303.087412,-0.007,-0.024,C16 H15 O6     ,16,15,0,6,0,
664.50,3649492,303.101901,303.102016,0.116,0.381,C12 H19 N2 O5 S,12,19,2,5,1,
586.21,15890392,303.106029,303.106039,0.010,0.034,C17 H19 O3 S   ,17,19,0,3,1,
328.36,31483866,303.108536,303.108541,0.005,0.017,C13 H19 O8     ,13,19,0,8,0,
663.53,7847908,303.119789,303.119775,-0.014,-0.047,C12 H19 N2 O7  ,12,19,2,7,0,
343.04,13797351,303.123797,303.123797,0.000,0.001,C17 H19 O5     ,17,19,0,5,0,
310.43,22628330,303.127140,303.127168,0.029,0.094,C14 H23 O5 S   ,14,23,0,5,1,
64.17,68700152,303.144931,303.144927,-0.004,-0.015,C14 H23 O7     ,14,23,0,7,0,
37.67,10651656,303.160183,303.160183,-0.000,-0.001,C18 H23 O4     ,18,23,0,4,0,
124.28,18372636,303.181327,303.181312,-0.015,-0.048,C15 H27 O6     ,15,27,0,6,0,
-1000.00,8970284,303.199933,303.199939,0.007,0.023,C16 H31 O3 S   ,16,31,0,3,1,
-1000.00,4060220,303.217644,303.217698,0.053,0.176,C16 H31 O5     ,16,31,0,5,0,
603.22,5751588,304.046265,304.046275,0.010,0.033,C14 H10 N O7   ,14,10,1,7,0,
168.16,13556519,304.049632,304.049646,0.014,0.046,C11 H14 N O7 S ,11,14,1,7,1,
701.29,3791665,304.060858,304.060880,0.022,0.071,C10 H14 N3 O6 S,10,14,3,6,1,
732.44,4537141,304.064918,304.064903,-0.015,-0.050,C15 H14 N O4 S ,15,14,1,4,1,
115.66,15158085,304.082674,304.082661,-0.013,-0.044,C15 H14 N O6   ,15,14,1,6,0,
63.50,19909448,304.086017,304.086032,0.015,0.050,C12 H18 N O6 S ,12,18,1,6,1,
585.77,13458264,304.103808,304.103790,-0.018,-0.059,C12 H18 N O8   ,12,18,1,8,0,
457.35,12495717,304.119017,304.119046,0.029,0.097,C16 H18 N O5   ,16,18,1,5,0,
718.58,8119161,304.140214,304.140176,-0.038,-0.125,C13 H22 N O7   ,13,22,1,7,0,
633.50,4879241,304.158754,304.158803,0.049,0.160,C14 H26 N O4 S ,14,26,1,4,1,
332.29,6583926,304.993239,304.993254,0.014,0.047,C5 H9 N2 O11 S ,5,9,2,11,1,
232.63,10931863,305.030260,305.030291,0.030,0.100,C14 H9 O8      ,14,9,0,8,0,
392.26,14450330,305.033643,305.033662,0.019,0.064,C11 H13 O8 S   ,11,13,0,8,1,
67.59,21499576,305.066656,305.066676,0.021,0.068,C15 H13 O7     ,15,13,0,7,0,
58.11,24751804,305.070029,305.070047,0.018,0.060,C12 H17 O7 S   ,12,17,0,7,1,
655.42,13352642,305.077937,305.077910,-0.027,-0.089,C14 H13 N2 O6  ,14,13,2,6,0,
682.71,3252933,305.081399,305.081281,-0.118,-0.388,C11 H17 N2 O6 S,11,17,2,6,1,
568.28,19058380,305.087820,305.087806,-0.014,-0.047,C12 H17 O9     ,12,17,0,9,0,
63.02,24227544,305.103061,305.103062,0.001,0.004,C16 H17 O6     ,16,17,0,6,0,
132.04,23719644,305.106419,305.106433,0.014,0.045,C13 H21 O6 S   ,13,21,0,6,1,
717.60,3091190,305.135478,305.135425,-0.053,-0.174,C12 H21 N2 O7  ,12,21,2,7,0,
753.10,18800378,305.139448,305.139447,-0.001,-0.002,C17 H21 O5     ,17,21,0,5,0,
329.19,20188924,305.142831,305.142818,-0.013,-0.041,C14 H25 O5 S   ,14,25,0,5,1,
240.35,15363852,305.160549,305.160577,0.028,0.090,C14 H25 O7     ,14,25,0,7,0,
11.30,22261530,305.175847,305.175833,-0.015,-0.048,C18 H25 O4     ,18,25,0,4,0,
699.98,3800861,305.179157,305.179204,0.047,0.153,C15 H29 O4 S   ,15,29,0,4,1,
117.62,12509749,306.061943,306.061925,-0.018,-0.058,C14 H12 N O7   ,14,12,1,7,0,
446.79,13304376,306.065275,306.065296,0.022,0.072,C11 H16 N O7 S ,11,16,1,7,1,
15.72,24253014,306.098323,306.098311,-0.013,-0.041,C15 H16 N O6   ,15,16,1,6,0,
540.65,9077337,306.101657,306.101682,0.025,0.083,C12 H20 N O6 S ,12,20,1,6,1,
